Transcript,external_gene_name,TE_H6,TE_H7,TE_W10,TE_W6
ENSSSCT00000029871,GUCY2D,0.069915208,1.43760802,NA,NA
ENSSSCT00000009637,GUF1,0.23142674,3.88712432,1.25200701,19.03114102
ENSSSCT00000040486,GUSB,1.798080897,9.51576703,5.321586739,1.793171886
ENSSSCT00000038625,GXYLT1,8.199092247,4.082030333,0,NA
ENSSSCT00000012607,GXYLT2,0.270319703,0,NA,NA
ENSSSCT00000044762,GYG1,2.220314511,2.447581333,0.985111991,8.687052231
ENSSSCT00000003502,GYS1,2.561116513,5.610304422,1.603204861,9.641035276
ENSSSCT00000036982,GYS2,NA,0,NA,NA
ENSSSCT00000007789,GZF1,5.462147386,5.847266997,5.907517188,2.234887848
ENSSSCT00000018408,GZMA,2.936434807,7.498210329,9.53075392,2.733814284
ENSSSCT00000018409,GZMA,5.603737967,12.9890769,13.80420421,5.111127886
ENSSSCT00000002212,GZMB,2.05570528,3.2488657,21.57175175,3.735914085
ENSSSCT00000072877,GZMH,2.249588972,2.397333412,4.351105882,8.27354369
ENSSSCT00000018406,GZMK,0.314857402,5.926921158,4.952364685,2.935486324
ENSSSCT00000065178,GZMM,3.773341172,3.222429551,2.840439443,2.833041859
ENSSSCT00000050486,H1-0,0.029550244,3.048169514,27.90992627,25.7304929
ENSSSCT00000102628,H1-10,3.068711271,5.153592932,3.741733566,5.15291542
ENSSSCT00000066932,H1-3,0.679682715,2.830649717,0.366561368,0.597035689
ENSSSCT00000097530,H1-6,0,0.111726337,NA,NA
ENSSSCT00000072305,H2AC12,11.39054296,39.84809563,19.91531552,7.251513342
ENSSSCT00000007307,H2AC20,1.899855576,2.402942162,16.42131773,3.177955038
ENSSSCT00000007306,H2AC21,20.04173873,13.51866453,21.97676199,0.412620088
ENSSSCT00000091350,H2AC25,NA,NA,NA,NA
ENSSSCT00000106179,H2AC6,4.330580901,2.965577841,7.568792783,6.01804296
ENSSSCT00000057647,H2AJ,4.822140728,6.97806473,2.338583806,4.599727738
ENSSSCT00000082713,H2AX,0.880631802,0.920471465,1.168324244,3.744709816
ENSSSCT00000010051,H2AZ1,3.448792395,4.474892087,0.210267915,1.668327248
ENSSSCT00000081189,H2AZ2,0.690760536,0.314695632,0.964355474,4.177456332
ENSSSCT00000094462,H2BC11,1.773862537,3.084202253,4.195699266,4.438061608
ENSSSCT00000094604,H2BC18,11.0430726,27.46297687,185.8154935,69.72389924
ENSSSCT00000105959,H2BC26,1.888112549,8.374585734,22.90542579,76.21038073
ENSSSCT00000025147,H2BC5,0.646698131,0.54150871,0,0
ENSSSCT00000098149,H3-3A,1.46123264,2.486156096,1.195392493,5.619966388
ENSSSCT00000103518,H3C4,NA,NA,NA,NA
ENSSSCT00000044756,H6PD,8.445922238,2.204253906,0,1.658697805
ENSSSCT00000060035,HAAO,0,NA,0,0
ENSSSCT00000054110,HABP4,2.38738286,1.41699129,0.632575043,1.092415169
ENSSSCT00000062209,HACD1,NA,NA,NA,NA
ENSSSCT00000054136,HACD2,26.19735988,6.344211605,36.95239187,12.14630388
ENSSSCT00000005446,HACD3,1.512696808,5.035541023,8.941058386,3.266216096
ENSSSCT00000040074,HACD4,0.07796487,1.05462462,0.990101717,1.704986429
ENSSSCT00000004823,HACE1,0.834714684,0.638601073,0,9.578810792
ENSSSCT00000062979,HACL1,6.86792136,10.95416138,2.26521889,4.402259876
ENSSSCT00000009377,HADHA,5.20196173,5.385476479,2.919696036,2.56294567
ENSSSCT00000009375,HADHB,3.230647944,0.93816271,1.233647458,0.338339452
ENSSSCT00000049871,HADH,1.39017289,1.753668767,2.500576714,2.337401397
ENSSSCT00000078755,HAGHL,1.395338916,54.13583371,NA,0
ENSSSCT00000040953,HAMP,0,NA,0,8.36380509
ENSSSCT00000059375,HAO2,NA,NA,NA,NA
ENSSSCT00000018973,HAP1,1.592533822,1.089501213,0,0
ENSSSCT00000087928,HAPLN3,NA,NA,NA,NA
ENSSSCT00000080500,HAPLN4,NA,NA,NA,9.81757959
ENSSSCT00000029316,HAPSTR1,0.82117644,1.079191296,1.099052382,0.582398699
ENSSSCT00000106665,HAPSTR2,NA,NA,NA,NA
ENSSSCT00000014482,HARBI1,0.569915323,2.360502033,0,NA
ENSSSCT00000095339,HARS1,2.833916638,15.46592938,8.506042572,5.565315304
ENSSSCT00000077405,HARS2,5.814667526,2.96054191,1.387489309,6.636614577
ENSSSCT00000064379,HAS3,0,0.045509875,0,0
ENSSSCT00000059755,HASPIN,5.837140404,4.578566568,5.288336452,0.608692187
ENSSSCT00000071433,HAT1,23.0767603,15.04457934,1.003446602,10.29783887
ENSSSCT00000004969,HAUS1,0.103912588,0.038124025,20.13679274,27.69593407
ENSSSCT00000051192,HAUS2,0,4.824764789,0,0
ENSSSCT00000044103,HAUS4,0.689075925,NA,2.520906782,0
ENSSSCT00000003209,HAUS5,2.917855678,4.664313949,4.561205553,6.526438381
ENSSSCT00000080904,HAUS6,1.241621132,6.842117035,2.659628809,4.111851
ENSSSCT00000013957,HAUS7,1.770585314,0.411434684,13.81945774,5.4631131
ENSSSCT00000053368,HAUS8,2.432733518,4.008900729,16.48557409,2.909582666
ENSSSCT00000026943,HAVCR2,NA,8.424691721,3.401814161,2.524148383
ENSSSCT00000007177,HAX1,0.345125022,2.846537997,2.198951949,4.865666344
ENSSSCT00000081549,HBB,0.160864778,0.101890769,1.100026509,0.167510492
ENSSSCT00000016077,HBE1,1.339477847,0.700632516,0.755117515,0
ENSSSCT00000015692,HBEGF,1.176325492,8.132544675,11.28008813,18.96537648
ENSSSCT00000076575,HBM,0.578295914,3.735585823,0,0.284031228
ENSSSCT00000063021,HBP1,5.821237485,16.75530738,5.52720197,1.768688544
ENSSSCT00000034166,HBQ1,NA,NA,0,0.627866197
ENSSSCT00000048916,HBS1L,1.471860903,2.799387691,1.097465954,2.210106789
ENSSSCT00000048635,HCCS,2.442909245,7.05517511,2.540115041,6.552375321
ENSSSCT00000023628,HCFC1R1,NA,0,0,0
ENSSSCT00000099306,HCFC1,1.898475564,2.733172695,0.663539197,8.869966655
ENSSSCT00000000923,HCFC2,0.750515636,5.540190442,0,86.78244263
ENSSSCT00000053106,HCK,1.107246677,2.211764503,11.82772201,5.894553568
ENSSSCT00000013000,HCLS1,1.904750438,5.318374574,7.522543111,5.263310103
ENSSSCT00000028722,HCN1,NA,0,NA,NA
ENSSSCT00000052514,HCN2,1.994093542,1.984164536,0,0
ENSSSCT00000007138,HCN3,4.324592134,0.419838346,25.71752705,11.55077477
ENSSSCT00000002149,HCN4,NA,NA,0,NA
ENSSSCT00000030674,HDAC10,1.597452584,1.735844847,1.375099491,6.044771539
ENSSSCT00000024978,HDAC11,4.93811668,NA,0,NA
ENSSSCT00000029863,HDAC1,1.150994022,15.62109625,3.592680218,1.740231315
ENSSSCT00000004897,HDAC2,4.676930751,6.320960693,7.764576345,3.051213882
ENSSSCT00000047350,HDAC3,1.865713022,1.448022665,1.233503419,0.955629633
ENSSSCT00000063263,HDAC4,1.040391249,6.602934417,3.956248113,3.362912343
ENSSSCT00000059100,HDAC5,0.392053841,0.572095779,2.128583507,2.535655914
ENSSSCT00000042378,HDAC6,1.175817796,3.55304496,8.819522865,2.510695587
ENSSSCT00000087021,HDAC7,2.966532764,0.641604645,3.075879712,2.743634768
ENSSSCT00000072563,HDAC8,2.770640501,2.10799117,1.598874899,5.844821161
ENSSSCT00000033958,HDAC9,5.829622671,2.831892055,3.397402304,4.390805886
ENSSSCT00000005129,HDC,3.552405718,0.583604878,0,4.317347248
ENSSSCT00000004669,HDDC2,0.853412029,1.312008966,0,0
ENSSSCT00000002039,HDDC3,1.141933771,8.434674798,0,9.488455391
ENSSSCT00000038154,HDGFL3,0.702952637,4.608267904,14.83207602,2.959154593
ENSSSCT00000072601,HDGF,1.701217312,5.929993977,1.576442723,0.683211855
ENSSSCT00000042174,HDHD2,0.483619854,1.008529349,1.994727377,0
ENSSSCT00000000828,HDHD5,7.596971908,0.169345048,0,0
ENSSSCT00000057527,HDLBP,2.882666425,2.585212482,3.673823398,5.70248559
ENSSSCT00000011107,HEATR1,13.48844314,2.327288722,4.25211755,7.519273674
ENSSSCT00000044682,HEATR3,1.399466502,27.81469045,7.369141115,6.336407043
ENSSSCT00000037227,HEATR5B,1.290939431,5.709605731,3.324206049,3.910546701
ENSSSCT00000061822,HEATR6,0.878083918,5.014081133,1.163829057,5.49593622
ENSSSCT00000019272,HEATR9,0,7.224605327,NA,NA
ENSSSCT00000055007,HEBP1,2.653713305,6.110217272,24.05493459,0.598879393
ENSSSCT00000004580,HECA,0.980533887,0.816878059,0.734757969,9.925994428
ENSSSCT00000002204,HECTD1,2.063921753,3.024096235,0.501105777,4.130550101
ENSSSCT00000031754,HECTD2,0,NA,0,42.14198167
ENSSSCT00000104850,HECTD3,1.928542075,3.068079238,1.924351137,1.475693536
ENSSSCT00000048879,HECTD4,2.861345131,4.813547781,5.039520205,20.21205673
ENSSSCT00000040335,HECW1,NA,NA,NA,NA
ENSSSCT00000104876,HECW2,3.197668985,2.181825625,5.560503477,2.662264513
ENSSSCT00000092252,HEG1,0.423638782,6.070309097,27.93158482,1.169271257
ENSSSCT00000052520,HELB,17.03783623,30.21439264,88.68928543,101.2308214
ENSSSCT00000078135,HELLS,3.598054285,6.675604528,5.285014136,4.60471822
ENSSSCT00000010115,HELQ,1.159211991,1.40470856,3.008566676,3.149296376
ENSSSCT00000056309,HELZ,2.994226191,1.719546533,4.462999525,10.64231648
ENSSSCT00000007498,HENMT1,0,NA,0,NA
ENSSSCT00000028375,HEPACAM2,4.989870761,NA,12.70997372,0
ENSSSCT00000034250,HEPH,5.213087117,18.45304092,21.60810956,11.5620051
ENSSSCT00000005038,HERC1,1.155235739,2.714135246,6.26234489,3.841952283
ENSSSCT00000057088,HERC2,0.750400826,4.977020243,3.778050824,5.982343286
ENSSSCT00000010082,HERC3,2.105247404,1.155965369,4.014777375,1.552688945
ENSSSCT00000060005,HERC4,0.545176368,0.201296786,0.677666843,4.149201234
ENSSSCT00000030140,HERC5,3.46025345,5.126619652,1.951172049,2.157454587
ENSSSCT00000054937,HERC6,2.516617595,7.296670273,0.214583018,1.900135017
ENSSSCT00000037392,HERPUD1,3.304886101,0.818098658,1.552675564,3.705953641
ENSSSCT00000067303,HERPUD2,1.045480461,3.898033606,2.461957537,1.359907065
ENSSSCT00000058748,HES1,1.262288044,4.198736745,6.259376897,2.800179422
ENSSSCT00000060433,HES4,0,4.699575818,0,0
ENSSSCT00000058093,HES5,0,NA,NA,NA
ENSSSCT00000017797,HES6,0.578462488,0.348992289,47.53151425,0
ENSSSCT00000060464,HEXA,17.80320023,5.872935393,14.69456442,24.7826394
ENSSSCT00000015373,HEXB,1.288807784,3.58352748,2.010047934,9.238403516
ENSSSCT00000041646,HEXD,1.230425913,NA,21.95949233,4.675501491
ENSSSCT00000018872,HEXIM1,0.665261973,1.928590396,1.958726925,0.873317424
ENSSSCT00000046331,HEXIM2,2.758357504,3.673547023,3.938218378,0.268472255
ENSSSCT00000006753,HEY1,NA,NA,NA,NA
ENSSSCT00000041089,HEYL,0,NA,0,NA
ENSSSCT00000043020,HFE,1.288390002,1.31474167,338.4980049,0
ENSSSCT00000038753,HFM1,3.780564663,2.636619597,0,NA
ENSSSCT00000016778,HGF,16.33310489,4.493677316,7.575187858,21.75948599
ENSSSCT00000042828,HGH1,2.235435884,6.208793439,0.939460548,9.361577441
ENSSSCT00000104375,HGS,1.779665059,3.863949168,2.318670109,3.228675915
ENSSSCT00000038898,HHEX,2.194725873,17.94027179,2.716042288,9.36485319
ENSSSCT00000040888,HHIPL2,NA,3.782748999,75.6541934,0
ENSSSCT00000049868,HHIP,NA,NA,52.12889905,NA
ENSSSCT00000024843,HHLA2,0,0,NA,NA
ENSSSCT00000089419,HIBADH,NA,0.629830754,0,9.16251574
ENSSSCT00000049732,HIBCH,0.61828861,2.533458432,0,0
ENSSSCT00000027464,HIC1,2.107540042,2.822469718,38.42203029,24.81886029
ENSSSCT00000054312,HIC2,9.320224522,2.793582095,103.8552266,27.73866626
ENSSSCT00000056032,HID1,NA,0,0,6.059369598
ENSSSCT00000062777,HIF1AN,1.914258596,3.965649288,0.562029046,2.068488019
ENSSSCT00000051506,HIF1A,3.254105848,8.846743181,7.143517657,1.628052074
ENSSSCT00000003440,HIF3A,NA,NA,NA,NA
ENSSSCT00000012360,HIGD1A,1.093160225,2.016394805,6.882847218,0
ENSSSCT00000029938,HIGD2A,1.955702058,2.336616901,0,1.437841988
ENSSSCT00000031507,HIKESHI,10.88777678,2.832538381,0.360072349,0
ENSSSCT00000042895,HILPDA,0,0.314183961,20.51789703,0
ENSSSCT00000081603,HINFP,0.835157694,1.109061175,0.449102761,0.2768677
ENSSSCT00000015585,HINT1,0.371959041,1.421571136,9.072984725,0.765047283
ENSSSCT00000064605,HINT3,0.298983666,1.4034002,0,NA
ENSSSCT00000010728,HIP1R,1.15020739,1.071156994,7.896126307,4.894135333
ENSSSCT00000098075,HIP1,1.69736455,2.8344414,1.655729965,2.425879932
ENSSSCT00000007406,HIPK1,0.380139244,2.141510035,1.151496718,1.352463108
ENSSSCT00000028580,HIPK2,3.823580988,1.600473483,1.151597353,1.84796437
ENSSSCT00000014538,HIPK3,1.651608113,4.010824707,1.934450546,5.410707663
ENSSSCT00000023653,HIPK4,0.896176912,2.920441044,0,NA
ENSSSCT00000011079,HIRA,1.225522044,2.033503347,2.894472065,2.175542051
ENSSSCT00000025446,HIRIP3,1.512351263,19.22454399,0,2.032246527
ENSSSCT00000056911,HIVEP1,1.236173554,3.760657544,2.141759303,1.166130231
ENSSSCT00000056296,HIVEP2,0.874158233,4.517609733,1.785337843,2.483823404
ENSSSCT00000017766,HJURP,54.67866114,0.980770255,1.434087802,1.730138828
ENSSSCT00000041872,HJV,0,0.478082434,NA,NA
ENSSSCT00000070302,HK1,15.77978929,8.349165843,3.213556154,17.90805383
ENSSSCT00000009047,HK2,6.905180172,1.806913162,38.20989118,155.6691722
ENSSSCT00000056851,HK3,1.537621212,2.068405057,1.1465193,1.209972061
ENSSSCT00000058821,HKDC1,NA,0.386416764,NA,28.61502092
ENSSSCT00000001628,HLA-DOB,2.107841985,9.452950131,13.23832763,8.675565032
ENSSSCT00000001609,HLA-DRA,1.37031341,3.922669396,16.72969009,11.75206832
ENSSSCT00000039667,HLCS,0.358783202,2.782620926,1.461995411,0.563348037
ENSSSCT00000019165,HLF,1.144524575,1.68779534,0,5.863002831
ENSSSCT00000023239,HLTF,11.67938139,5.195311157,5.22567449,6.095083786
ENSSSCT00000077647,HLX,4.069899396,0.534534145,5.684650108,1.511748066
ENSSSCT00000057197,HM13,3.951022314,13.87308501,3.174565421,3.779210192
ENSSSCT00000010617,HMBOX1,10.1418953,6.731936109,0,9.356241488
ENSSSCT00000060506,HMBS,1.213570127,7.227450639,2.617216216,0.390123273
ENSSSCT00000012708,HMCES,5.183584482,4.726998282,1.406818928,1.880376489
ENSSSCT00000036953,HMCN1,0,1.09758215,NA,NA
ENSSSCT00000006268,HMCN2,0.369391551,0.684908276,NA,NA
ENSSSCT00000028136,HMG20A,2.193336596,11.03987658,7.673524462,5.536402859
ENSSSCT00000045156,HMG20B,1.327947893,5.366314972,2.284748731,3.467702389
ENSSSCT00000051102,HMGA1,1.931843672,1.055924239,0.108837591,0.599362227
ENSSSCT00000010639,HMGB2,4.16685373,3.181343844,0.721697418,3.807076992
ENSSSCT00000022862,HMGB4,NA,NA,NA,NA
ENSSSCT00000001650,HMGCLL1,NA,NA,NA,NA
ENSSSCT00000027923,HMGCL,6.697800462,1.461730976,1.385075016,2.972604219
ENSSSCT00000041297,HMGCR,17.73732917,7.864150787,3.880855517,17.05364975
ENSSSCT00000018376,HMGCS1,5.750420617,8.623792576,1.336176529,16.12857769
ENSSSCT00000086300,HMGN1,2.8607314,12.11070428,0.881058877,2.832177583
ENSSSCT00000037544,HMGN2,1.416437945,4.444591841,0.798058594,1.415237449
ENSSSCT00000045120,HMGN3,2.161337881,10.86215244,0.774350397,1.445731913
ENSSSCT00000022880,HMGN4,0.852240462,2.068576615,1.317344102,0
ENSSSCT00000099031,HMGXB3,5.507458283,2.862153734,5.165538056,4.32387046
ENSSSCT00000057495,HMGXB4,4.905018823,7.570312462,4.426681447,8.121712078
ENSSSCT00000088993,HMMR,3.356553331,7.008258572,2.218359968,3.732982603
ENSSSCT00000088920,HMOX1,2.533303782,2.584058805,12.57729545,9.822251736
ENSSSCT00000052512,HMOX2,1.526893476,2.055979228,3.999529431,5.421101576
ENSSSCT00000008067,HNF4A,NA,0.033456079,113.4420826,39.99673742
ENSSSCT00000041766,HNF4G,NA,NA,NA,NA
ENSSSCT00000044365,HNMT,4.188309246,0.393509268,7.536079837,4.308277694
ENSSSCT00000058552,HNRNPA1,2.802456771,4.718108643,3.683785744,4.123277349
ENSSSCT00000059147,HNRNPDL,7.286146054,2.086619744,2.217705712,8.265989257
ENSSSCT00000010129,HNRNPD,11.41370391,11.06933839,9.253339052,13.25193228
ENSSSCT00000031735,HNRNPH1,3.388943174,10.88606781,3.123910375,3.141945601
ENSSSCT00000102561,HNRNPH2,16.03227046,51.75936114,31.38842583,15.55773808
ENSSSCT00000045429,HNRNPH3,28.17798443,20.30229044,11.51529623,28.7998144
ENSSSCT00000024049,HNRNPLL,2.636464437,4.965817073,0.491217342,1.107528116
ENSSSCT00000061924,HNRNPL,2.199817724,3.762090071,4.856218098,2.277299854
ENSSSCT00000014856,HNRNPM,5.260051362,3.927005221,5.240389423,2.79378574
ENSSSCT00000044093,HNRNPR,3.386551311,5.6803647,2.136154715,6.29578475
ENSSSCT00000025796,HNRNPUL1,2.075440916,2.118601595,0.835741969,2.067684743
ENSSSCT00000040608,HNRNPUL2,5.912376236,3.426126051,2.791393975,3.320585321
ENSSSCT00000052803,HNRNPU,13.83053339,10.24533462,3.825015854,12.26792339
ENSSSCT00000011513,HOGA1,0,NA,0,1.86077772
ENSSSCT00000057415,HOMER1,0,1.60531197,46.2721144,NA
ENSSSCT00000057026,HOMER2,0.833943179,1.717845271,108.3980993,1.237573011
ENSSSCT00000015205,HOMER3,1.160283674,0.063196011,0,0
ENSSSCT00000023738,HOMEZ,0.36695957,0.023030791,11.00613435,0
ENSSSCT00000039499,HOOK2,0.129025853,0.009610106,3.008730975,19.45188821
ENSSSCT00000042749,HOOK3,2.385807114,6.336652482,4.952298052,25.50058063
ENSSSCT00000007285,HORMAD1,7.611470858,NA,0,NA
ENSSSCT00000018188,HOXA1,0,0.324914381,NA,0
ENSSSCT00000018186,HOXA3,NA,2.839394321,NA,NA
ENSSSCT00000018184,HOXA5,0,0,NA,NA
ENSSSCT00000019089,HOXB4,NA,0.008975783,0,0
ENSSSCT00000065456,HOXC5,NA,NA,NA,NA
ENSSSCT00000091976,HOXC6,NA,0.810143431,NA,NA
ENSSSCT00000092930,HOXD13,NA,NA,NA,NA
ENSSSCT00000017406,HOXD3,NA,0,NA,NA
ENSSSCT00000097797,HP1BP3,11.29294694,14.84761101,6.64225539,12.02044884
ENSSSCT00000035469,HPCAL1,2.061666373,2.436050241,4.05694956,1.972427632
ENSSSCT00000031391,HPCAL4,NA,0,NA,NA
ENSSSCT00000004335,HPDL,NA,0.042729258,0,0
ENSSSCT00000048142,HPD,NA,0,NA,NA
ENSSSCT00000050715,HPF1,1.203436411,3.323758573,11.86628351,10.1599036
ENSSSCT00000010067,HPGDS,5.073781464,NA,0,0
ENSSSCT00000010634,HPGD,NA,NA,NA,NA
ENSSSCT00000065496,HPRT1,40.3651649,29.36504627,12.96709814,41.04259695
ENSSSCT00000036888,HPS1,1.235885727,4.889089822,10.0196326,6.459188572
ENSSSCT00000041970,HPS3,0.579738609,1.118032672,0.402994196,1.479798668
ENSSSCT00000045539,HPS4,0.826473964,5.629177724,0.887365772,3.007212307
ENSSSCT00000011525,HPSE2,NA,NA,NA,NA
ENSSSCT00000085039,HPSE,0.898964746,6.148137005,6.456770124,1.387029289
ENSSSCT00000077160,HRAS,1.103820588,1.269279316,0.360826514,2.776906203
ENSSSCT00000003506,HRC,0.912905311,0,NA,NA
ENSSSCT00000056672,HRH1,NA,NA,76.95542816,NA
ENSSSCT00000022564,HRH2,0,0.427093676,22.07823018,7.909813093
ENSSSCT00000004114,HRH4,0.710332401,0.673771066,0,NA
ENSSSCT00000018903,HROB,0.345286223,0.423341576,2.432676706,8.526945948
ENSSSCT00000010539,HR,NA,1.070465788,NA,NA
ENSSSCT00000048752,HS1BP3,0.909211508,0.365638661,0,10.59512701
ENSSSCT00000058223,HS2ST1,7.193492032,2.011064153,0,6.941620474
ENSSSCT00000042598,HS3ST3A1,NA,NA,NA,NA
ENSSSCT00000045973,HS3ST3B1,1.020696961,0.348236859,14.43510585,0
ENSSSCT00000046648,HS3ST4,NA,0,NA,NA
ENSSSCT00000098158,HS3ST6,0,3.29762229,0,NA
ENSSSCT00000030886,HS6ST1,0.297365287,1.393267876,5.242020188,0.612524726
ENSSSCT00000022541,HS6ST2,0.562806076,0,NA,NA
ENSSSCT00000093246,HSBP1,2.339676342,1.280425078,2.66564428,6.11311933
ENSSSCT00000050297,HSCB,2.306876449,1.45388196,0,0
ENSSSCT00000023893,HSD11B1L,NA,0.336017007,0,0
ENSSSCT00000017010,HSD11B1,NA,4.151021842,0,0
ENSSSCT00000032799,HSD17B10,2.92407985,7.777871044,9.021981999,5.083385081
ENSSSCT00000028706,HSD17B11,1.450830747,8.851093547,12.03696346,114.9041695
ENSSSCT00000031374,HSD17B12,5.349797574,9.261029858,18.7013443,29.50242805
ENSSSCT00000063959,HSD17B1,0.001728112,0.010996217,3.683382332,0
ENSSSCT00000025027,HSD17B4,3.312516631,5.840617473,5.91972087,12.54752554
ENSSSCT00000006945,HSD17B7,2.619003982,6.590669967,2.064359532,4.545832957
ENSSSCT00000034292,HSD17B8,0.131471243,9.136137127,0,3.005514163
ENSSSCT00000056307,HSD3B7,0.433740561,0.318653147,0,1.567112954
ENSSSCT00000039094,HSDL1,1.111025634,3.292403387,8.46026529,18.28691188
ENSSSCT00000091367,HSDL2,9.76787632,2.069237133,1.011591813,6.504663188
ENSSSCT00000006497,HSF1,0.534316667,0.831724334,1.980694108,0.476602576
ENSSSCT00000025735,HSF2BP,0.601486103,2.966949201,0,1.220687707
ENSSSCT00000004683,HSF2,17.23888968,11.95453918,7.601870912,5.313448947
ENSSSCT00000003092,HSF4,0.277041719,0.434147021,5.709767485,6.664750146
ENSSSCT00000030177,HSF5,NA,NA,NA,NA
ENSSSCT00000015132,HSH2D,1.266820051,5.440230402,0.216909021,0.434792
ENSSSCT00000026311,HSP70.2,1.8060359,1.569037666,15.49343946,4.195801434
ENSSSCT00000045247,HSP90AA1,2.240763374,10.50725269,2.075856721,1.001111703
ENSSSCT00000054552,HSP90AB1,0.978301092,2.394920463,2.209238474,0.353612799
ENSSSCT00000047341,HSP90B1,26.51600064,4.597009082,6.454202917,1.566400939
ENSSSCT00000045513,HSPA12A,NA,NA,0,8.629004685
ENSSSCT00000055404,HSPA12B,NA,NA,NA,0
ENSSSCT00000099452,HSPA13,20.6862939,8.503473086,13.63265449,45.24453188
ENSSSCT00000084861,HSPA14,1.864122934,2.788285154,0.177477022,0.550119108
ENSSSCT00000032249,HSPA1L,0.163516613,NA,0,NA
ENSSSCT00000050624,HSPA4L,0,2.495801769,NA,0
ENSSSCT00000075742,HSPA4,2.493731488,25.45516332,2.081405473,5.363635214
ENSSSCT00000048425,HSPA5,3.388617251,8.24410662,16.3605533,7.99591668
ENSSSCT00000085942,HSPA6,3.932122141,9.399532976,118.1914988,3.646660753
ENSSSCT00000037671,HSPA8,7.227641433,21.92424273,2.597043219,4.690220585
ENSSSCT00000050075,HSPA9,3.87992327,8.903687521,4.300018549,1.073409009
ENSSSCT00000008435,HSPB1,3.470723245,2.484927537,5.163141354,1.855678026
ENSSSCT00000038332,HSPB6,NA,NA,48.698962,13.50806603
ENSSSCT00000099318,HSPB8,NA,NA,NA,0
ENSSSCT00000018955,HSPB9,NA,NA,NA,NA
ENSSSCT00000040798,HSPBAP1,8.123087413,5.376462802,16.90198527,2.888342927
ENSSSCT00000076160,HSPBP1,1.076493677,2.812760683,0,14.41989255
ENSSSCT00000102732,HSPD1,4.445084593,2.133130805,4.15361706,5.056938978
ENSSSCT00000017506,HSPE1,1.168932087,1.223931896,19.92511322,0.873183632
ENSSSCT00000064564,HSPG2,3.572315801,0.223788347,501.6499961,10.12669673
ENSSSCT00000083562,HSPH1,4.312290165,8.093833968,0.790780994,2.817031584
ENSSSCT00000014578,HTATIP2,1.245940749,1.430528791,0,1.163402431
ENSSSCT00000022638,HTATSF1,2.084247869,1.717146337,1.358823583,10.38075745
ENSSSCT00000058752,HTD2,0,4.162930643,2.717456063,NA
ENSSSCT00000092660,HTR1A,0.875450449,NA,NA,NA
ENSSSCT00000004943,HTR1B,3.708951313,0,NA,NA
ENSSSCT00000050259,HTR1E,NA,0,NA,NA
ENSSSCT00000096341,HTR3A,NA,NA,NA,NA
ENSSSCT00000011445,HTR7,NA,0.269763155,0,NA
ENSSSCT00000067649,HTRA1,0.093972667,3.448105613,5.304029106,39.39809487
ENSSSCT00000089474,HTRA2,0.481509425,0.276907861,0,1.168527195
ENSSSCT00000009515,HTT,0.39902808,4.744349773,11.69871564,3.513015593
ENSSSCT00000036937,HUS1,0.784113727,3.72044664,0,0.304340787
ENSSSCT00000013481,HUWE1,1.123750743,1.420540583,1.565843887,3.548556533
ENSSSCT00000010770,HVCN1,2.296043501,2.598512911,29.00900293,5.790452349
ENSSSCT00000012484,HYAL1,NA,NA,NA,NA
ENSSSCT00000012486,HYAL2,2.859612229,2.862315039,0,0
ENSSSCT00000022993,HYCC1,0.981902079,13.71538994,14.90075484,6.678167675
ENSSSCT00000105540,HYCC2,1.402246032,2.132106742,4.056889902,63.60126466
ENSSSCT00000004358,HYI,5.375939348,1.793117121,0,1.259652552
ENSSSCT00000001961,HYKK,0.02868016,NA,0,NA
ENSSSCT00000022763,HYLS1,2.503565576,8.415947329,0,4.174075083
ENSSSCT00000046805,HYOU1,3.748007875,6.575995539,113.9380205,15.48403298
ENSSSCT00000095604,HYPK,6.58880586,6.334221355,5.85129681,8.123546867
ENSSSCT00000045200,IAH1,0.571089659,0.2284046,2.05777724,2.013597367
ENSSSCT00000027044,IARS1,7.571430516,4.285808926,0.864801996,1.765208191
ENSSSCT00000086859,IARS2,3.164676251,0.571185224,1.887941409,1.903546264
ENSSSCT00000004926,IBTK,0.617937302,2.02909113,0.847265821,0.742438386
ENSSSCT00000049114,ICA1L,0.012751485,NA,0,NA
ENSSSCT00000090494,ICA1,18.60477722,12.3432355,0,0
ENSSSCT00000032707,ICAM1,5.154200487,2.759786305,86.19394792,24.59101895
ENSSSCT00000018812,ICAM2,2.136931603,4.064841478,8.620198683,1.810956728
ENSSSCT00000033982,ICAM3,0.350223517,0.380580533,13.30223065,10.44007133
ENSSSCT00000014918,ICAM4,0,0.917488488,NA,0
ENSSSCT00000014917,ICAM5,1.161970204,1.285527006,NA,NA
ENSSSCT00000062767,ICE1,2.5109057,2.223163906,1.770043445,1.523573829
ENSSSCT00000025364,ICE2,1.980965711,6.42272086,1.434265579,5.474513419
ENSSSCT00000003739,ICMT,3.15165503,1.262360629,1.01073267,0.609510044
ENSSSCT00000024007,ICOS,1.659325215,45.3063102,5.874229912,23.04447364
ENSSSCT00000064936,ID1,0.020658394,NA,NA,0
ENSSSCT00000009458,ID2,0.312761339,2.119000136,0.338879122,0.798672604
ENSSSCT00000047396,ID3,1.26713906,1.191312942,0,1.781254681
ENSSSCT00000027574,ID4,2.507817999,NA,NA,0
ENSSSCT00000011458,IDE,2.669906048,11.17119111,0.760641875,4.041628498
