"GeneID","RNAseq_H2","RNAseq_H3","RNAseq_H6","RNAseq_H7","RNAseq_H8","RNAseq_W1","RNAseq_W10","RNAseq_W6","RNAseq_W7","RNAseq_W9"
"ENSSSCG00000023709",125,250,166,154,266,115,512,225,996,749
"ENSSSCG00000023710",2,3,5,6,2,9,1,0,1,97
"ENSSSCG00000023714",2,1,3,1,3,2,4,10,23,35
"ENSSSCG00000023715",59,32,47,44,115,42,248,106,1226,1159
"ENSSSCG00000023716",0,0,1,2,4,6,0,0,0,1
"ENSSSCG00000023719",1,2,4,6,2,0,62,18,47,50
"ENSSSCG00000023724",28,35,40,34,48,31,210,44,355,737
"ENSSSCG00000023727",10,50,52,47,67,49,185,46,254,342
"ENSSSCG00000023728",0,0,4,0,0,1,0,3,7,6
"ENSSSCG00000023732",0,0,2,1,4,0,0,0,0,0
"ENSSSCG00000023737",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000023738",21,33,42,24,38,27,188,54,289,345
"ENSSSCG00000023743",0,0,0,0,3,0,0,0,0,0
"ENSSSCG00000023745",0,0,1,0,1,0,0,0,0,0
"ENSSSCG00000023746",1,1,1,2,1,3,0,4,1,11
"ENSSSCG00000023747",10,25,41,29,38,24,130,149,333,374
"ENSSSCG00000023749",0,4,4,1,2,3,0,0,1,0
"ENSSSCG00000023759",12,11,6,1,41,13,88,175,191,222
"ENSSSCG00000023760",1,0,3,1,1,2,0,0,1,15
"ENSSSCG00000023761",39,108,98,71,126,111,1308,373,2156,2342
"ENSSSCG00000023762",29,13,15,12,20,15,8,17,69,178
"ENSSSCG00000023771",0,1,3,0,0,0,0,0,0,0
"ENSSSCG00000023775",1,7,3,3,9,2,38,3,60,88
"ENSSSCG00000023776",9,11,15,15,16,13,187,38,312,292
"ENSSSCG00000023783",0,8,4,10,5,7,33,19,36,34
"ENSSSCG00000023784",2,0,5,0,7,1,0,0,1,39
"ENSSSCG00000023785",2,14,14,19,34,21,137,63,382,335
"ENSSSCG00000023788",3,2,2,0,2,3,0,0,10,9
"ENSSSCG00000023790",0,0,1,0,0,2,24,15,40,54
"ENSSSCG00000023791",4,2,4,2,5,8,16,26,107,87
"ENSSSCG00000023792",90,176,185,184,270,195,581,631,1424,1626
"ENSSSCG00000023793",3,6,10,7,8,2,20,19,55,55
"ENSSSCG00000023796",16,16,21,17,27,15,69,60,156,194
"ENSSSCG00000023801",20,51,42,30,66,43,154,118,418,568
"ENSSSCG00000023803",7,19,23,14,24,15,332,422,575,528
"ENSSSCG00000023806",0,3,1,3,1,2,0,0,0,4
"ENSSSCG00000023807",8,6,10,5,84,6,113,71,218,176
"ENSSSCG00000023814",0,0,1,1,1,0,3,0,10,9
"ENSSSCG00000023818",10,19,26,24,44,16,139,153,215,293
"ENSSSCG00000023819",0,2,0,0,0,0,0,0,0,0
"ENSSSCG00000023820",14,21,33,22,34,20,154,111,391,386
"ENSSSCG00000023821",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000023829",13,20,34,22,37,27,202,24,231,263
"ENSSSCG00000023834",2,1,3,2,5,4,0,0,0,6
"ENSSSCG00000023837",0,1,1,1,9,0,0,0,0,2
"ENSSSCG00000023842",5,17,35,29,43,31,400,51,878,976
"ENSSSCG00000023848",0,1,0,3,0,1,3,16,22,21
"ENSSSCG00000023849",0,1,0,0,0,0,0,0,2,0
"ENSSSCG00000023850",2,2,2,1,2,0,25,5,37,38
"ENSSSCG00000023852",0,0,0,0,1,0,0,0,0,2
"ENSSSCG00000023857",3,4,5,3,21,3,0,2,14,13
"ENSSSCG00000023859",0,0,1,0,2,0,0,0,0,0
"ENSSSCG00000023862",2,9,10,3,9,6,91,24,116,119
"ENSSSCG00000023865",1,1,5,0,0,2,4,1,11,42
"ENSSSCG00000023866",8,18,29,9,19,25,123,165,265,256
"ENSSSCG00000023868",25,18,9,27,50,24,25,23,215,373
"ENSSSCG00000023871",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000023873",14,38,26,28,69,32,381,123,644,668
"ENSSSCG00000023880",23,62,53,41,65,37,201,447,375,339
"ENSSSCG00000023886",3,3,3,1,17,8,271,144,220,354
"ENSSSCG00000023887",0,1,0,1,0,0,0,0,0,0
"ENSSSCG00000023890",57,69,75,68,100,57,171,253,666,763
"ENSSSCG00000023891",0,0,0,0,1,3,0,0,0,0
"ENSSSCG00000023894",70,135,143,139,196,154,584,991,2460,2721
"ENSSSCG00000023903",13,17,20,18,25,17,285,147,253,284
"ENSSSCG00000023904",4,0,1,4,1,2,4,4,5,76
"ENSSSCG00000023907",1,2,4,3,6,4,2,0,22,17
"ENSSSCG00000023908",4,8,8,8,4,8,39,8,68,105
"ENSSSCG00000023909",0,2,0,0,16,0,0,0,0,0
"ENSSSCG00000023912",6,6,4,4,17,10,15,41,124,188
"ENSSSCG00000023915",1,1,5,1,3,3,0,0,0,0
"ENSSSCG00000023918",2,2,1,2,1,0,0,8,0,0
"ENSSSCG00000023920",11,16,22,18,30,20,87,132,309,381
"ENSSSCG00000023921",0,0,0,0,0,0,0,5,2,6
"ENSSSCG00000023924",0,0,0,0,3,0,0,0,0,0
"ENSSSCG00000023929",19,53,35,17,32,30,50,68,122,164
"ENSSSCG00000023933",0,5,0,0,0,0,4,0,2,3
"ENSSSCG00000023934",0,0,2,0,0,2,0,0,1,0
"ENSSSCG00000023935",7,2,5,6,11,4,76,116,166,183
"ENSSSCG00000023936",0,0,1,4,3,0,0,0,0,0
"ENSSSCG00000023948",8,8,16,15,14,6,54,19,69,117
"ENSSSCG00000023955",2,8,3,5,4,6,20,21,32,32
"ENSSSCG00000023956",23,47,52,48,81,78,203,163,533,630
"ENSSSCG00000023968",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000023969",1,5,4,3,4,2,155,126,45,23
"ENSSSCG00000023971",89,167,162,130,217,167,4151,1469,5341,5648
"ENSSSCG00000023972",7,5,3,3,7,8,32,7,100,146
"ENSSSCG00000023973",28,46,36,47,97,55,495,619,986,1081
"ENSSSCG00000023974",30,45,48,62,65,43,114,65,367,521
"ENSSSCG00000023975",1,2,0,0,18,3,2,5,4,29
"ENSSSCG00000023976",0,7,3,5,2,3,19,28,49,52
"ENSSSCG00000023978",7,21,17,19,24,17,93,118,303,335
"ENSSSCG00000023983",10,20,22,14,19,27,173,39,306,341
"ENSSSCG00000023984",12,38,36,42,73,43,324,198,585,677
"ENSSSCG00000023991",18,23,39,35,45,48,157,49,260,411
"ENSSSCG00000023992",0,1,3,1,3,0,12,31,8,16
"ENSSSCG00000023993",5,4,9,12,13,2,66,15,106,103
"ENSSSCG00000023994",4,2,0,2,1,2,1,5,6,11
"ENSSSCG00000023996",5,16,21,18,25,18,189,26,258,280
"ENSSSCG00000024000",1,0,0,0,1,0,0,0,0,0
"ENSSSCG00000024001",9,17,18,8,62,29,44,25,115,142
"ENSSSCG00000024009",0,5,8,1,6,0,5,7,13,17
"ENSSSCG00000024015",10,14,16,9,134,7,143,116,284,242
"ENSSSCG00000024018",15,6,24,19,49,20,61,69,460,350
"ENSSSCG00000024019",0,1,0,2,9,1,38,20,46,56
"ENSSSCG00000024021",6,15,20,13,19,17,10,8,41,61
"ENSSSCG00000024022",0,0,1,0,1,0,0,0,0,2
"ENSSSCG00000024024",3,3,8,11,2,4,18,4,91,968
"ENSSSCG00000024027",13,28,17,28,37,31,364,152,578,614
"ENSSSCG00000024028",10,10,10,10,19,13,60,23,113,161
"ENSSSCG00000024030",26,39,57,48,91,37,112,71,339,538
"ENSSSCG00000024043",23,11,13,2,4,4,17,23,81,102
"ENSSSCG00000024045",2,8,13,12,24,8,19,10,63,105
"ENSSSCG00000024048",2,3,5,3,2,8,0,0,0,1
"ENSSSCG00000024052",18,22,28,21,97,24,415,381,605,753
"ENSSSCG00000024058",0,0,0,2,2,0,0,1,1,1
"ENSSSCG00000024059",40,22,28,28,75,35,232,327,1110,1075
"ENSSSCG00000024060",2,1,0,0,3,2,1,0,3,13
"ENSSSCG00000024061",0,1,0,2,0,1,10,11,1,10
"ENSSSCG00000024062",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000024064",12,13,6,6,15,8,62,30,188,298
"ENSSSCG00000024065",2,12,12,6,8,14,37,4,74,97
"ENSSSCG00000024067",0,0,1,1,1,2,0,3,4,1
"ENSSSCG00000024070",2,2,4,3,7,2,41,40,122,122
"ENSSSCG00000024071",8,5,2,1,4,3,12,8,50,70
"ENSSSCG00000024072",2,6,4,9,6,6,17,27,51,127
"ENSSSCG00000024081",5,14,9,9,17,11,74,19,136,164
"ENSSSCG00000024088",1,9,7,7,45,8,4,5,21,69
"ENSSSCG00000024096",5,4,1,7,16,4,60,27,124,137
"ENSSSCG00000024103",0,0,0,0,1,1,0,0,0,0
"ENSSSCG00000024108",44,61,58,74,92,59,229,365,947,799
"ENSSSCG00000024109",10,19,14,13,31,17,123,74,189,222
"ENSSSCG00000024117",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000024125",4,9,17,7,16,2,122,34,176,201
"ENSSSCG00000024126",49,67,81,68,221,91,1285,1203,2683,2479
"ENSSSCG00000024127",24,62,86,69,109,62,665,213,1158,1057
"ENSSSCG00000024131",10,6,17,13,21,12,19,3,34,55
"ENSSSCG00000024132",1,0,1,2,2,1,6,1,12,9
"ENSSSCG00000024134",3,3,6,11,28,6,69,74,67,60
"ENSSSCG00000024136",0,3,5,1,3,1,1,9,16,96
"ENSSSCG00000024144",12,5,12,17,16,20,81,72,112,135
"ENSSSCG00000024145",3,1,2,2,8,4,23,25,19,29
"ENSSSCG00000024149",23,32,36,33,34,27,490,246,771,749
"ENSSSCG00000024152",44,57,56,45,82,49,265,169,667,505
"ENSSSCG00000024157",10,21,28,15,26,16,132,16,222,252
"ENSSSCG00000024158",0,3,0,1,3,1,0,0,0,35
"ENSSSCG00000024162",7,8,8,16,21,8,74,90,172,175
"ENSSSCG00000024163",11,24,30,22,34,26,111,96,380,379
"ENSSSCG00000024166",18,32,43,46,56,55,76,92,304,196
"ENSSSCG00000024168",12,20,43,22,57,36,361,75,590,534
"ENSSSCG00000024174",3,8,14,7,58,4,82,53,229,310
"ENSSSCG00000024179",0,0,1,0,2,0,0,1,4,2
"ENSSSCG00000024180",17,20,24,29,43,36,218,54,375,533
"ENSSSCG00000024184",5,7,6,9,24,6,115,75,171,194
"ENSSSCG00000024189",6,13,8,9,24,17,78,65,145,138
"ENSSSCG00000024191",0,2,0,1,1,1,0,1,3,0
"ENSSSCG00000024193",6,12,10,10,19,11,100,20,163,229
"ENSSSCG00000024197",27,58,52,44,64,66,291,57,565,662
"ENSSSCG00000024201",42,101,171,137,171,131,708,141,1357,1064
"ENSSSCG00000024204",0,1,1,4,2,4,0,0,0,0
"ENSSSCG00000024205",0,1,1,0,0,4,0,0,1,4
"ENSSSCG00000024206",10,21,25,15,22,22,81,94,235,266
"ENSSSCG00000024219",13,20,20,12,20,17,196,151,360,458
"ENSSSCG00000024221",4,9,6,6,18,8,77,49,180,306
"ENSSSCG00000024222",4,7,14,10,11,8,95,66,177,170
"ENSSSCG00000024223",2,11,12,22,48,22,65,56,200,165
"ENSSSCG00000024227",0,1,0,1,0,0,0,0,0,0
"ENSSSCG00000024232",2,5,6,6,11,4,26,0,38,41
"ENSSSCG00000024233",0,4,3,1,2,0,25,1,22,28
"ENSSSCG00000024235",23,41,45,30,65,37,235,341,705,615
"ENSSSCG00000024236",2,6,3,5,1,1,15,1,28,24
"ENSSSCG00000024240",46,73,65,62,87,75,308,286,775,852
"ENSSSCG00000024242",8,6,7,13,30,9,240,316,580,610
"ENSSSCG00000024245",3,12,15,12,16,10,46,99,179,159
"ENSSSCG00000024253",40,101,104,70,128,97,455,266,1024,1294
"ENSSSCG00000024254",2,9,12,10,14,9,21,49,96,116
"ENSSSCG00000024257",69,85,113,124,143,106,166,58,570,924
"ENSSSCG00000024259",6,13,18,10,41,15,255,265,614,742
"ENSSSCG00000024261",4,8,5,10,22,5,107,104,215,281
"ENSSSCG00000024263",46,101,91,66,192,122,884,1180,1607,1518
"ENSSSCG00000024268",0,0,0,0,1,1,0,0,0,0
"ENSSSCG00000024279",2,1,3,2,11,1,34,42,45,79
"ENSSSCG00000024281",1,0,0,0,0,2,0,0,0,1
"ENSSSCG00000024285",4,15,17,14,28,18,47,47,161,205
"ENSSSCG00000024288",3,3,5,2,5,0,0,0,2,0
"ENSSSCG00000024290",1,1,1,3,5,2,11,6,12,17
"ENSSSCG00000024293",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000024296",1,1,2,0,3,5,6,0,19,21
"ENSSSCG00000024300",0,0,2,1,9,2,19,4,21,21
"ENSSSCG00000024305",1,0,0,0,4,0,2,0,1,1
"ENSSSCG00000024310",1088,1369,729,613,1180,725,6479,6954,9215,5371
"ENSSSCG00000024311",0,2,2,1,1,4,26,13,21,67
"ENSSSCG00000024312",0,0,1,0,3,1,0,1,0,5
"ENSSSCG00000024313",7,2,10,4,21,8,210,121,257,267
"ENSSSCG00000024316",22,25,32,20,73,36,367,333,602,532
"ENSSSCG00000024325",0,0,0,1,2,1,0,0,0,0
"ENSSSCG00000024329",3,8,6,4,19,13,74,89,144,169
"ENSSSCG00000024336",0,0,0,0,6,0,0,5,1,0
"ENSSSCG00000024341",19,37,26,34,39,25,122,64,291,452
"ENSSSCG00000024344",23,20,18,34,49,50,364,147,865,1039
"ENSSSCG00000024346",0,2,0,1,2,1,0,2,0,0
"ENSSSCG00000024347",0,2,1,0,0,1,0,0,3,9
"ENSSSCG00000024351",0,0,1,4,30,0,2,8,10,20
"ENSSSCG00000024357",2,2,2,4,6,2,0,0,0,0
"ENSSSCG00000024359",4,14,17,13,12,13,46,0,54,72
"ENSSSCG00000024361",5,11,9,2,17,8,84,24,117,88
"ENSSSCG00000024373",161,216,246,225,356,274,1026,452,2382,2271
"ENSSSCG00000024377",9,13,16,18,13,14,94,18,159,161
"ENSSSCG00000024379",3,1,0,2,4,0,0,0,0,0
"ENSSSCG00000024384",25,34,31,16,66,30,360,301,755,740
"ENSSSCG00000024385",5,16,20,11,14,19,355,89,535,595
"ENSSSCG00000024388",3,6,10,5,25,9,59,93,151,239
"ENSSSCG00000024389",15,28,39,28,62,42,233,320,626,627
"ENSSSCG00000024392",4,8,31,9,13,16,85,34,192,204
"ENSSSCG00000024393",3,4,2,0,6,1,10,6,32,69
"ENSSSCG00000024396",1,2,0,1,0,2,3,6,0,2
"ENSSSCG00000024399",1,3,4,4,6,4,0,0,0,5
"ENSSSCG00000024402",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000024403",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000024411",0,0,0,0,1,1,15,2,3,12
"ENSSSCG00000024412",7,24,20,26,29,31,166,48,305,296
"ENSSSCG00000024413",38,78,72,71,144,89,501,913,1358,1791
"ENSSSCG00000024416",0,1,1,3,1,3,1,5,0,2
"ENSSSCG00000024417",0,0,1,2,4,3,0,0,1,0
"ENSSSCG00000024418",11,7,7,3,28,10,89,110,61,73
"ENSSSCG00000024419",5,12,11,11,12,12,119,66,134,148
"ENSSSCG00000024420",0,0,2,4,2,1,0,0,0,1
"ENSSSCG00000024424",20,37,40,34,64,45,236,54,498,529
"ENSSSCG00000024428",1,0,0,0,0,0,0,2,7,11
"ENSSSCG00000024429",2,10,1,7,14,4,1,0,16,8
"ENSSSCG00000024431",1,2,0,1,0,0,8,6,6,15
"ENSSSCG00000024437",69,104,74,75,293,95,1045,1360,2093,1996
"ENSSSCG00000024439",50,49,78,49,70,62,319,135,861,1543
"ENSSSCG00000024443",2,6,6,7,9,3,110,87,138,145
"ENSSSCG00000024444",2,5,6,10,6,10,65,26,102,120
"ENSSSCG00000024445",8,16,20,17,30,10,108,49,159,351
"ENSSSCG00000024453",35,68,104,85,142,89,550,408,1368,1625
"ENSSSCG00000024463",0,5,3,5,32,7,38,11,48,62
"ENSSSCG00000024474",1,0,0,0,0,0,0,0,0,0
"ENSSSCG00000024476",1,2,2,4,12,3,13,9,30,16
"ENSSSCG00000024479",3,6,11,5,11,8,24,11,70,89
"ENSSSCG00000024480",35,100,124,102,133,130,198,235,578,1049
"ENSSSCG00000024481",25,57,41,42,64,34,201,88,288,280
"ENSSSCG00000024484",5,6,8,5,13,13,147,84,298,377
"ENSSSCG00000024485",2,2,2,3,6,0,1,0,1,4
"ENSSSCG00000024486",30,34,41,29,37,34,57,15,96,96
"ENSSSCG00000024488",7,15,21,14,37,7,170,164,322,351
"ENSSSCG00000024492",1,0,2,0,1,2,0,2,0,1
"ENSSSCG00000024494",2,3,0,0,3,3,12,5,18,9
"ENSSSCG00000024496",0,2,3,2,1,0,0,0,0,2
"ENSSSCG00000024497",1,1,1,1,0,2,0,0,0,0
"ENSSSCG00000024500",6,4,4,6,11,5,54,42,73,74
"ENSSSCG00000024513",14,46,44,28,54,33,114,102,317,446
"ENSSSCG00000024517",3,15,20,9,12,9,6,11,32,31
"ENSSSCG00000024520",2,1,0,0,2,0,0,0,0,0
"ENSSSCG00000024529",1,5,9,6,10,4,47,2,56,94
"ENSSSCG00000024546",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000024549",20,25,32,35,41,24,143,180,287,394
"ENSSSCG00000024550",8,4,7,4,20,9,192,137,200,231
"ENSSSCG00000024552",0,2,0,5,2,1,0,0,5,10
"ENSSSCG00000024555",6,7,8,9,15,9,41,4,79,136
"ENSSSCG00000024556",6,25,34,25,31,44,149,37,227,342
"ENSSSCG00000024563",10,21,26,17,27,11,57,1,74,76
"ENSSSCG00000024564",21,52,41,45,73,25,308,321,746,732
"ENSSSCG00000024567",1,5,1,1,6,1,0,0,0,0
"ENSSSCG00000024570",42,82,70,61,70,36,183,217,691,749
"ENSSSCG00000024578",2,6,2,4,27,6,6,21,10,39
"ENSSSCG00000024584",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000024587",12,32,30,19,25,26,102,63,264,334
"ENSSSCG00000024588",1,1,0,0,1,1,2,0,0,10
"ENSSSCG00000024591",2,1,1,0,3,1,0,1,5,16
"ENSSSCG00000024592",81,176,193,177,210,154,293,182,793,1178
"ENSSSCG00000024596",7,12,11,8,30,16,10,38,136,112
"ENSSSCG00000024598",4,10,18,10,22,10,139,20,314,384
"ENSSSCG00000024604",1,3,3,5,1,3,11,0,34,30
"ENSSSCG00000024610",1,0,0,0,0,2,0,0,0,0
"ENSSSCG00000024613",0,0,0,1,1,0,0,0,0,0
"ENSSSCG00000024614",12,12,18,9,29,19,32,21,88,225
"ENSSSCG00000024618",8,15,23,14,24,21,150,65,290,355
"ENSSSCG00000024621",9,18,15,16,22,13,136,42,127,221
"ENSSSCG00000024622",0,3,5,7,2,1,9,9,25,33
"ENSSSCG00000024623",30,40,75,59,84,65,171,81,443,439
"ENSSSCG00000024626",2,9,5,2,27,11,25,17,54,81
"ENSSSCG00000024628",1,13,13,11,16,12,68,6,70,97
"ENSSSCG00000024633",1,4,0,1,4,3,17,0,1,28
"ENSSSCG00000024634",0,0,0,0,0,2,0,0,0,0
"ENSSSCG00000024635",3,5,7,11,12,7,33,5,149,101
"ENSSSCG00000024636",27,25,37,30,45,35,191,213,456,429
"ENSSSCG00000024648",24,24,45,33,62,44,269,147,581,548
"ENSSSCG00000024655",22,35,34,25,112,40,533,611,944,940
"ENSSSCG00000024660",0,0,0,0,0,0,4,0,1,3
"ENSSSCG00000024661",6,5,7,4,15,2,60,59,109,120
"ENSSSCG00000024663",2,3,10,5,10,4,29,8,41,56
"ENSSSCG00000024665",27,52,57,37,68,50,235,217,533,788
"ENSSSCG00000024666",0,0,1,0,0,0,0,1,0,1
"ENSSSCG00000024667",10,37,44,55,47,35,305,118,604,585
"ENSSSCG00000024668",0,0,2,1,2,2,1,8,7,12
"ENSSSCG00000024669",2,4,2,1,9,1,8,36,10,46
"ENSSSCG00000024671",1,2,0,0,3,2,2,0,11,10
"ENSSSCG00000024672",7,9,14,7,32,10,193,247,544,539
"ENSSSCG00000024674",11,27,26,24,25,34,28,21,151,103
"ENSSSCG00000024676",0,0,0,0,0,0,0,4,1,2
"ENSSSCG00000024678",0,0,3,1,6,2,5,16,12,29
"ENSSSCG00000024679",2,3,5,0,0,3,19,6,35,32
"ENSSSCG00000024681",0,2,2,0,2,1,0,0,0,0
"ENSSSCG00000024687",5,7,9,7,22,10,51,65,67,80
"ENSSSCG00000024692",108,141,126,106,195,120,813,752,2343,1828
"ENSSSCG00000024693",9,25,26,20,45,27,139,130,249,296
"ENSSSCG00000024694",28,31,39,38,51,27,149,211,491,613
"ENSSSCG00000024696",4,12,15,11,28,9,68,36,94,135
"ENSSSCG00000024697",0,0,1,0,11,0,0,7,0,2
"ENSSSCG00000024714",1,5,5,1,5,2,4,0,1,3
"ENSSSCG00000024722",7,26,44,18,32,22,147,39,184,192
"ENSSSCG00000024736",0,1,1,1,3,0,5,27,19,27
"ENSSSCG00000024748",14,23,41,22,52,31,325,76,485,557
"ENSSSCG00000024750",4,8,11,3,26,9,42,78,91,91
"ENSSSCG00000024752",40,32,27,27,46,34,124,174,413,448
"ENSSSCG00000024754",0,7,6,5,6,3,13,0,14,26
"ENSSSCG00000024756",14,25,25,21,48,36,129,226,354,446
"ENSSSCG00000024759",0,1,3,2,7,2,1,6,0,2
"ENSSSCG00000024761",13,58,59,48,61,39,177,50,370,345
"ENSSSCG00000024765",1,3,0,1,1,0,1,0,7,28
"ENSSSCG00000024770",25,42,57,58,56,59,198,211,522,595
"ENSSSCG00000024771",11,11,8,17,17,15,61,128,146,224
"ENSSSCG00000024773",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000024776",14,29,29,26,70,26,578,352,612,662
"ENSSSCG00000024777",14,39,33,29,53,42,82,83,234,387
"ENSSSCG00000024780",1,10,4,3,3,4,38,12,61,59
"ENSSSCG00000024781",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000024784",1,1,3,1,1,2,6,13,27,5
"ENSSSCG00000024787",0,0,0,1,0,0,0,0,1,0
"ENSSSCG00000024788",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000024789",57,83,106,106,134,88,648,469,1132,1492
"ENSSSCG00000024791",13,12,8,15,11,13,570,292,726,428
"ENSSSCG00000024793",0,1,7,5,6,4,25,26,40,43
"ENSSSCG00000024794",14,34,46,40,47,31,194,96,364,515
"ENSSSCG00000024800",2,5,10,6,6,9,2,2,8,66
"ENSSSCG00000024802",0,0,2,0,2,4,0,0,0,1
"ENSSSCG00000024809",0,0,3,3,6,1,7,10,10,4
"ENSSSCG00000024810",13,10,16,20,21,10,78,94,159,204
"ENSSSCG00000024813",46,68,91,63,103,63,263,253,938,848
"ENSSSCG00000024814",1,3,1,4,0,1,2,4,6,4
"ENSSSCG00000024818",8,28,32,33,43,29,241,129,621,403
"ENSSSCG00000024823",2,1,1,2,11,0,32,43,31,61
"ENSSSCG00000024827",17,35,26,18,30,36,51,109,122,295
"ENSSSCG00000024837",1,2,2,0,0,0,2,5,0,1
"ENSSSCG00000024841",1,3,2,1,16,2,37,40,88,117
"ENSSSCG00000024860",3,11,6,8,9,5,20,10,32,36
"ENSSSCG00000024864",10,16,27,24,42,19,133,105,245,254
"ENSSSCG00000024867",9,6,2,19,27,21,43,164,75,90
"ENSSSCG00000024872",5,2,6,8,10,2,24,20,43,56
"ENSSSCG00000024876",3,19,15,9,18,9,119,18,133,372
"ENSSSCG00000024881",21,54,78,58,49,64,330,95,1015,883
"ENSSSCG00000024892",0,0,0,1,0,1,0,0,0,1
"ENSSSCG00000024895",28,30,45,32,64,37,147,255,507,559
"ENSSSCG00000024900",0,0,0,0,2,0,16,6,32,33
"ENSSSCG00000024904",5,3,17,11,11,8,52,22,102,102
"ENSSSCG00000024911",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000024912",13,15,25,32,47,23,159,176,288,360
"ENSSSCG00000024913",3,4,3,2,4,5,63,16,74,142
"ENSSSCG00000024914",0,4,2,3,18,0,1,11,5,15
"ENSSSCG00000024916",19,53,65,53,88,58,288,54,474,656
"ENSSSCG00000024926",0,1,1,2,1,0,0,0,0,0
"ENSSSCG00000024927",24,45,20,36,56,40,159,97,318,365
"ENSSSCG00000024932",11,16,15,10,26,13,159,90,303,302
"ENSSSCG00000024933",1,2,2,0,7,0,28,3,25,28
"ENSSSCG00000024938",36,57,45,45,93,46,189,132,489,570
"ENSSSCG00000024950",2,8,2,5,4,2,13,4,11,11
"ENSSSCG00000024954",0,2,0,0,0,0,0,1,0,5
"ENSSSCG00000024958",3,1,2,0,10,0,0,1,0,2
"ENSSSCG00000024960",0,0,6,0,1,2,3,0,2,13
"ENSSSCG00000024966",0,1,2,5,2,2,0,0,0,0
"ENSSSCG00000024970",15,23,36,25,58,30,155,58,508,549
"ENSSSCG00000024972",9,16,24,16,29,29,302,76,438,465
"ENSSSCG00000024973",72,104,129,165,208,278,1795,1032,2630,5973
"ENSSSCG00000024974",132,321,313,276,555,328,2140,2852,3833,3753
"ENSSSCG00000024975",0,1,0,1,1,1,0,0,0,0
"ENSSSCG00000024977",0,1,0,1,0,0,0,0,0,0
"ENSSSCG00000024983",1,8,9,10,22,13,165,34,221,241
"ENSSSCG00000024990",0,2,10,1,10,3,67,117,143,150
"ENSSSCG00000024999",8,21,35,17,28,29,166,38,311,267
"ENSSSCG00000025000",0,0,0,2,0,0,0,0,0,0
"ENSSSCG00000025005",3,14,21,9,15,7,60,3,116,60
"ENSSSCG00000025007",9,11,19,8,18,13,120,63,223,152
"ENSSSCG00000025010",5,13,6,3,12,9,97,50,174,163
"ENSSSCG00000025013",1,2,0,0,4,1,0,0,0,1
"ENSSSCG00000025020",1,7,1,1,3,8,5,11,31,23
"ENSSSCG00000025022",0,1,1,1,1,0,7,0,0,4
"ENSSSCG00000025023",11,19,18,20,27,22,161,203,278,349
"ENSSSCG00000025028",12,17,30,28,42,30,292,28,430,545
"ENSSSCG00000025034",276,272,300,258,354,320,5271,6916,16140,14117
"ENSSSCG00000025038",3,3,0,5,2,6,5,0,2,4
"ENSSSCG00000025041",3,4,3,4,3,2,10,13,15,8
"ENSSSCG00000025042",6,3,25,14,21,25,369,122,404,550
"ENSSSCG00000025049",35,20,20,15,18,20,262,60,1074,1132
"ENSSSCG00000025052",3,7,9,7,7,6,0,0,0,0
"ENSSSCG00000025053",7,30,41,12,34,17,410,134,798,724
"ENSSSCG00000025060",5,2,6,10,22,10,102,72,210,208
"ENSSSCG00000025071",0,1,2,2,0,0,0,0,0,0
"ENSSSCG00000025072",0,0,1,0,1,1,0,0,0,0
"ENSSSCG00000025078",0,4,3,4,14,2,52,69,115,133
"ENSSSCG00000025085",0,4,4,3,2,0,17,16,13,4
"ENSSSCG00000025086",0,0,0,0,1,1,5,0,0,0
"ENSSSCG00000025087",1,9,10,6,15,7,28,13,44,62
"ENSSSCG00000025092",8,17,10,17,48,10,372,416,673,750
"ENSSSCG00000025096",1,2,2,2,2,0,7,9,12,22
"ENSSSCG00000025097",1,2,0,0,1,0,0,0,0,4
"ENSSSCG00000025106",1,3,3,3,13,3,9,0,1,5
"ENSSSCG00000025107",0,0,4,2,6,3,35,9,68,73
"ENSSSCG00000025108",52,58,31,31,61,35,239,377,802,762
"ENSSSCG00000025109",12,34,15,18,52,26,125,236,405,511
"ENSSSCG00000025114",9,19,48,26,46,27,129,144,309,484
"ENSSSCG00000025116",17,24,27,20,51,45,233,191,375,499
"ENSSSCG00000025117",13,36,54,42,75,39,115,188,377,453
"ENSSSCG00000025119",0,1,0,1,3,0,0,0,0,0
"ENSSSCG00000025120",5,15,8,10,17,10,121,67,112,145
"ENSSSCG00000025126",0,1,0,1,0,1,3,7,3,1
"ENSSSCG00000025128",2,6,4,4,14,10,0,0,1,0
"ENSSSCG00000025130",6,15,31,20,34,19,3,8,30,27
