"GeneID","RNAseq_H2","RNAseq_H3","RNAseq_H6","RNAseq_H7","RNAseq_H8","RNAseq_W1","RNAseq_W10","RNAseq_W6","RNAseq_W7","RNAseq_W9"
"ENSSSCG00000022280",1,5,5,3,6,0,12,17,25,48
"ENSSSCG00000022282",3,6,9,11,23,9,88,43,176,155
"ENSSSCG00000022283",13,44,43,35,46,38,208,31,235,178
"ENSSSCG00000022288",13,11,20,17,30,21,12,6,33,68
"ENSSSCG00000022289",1,6,2,2,22,2,3,8,2,0
"ENSSSCG00000022290",0,1,0,1,2,0,21,11,49,49
"ENSSSCG00000022292",8,10,15,11,14,10,75,32,146,113
"ENSSSCG00000022296",4,1,2,3,6,4,0,0,2,2
"ENSSSCG00000022299",14,9,17,12,33,18,276,67,451,444
"ENSSSCG00000022300",19,42,42,31,52,39,287,190,702,937
"ENSSSCG00000022301",5,1,8,5,25,6,111,173,233,256
"ENSSSCG00000022302",16,23,27,27,46,21,64,68,181,248
"ENSSSCG00000022303",1,1,2,1,8,1,52,4,45,44
"ENSSSCG00000022305",0,2,1,1,0,9,16,10,21,64
"ENSSSCG00000022306",0,0,1,0,2,0,0,2,3,0
"ENSSSCG00000022309",4,7,1,2,3,5,67,11,103,162
"ENSSSCG00000022310",23,16,6,14,21,17,42,33,158,129
"ENSSSCG00000022312",1,5,0,2,36,3,33,35,38,43
"ENSSSCG00000022317",48,73,101,83,114,89,564,571,1426,1452
"ENSSSCG00000022318",0,1,1,2,1,1,0,0,4,21
"ENSSSCG00000022324",1,1,1,2,12,3,22,4,18,14
"ENSSSCG00000022331",1,0,0,2,0,3,3,0,2,1
"ENSSSCG00000022333",4,10,6,8,7,3,20,6,41,46
"ENSSSCG00000022341",0,0,1,0,1,0,0,0,0,0
"ENSSSCG00000022343",483,514,566,449,882,561,3694,5807,9530,9096
"ENSSSCG00000022345",0,0,2,0,3,3,0,3,0,1
"ENSSSCG00000022347",0,0,0,0,1,1,0,0,0,0
"ENSSSCG00000022351",1,2,6,9,65,2,79,50,89,121
"ENSSSCG00000022353",17,32,29,23,59,34,231,115,377,453
"ENSSSCG00000022358",3,11,12,9,10,11,94,24,135,135
"ENSSSCG00000022361",24,95,96,92,141,42,215,112,719,487
"ENSSSCG00000022364",5,15,13,11,8,6,71,31,97,136
"ENSSSCG00000022370",3,13,25,32,82,19,12,17,206,69
"ENSSSCG00000022372",0,0,0,1,2,0,0,0,0,0
"ENSSSCG00000022380",1,0,1,0,6,1,5,0,4,8
"ENSSSCG00000022383",0,1,0,2,0,1,0,3,1,7
"ENSSSCG00000022387",4,5,3,5,7,1,54,36,89,109
"ENSSSCG00000022390",11,3,9,28,3,18,1,1,0,2
"ENSSSCG00000022395",0,0,1,1,0,0,6,4,8,23
"ENSSSCG00000022396",1,3,4,4,7,1,27,11,71,125
"ENSSSCG00000022398",39,39,60,58,115,55,542,302,727,945
"ENSSSCG00000022401",8,13,11,21,23,15,62,100,313,267
"ENSSSCG00000022402",8,14,9,9,9,5,48,29,84,115
"ENSSSCG00000022404",22,31,27,36,60,27,125,187,364,296
"ENSSSCG00000022405",0,8,8,3,13,3,12,6,16,28
"ENSSSCG00000022413",7,10,10,12,21,9,71,22,111,123
"ENSSSCG00000022417",0,1,2,2,16,0,0,0,0,2
"ENSSSCG00000022419",12,16,24,12,17,17,100,46,300,284
"ENSSSCG00000022423",1,2,2,4,8,3,1,0,0,0
"ENSSSCG00000022429",1,3,4,6,9,8,7,5,4,17
"ENSSSCG00000022430",8,13,19,9,29,16,167,48,296,351
"ENSSSCG00000022434",3,1,2,4,6,1,16,6,26,43
"ENSSSCG00000022442",18,25,32,33,53,22,209,159,369,467
"ENSSSCG00000022446",45,31,22,16,39,10,23,31,231,181
"ENSSSCG00000022447",0,3,0,12,209,7,0,17,26,7
"ENSSSCG00000022448",2,5,4,4,12,5,0,0,22,87
"ENSSSCG00000022451",5,10,17,15,23,13,73,72,100,145
"ENSSSCG00000022454",31,50,57,57,95,65,334,296,779,1025
"ENSSSCG00000022464",8,18,23,27,44,24,202,44,370,488
"ENSSSCG00000022467",6,5,4,8,8,15,58,85,205,127
"ENSSSCG00000022473",0,2,1,7,2,5,0,0,0,0
"ENSSSCG00000022478",163,289,314,331,494,358,1630,1441,4028,4758
"ENSSSCG00000022479",73,173,218,171,271,193,456,142,1477,1480
"ENSSSCG00000022483",1,3,0,0,4,0,1,3,16,13
"ENSSSCG00000022486",51,90,109,114,152,122,207,115,498,701
"ENSSSCG00000022490",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000022492",15,18,24,15,28,6,72,45,126,132
"ENSSSCG00000022496",11,49,68,71,90,45,221,77,401,471
"ENSSSCG00000022499",1,2,5,8,5,2,0,1,1,0
"ENSSSCG00000022501",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000022504",1,3,9,2,4,2,16,36,31,102
"ENSSSCG00000022506",0,1,6,1,63,2,6,74,4,194
"ENSSSCG00000022507",0,8,7,7,13,8,68,79,157,148
"ENSSSCG00000022508",18,36,48,32,82,43,179,122,379,590
"ENSSSCG00000022521",3,5,11,3,5,5,44,2,143,197
"ENSSSCG00000022525",2,2,2,1,24,5,1,9,0,6
"ENSSSCG00000022529",1,0,0,0,0,1,0,0,0,0
"ENSSSCG00000022534",32,92,95,83,107,90,160,23,231,400
"ENSSSCG00000022536",9,10,10,9,20,7,59,42,323,184
"ENSSSCG00000022538",7,29,17,14,28,11,50,118,188,243
"ENSSSCG00000022543",0,0,0,1,0,1,0,0,0,0
"ENSSSCG00000022545",29,42,43,43,78,42,470,560,703,926
"ENSSSCG00000022550",4,4,5,10,8,6,0,0,26,16
"ENSSSCG00000022553",121,154,149,179,262,146,334,380,1423,1580
"ENSSSCG00000022554",0,2,1,2,2,5,0,0,0,1
"ENSSSCG00000022557",0,0,0,0,1,3,0,0,0,0
"ENSSSCG00000022559",16,30,23,23,52,26,188,82,222,233
"ENSSSCG00000022567",0,0,3,0,0,0,0,0,0,0
"ENSSSCG00000022568",4,4,7,6,4,6,0,0,1,16
"ENSSSCG00000022569",1,2,0,0,4,3,0,0,0,0
"ENSSSCG00000022575",10,18,17,17,37,20,118,93,260,339
"ENSSSCG00000022584",2,3,3,5,1,5,5,4,8,12
"ENSSSCG00000022592",1,2,0,0,1,1,0,4,0,2
"ENSSSCG00000022609",28,54,49,59,87,44,227,294,688,684
"ENSSSCG00000022611",4,12,16,7,26,15,29,7,52,70
"ENSSSCG00000022614",0,4,1,3,1,2,0,0,0,0
"ENSSSCG00000022616",7,11,7,9,37,15,69,34,157,192
"ENSSSCG00000022618",4,1,1,1,3,2,9,0,15,12
"ENSSSCG00000022634",1,12,15,11,11,8,21,4,10,16
"ENSSSCG00000022635",2,1,3,0,2,0,0,0,0,12
"ENSSSCG00000022636",5,22,26,30,38,17,38,9,44,70
"ENSSSCG00000022643",4,2,1,5,5,2,4,0,7,3
"ENSSSCG00000022647",3,12,8,6,15,11,96,130,127,161
"ENSSSCG00000022649",4,10,9,12,11,20,42,2,78,38
"ENSSSCG00000022655",5,13,8,11,33,8,68,163,196,188
"ENSSSCG00000022656",6,7,15,18,14,19,59,11,58,61
"ENSSSCG00000022659",136,172,212,176,311,218,950,300,1671,2023
"ENSSSCG00000022661",16,109,97,91,57,81,28,7,159,153
"ENSSSCG00000022664",5,4,3,0,1,0,10,3,15,38
"ENSSSCG00000022668",2,13,8,5,13,9,66,16,114,178
"ENSSSCG00000022671",0,1,2,4,8,4,0,0,0,2
"ENSSSCG00000022672",7,5,2,2,7,3,3,16,21,29
"ENSSSCG00000022674",8,14,10,16,21,10,536,476,1159,1054
"ENSSSCG00000022675",3,1,4,6,5,10,16,20,191,194
"ENSSSCG00000022676",10,13,18,12,27,7,20,6,16,28
"ENSSSCG00000022678",1,2,2,3,0,0,4,27,2,6
"ENSSSCG00000022679",0,0,0,0,0,0,0,0,0,4
"ENSSSCG00000022686",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000022687",11,19,25,27,52,29,108,138,358,783
"ENSSSCG00000022689",8,62,40,64,147,33,40,161,272,260
"ENSSSCG00000022692",11,49,53,42,49,51,243,128,536,658
"ENSSSCG00000022693",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000022701",0,1,0,0,0,0,15,0,0,26
"ENSSSCG00000022705",0,2,1,6,21,9,2,3,16,45
"ENSSSCG00000022708",32,84,118,90,120,78,357,48,570,864
"ENSSSCG00000022714",2,15,21,22,20,12,80,84,122,184
"ENSSSCG00000022719",18,12,5,7,16,8,9,17,70,71
"ENSSSCG00000022721",0,0,2,1,32,0,1,0,4,1
"ENSSSCG00000022722",33,100,93,77,104,81,662,654,1468,1558
"ENSSSCG00000022725",18,33,33,44,92,35,381,448,830,804
"ENSSSCG00000022726",0,3,2,1,14,0,18,28,28,11
"ENSSSCG00000022728",0,0,0,2,0,0,0,0,0,0
"ENSSSCG00000022738",48,191,14,139,239,282,1,0,4,1
"ENSSSCG00000022739",3,5,3,4,6,3,0,2,4,20
"ENSSSCG00000022741",3,0,1,2,5,0,4,1,7,14
"ENSSSCG00000022742",22,101,67,63,235,83,1194,1061,1225,985
"ENSSSCG00000022757",21,159,163,74,107,72,98,212,131,147
"ENSSSCG00000022758",8,8,7,12,19,11,125,31,226,233
"ENSSSCG00000022759",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000022760",54,85,116,112,293,117,3551,2233,5831,5919
"ENSSSCG00000022773",17,24,31,23,34,24,193,100,341,278
"ENSSSCG00000022774",51,84,95,102,178,97,1188,1781,2907,2775
"ENSSSCG00000022777",20,18,24,12,22,12,152,233,342,499
"ENSSSCG00000022778",5,25,19,5,27,28,64,80,154,135
"ENSSSCG00000022780",11,16,18,24,20,22,56,3,105,120
"ENSSSCG00000022784",59,205,109,105,166,83,1619,2195,2373,1557
"ENSSSCG00000022785",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000022786",17,8,15,17,39,12,184,178,304,385
"ENSSSCG00000022787",8,24,19,19,20,16,187,204,384,405
"ENSSSCG00000022788",5,9,14,18,13,4,76,61,138,127
"ENSSSCG00000022790",28,51,41,49,75,51,473,81,926,930
"ENSSSCG00000022794",2,1,1,0,13,0,0,3,0,4
"ENSSSCG00000022797",14,10,9,10,40,8,51,11,50,96
"ENSSSCG00000022801",14,35,36,20,40,29,183,57,300,341
"ENSSSCG00000022804",0,0,1,0,3,2,0,5,0,3
"ENSSSCG00000022806",6,15,19,21,16,16,40,8,112,110
"ENSSSCG00000022813",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000022815",39,102,72,75,104,65,949,721,1582,1113
"ENSSSCG00000022823",27,41,63,45,87,61,639,766,919,954
"ENSSSCG00000022828",65,129,159,154,226,171,993,160,1722,2267
"ENSSSCG00000022830",4,10,5,8,7,11,12,2,14,31
"ENSSSCG00000022833",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000022837",13,16,14,23,32,21,155,166,314,444
"ENSSSCG00000022839",11,15,32,22,52,10,49,65,261,254
"ENSSSCG00000022842",141,315,294,330,752,367,6763,7157,12204,11497
"ENSSSCG00000022845",46,51,65,55,77,50,314,83,768,703
"ENSSSCG00000022846",0,0,0,0,1,0,3,0,0,0
"ENSSSCG00000022849",6,7,17,5,14,7,67,71,114,212
"ENSSSCG00000022853",0,0,3,0,0,0,0,0,0,0
"ENSSSCG00000022857",0,0,0,0,0,0,0,4,0,0
"ENSSSCG00000022864",12,29,39,31,92,31,328,501,850,881
"ENSSSCG00000022865",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000022866",46,100,124,80,105,90,420,231,1079,1130
"ENSSSCG00000022868",0,0,1,4,2,1,0,1,1,1
"ENSSSCG00000022869",4,3,9,6,15,7,163,39,253,268
"ENSSSCG00000022874",19,28,32,25,34,24,191,100,289,366
"ENSSSCG00000022882",0,1,0,0,0,2,0,0,0,0
"ENSSSCG00000022891",0,0,0,0,0,0,0,1,0,0
"ENSSSCG00000022895",69,25,31,15,18,25,18,14,203,214
"ENSSSCG00000022896",0,0,0,0,1,0,0,0,2,1
"ENSSSCG00000022900",54,129,116,117,139,157,778,255,1554,1712
"ENSSSCG00000022901",5,3,9,12,20,11,111,141,228,282
"ENSSSCG00000022903",15,13,23,14,18,19,136,42,247,269
"ENSSSCG00000022906",13,33,44,25,48,10,118,115,351,372
"ENSSSCG00000022912",3,12,17,14,27,22,268,116,661,533
"ENSSSCG00000022915",27,40,47,34,66,56,352,217,746,699
"ENSSSCG00000022919",0,3,3,2,0,1,4,0,20,5
"ENSSSCG00000022925",121,142,106,116,270,72,244,193,2107,1637
"ENSSSCG00000022932",27,29,54,54,88,54,416,199,1084,1197
"ENSSSCG00000022933",4,4,5,7,10,4,1,0,0,5
"ENSSSCG00000022940",26,41,56,53,87,55,441,89,717,885
"ENSSSCG00000022942",8,15,14,12,22,14,172,10,279,335
"ENSSSCG00000022945",6,2,4,1,2,2,35,32,39,30
"ENSSSCG00000022947",15,30,24,21,64,25,280,208,602,637
"ENSSSCG00000022948",0,2,0,0,0,1,0,0,0,0
"ENSSSCG00000022951",10,23,6,14,8,9,10,3,26,19
"ENSSSCG00000022952",8,14,20,14,18,6,118,10,209,228
"ENSSSCG00000022953",0,0,1,1,2,1,23,4,32,24
"ENSSSCG00000022955",29,81,91,71,129,110,657,292,1266,1439
"ENSSSCG00000022957",18,27,39,26,21,25,43,50,140,110
"ENSSSCG00000022961",8,7,17,10,17,18,119,33,45,11
"ENSSSCG00000022963",15,22,28,24,45,21,58,41,190,292
"ENSSSCG00000022968",4,7,5,3,5,5,0,0,1,0
"ENSSSCG00000022975",2,3,1,1,0,2,6,0,6,6
"ENSSSCG00000022980",0,0,1,0,0,0,1,0,0,0
"ENSSSCG00000022982",13,19,20,15,26,23,172,36,220,295
"ENSSSCG00000022986",19,17,9,8,4,20,11,4,29,19
"ENSSSCG00000022987",0,0,0,1,0,2,0,0,0,0
"ENSSSCG00000022988",0,0,3,1,2,2,3,20,7,13
"ENSSSCG00000022989",1,3,1,1,3,3,0,0,5,5
"ENSSSCG00000022993",1,3,7,9,12,2,4,0,31,31
"ENSSSCG00000022994",13,13,14,5,6,4,159,68,233,237
"ENSSSCG00000022998",0,18,3,7,4,9,159,188,139,158
"ENSSSCG00000022999",0,0,0,1,2,2,0,0,0,0
"ENSSSCG00000023004",1,1,0,0,0,2,0,0,0,0
"ENSSSCG00000023014",1,2,1,1,2,2,0,5,3,2
"ENSSSCG00000023018",0,0,0,0,36,0,0,0,1,1
"ENSSSCG00000023026",6,3,6,6,12,11,23,8,51,56
"ENSSSCG00000023027",5,8,15,9,2,6,35,15,72,116
"ENSSSCG00000023028",0,0,0,3,0,1,4,0,2,3
"ENSSSCG00000023029",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000023031",0,2,1,0,1,0,0,6,0,0
"ENSSSCG00000023032",2,3,0,1,0,0,0,0,0,0
"ENSSSCG00000023033",10,7,22,13,26,12,62,70,124,170
"ENSSSCG00000023041",0,1,2,2,2,1,4,0,3,1
"ENSSSCG00000023045",4,5,5,9,14,5,15,2,33,151
"ENSSSCG00000023050",2,1,0,1,13,4,0,0,6,12
"ENSSSCG00000023057",1,3,3,3,0,0,0,0,0,0
"ENSSSCG00000023062",12,29,24,26,50,25,199,63,389,456
"ENSSSCG00000023074",0,0,0,0,10,0,0,1,0,1
"ENSSSCG00000023078",4,36,11,19,19,16,85,160,138,157
"ENSSSCG00000023080",22,28,24,12,40,21,97,108,472,546
"ENSSSCG00000023082",8,10,4,7,5,7,0,3,2,3
"ENSSSCG00000023084",0,1,0,0,3,0,1,0,0,0
"ENSSSCG00000023090",1,1,0,2,3,2,0,0,4,4
"ENSSSCG00000023091",25,29,26,30,42,27,276,305,552,569
"ENSSSCG00000023097",8,38,23,20,29,16,79,127,155,319
"ENSSSCG00000023105",35,109,90,84,153,74,565,408,674,500
"ENSSSCG00000023110",53,60,60,75,166,79,383,639,887,1003
"ENSSSCG00000023112",37,138,187,161,185,147,903,211,1548,1418
"ENSSSCG00000023118",7,23,19,20,67,28,362,241,666,627
"ENSSSCG00000023121",58,118,129,121,159,110,582,454,1293,1299
"ENSSSCG00000023122",28,61,64,63,107,59,601,265,1255,1334
"ENSSSCG00000023125",0,1,0,0,1,1,1,0,0,1
"ENSSSCG00000023126",25,53,67,48,73,62,527,94,933,1349
"ENSSSCG00000023127",0,1,0,2,0,2,0,0,0,1
"ENSSSCG00000023128",0,0,2,0,0,0,0,0,2,0
"ENSSSCG00000023130",7,18,17,18,22,15,165,102,275,274
"ENSSSCG00000023132",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000023133",1,0,1,1,1,0,0,0,0,6
"ENSSSCG00000023139",1,0,2,1,17,5,71,89,160,140
"ENSSSCG00000023140",17,24,23,10,31,18,127,92,269,359
"ENSSSCG00000023141",1,1,0,1,4,1,13,0,9,12
"ENSSSCG00000023142",0,1,1,3,8,1,3,5,17,15
"ENSSSCG00000023146",1,2,0,2,3,1,0,0,0,0
"ENSSSCG00000023151",1,0,2,0,0,2,0,0,1,1
"ENSSSCG00000023155",9,10,9,5,18,10,33,61,82,120
"ENSSSCG00000023156",0,1,1,1,6,3,0,1,1,8
"ENSSSCG00000023158",10,15,24,16,31,25,374,244,472,394
"ENSSSCG00000023160",1,1,2,5,4,0,8,16,35,49
"ENSSSCG00000023162",0,3,1,2,7,1,1,0,0,3
"ENSSSCG00000023165",10,31,30,45,63,27,62,20,234,228
"ENSSSCG00000023166",3,2,2,1,2,3,19,17,54,52
"ENSSSCG00000023169",0,0,1,1,0,0,0,0,0,0
"ENSSSCG00000023171",18,30,19,19,54,26,254,232,448,532
"ENSSSCG00000023172",1,3,2,7,6,1,25,27,49,76
"ENSSSCG00000023173",7,18,18,23,32,17,169,235,359,410
"ENSSSCG00000023174",1,7,3,3,5,5,1,4,10,19
"ENSSSCG00000023176",0,2,4,4,8,4,31,21,19,72
"ENSSSCG00000023177",6,10,8,13,19,18,97,96,246,311
"ENSSSCG00000023178",2,1,1,3,6,1,4,0,22,29
"ENSSSCG00000023181",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000023186",0,1,2,0,2,1,0,0,0,0
"ENSSSCG00000023191",10,21,21,16,34,21,239,164,494,524
"ENSSSCG00000023195",1,2,0,1,2,4,6,0,4,8
"ENSSSCG00000023204",33,47,42,48,71,47,178,304,716,711
"ENSSSCG00000023215",1,3,2,1,0,1,5,19,25,64
"ENSSSCG00000023225",0,1,1,0,0,0,0,0,7,2
"ENSSSCG00000023228",6,9,2,11,10,15,9,23,91,231
"ENSSSCG00000023229",1,3,4,7,12,11,6,2,16,123
"ENSSSCG00000023231",22,34,31,38,60,42,143,170,422,518
"ENSSSCG00000023243",4,1,3,1,4,2,10,0,5,40
"ENSSSCG00000023245",66,137,132,112,263,160,2035,1622,3217,3642
"ENSSSCG00000023247",16,37,44,43,89,51,207,209,493,496
"ENSSSCG00000023254",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000023255",5,15,17,21,20,14,88,111,197,279
"ENSSSCG00000023258",0,0,0,0,1,2,11,0,0,0
"ENSSSCG00000023261",2,0,1,0,0,1,0,0,0,0
"ENSSSCG00000023263",3,4,7,4,29,7,105,140,188,176
"ENSSSCG00000023264",16,11,15,8,37,13,159,40,278,267
"ENSSSCG00000023266",23,48,57,44,95,44,273,169,633,585
"ENSSSCG00000023267",0,2,0,1,10,1,0,0,0,3
"ENSSSCG00000023269",34,80,97,68,94,86,324,97,616,743
"ENSSSCG00000023272",55,114,93,104,207,82,1066,1216,1502,1651
"ENSSSCG00000023273",0,0,1,1,2,5,0,0,2,4
"ENSSSCG00000023276",6,12,19,24,26,26,98,14,165,226
"ENSSSCG00000023279",0,0,1,0,1,1,0,2,0,1
"ENSSSCG00000023280",0,0,1,0,7,1,8,11,5,17
"ENSSSCG00000023294",2,4,8,6,6,1,80,14,142,152
"ENSSSCG00000023296",14,41,52,59,55,49,378,46,397,279
"ENSSSCG00000023297",2,9,4,4,8,3,34,8,36,24
"ENSSSCG00000023298",4,6,7,3,93,14,31,42,31,51
"ENSSSCG00000023301",3,2,4,4,3,2,0,1,0,0
"ENSSSCG00000023303",1,1,9,2,11,6,59,16,55,89
"ENSSSCG00000023304",493,1094,1220,1086,1446,960,2603,2163,8484,9895
"ENSSSCG00000023306",52,101,118,101,120,90,396,214,989,1331
"ENSSSCG00000023307",20,44,54,35,92,36,313,143,565,667
"ENSSSCG00000023312",7,8,15,29,17,17,36,3,35,43
"ENSSSCG00000023315",5,12,7,7,22,15,117,172,254,276
"ENSSSCG00000023318",24,30,31,26,88,43,388,395,788,902
"ENSSSCG00000023320",0,0,0,1,1,1,8,0,4,44
"ENSSSCG00000023322",0,0,1,0,1,0,0,0,2,0
"ENSSSCG00000023324",103,333,428,373,501,373,434,98,1844,1796
"ENSSSCG00000023325",3,2,3,5,12,1,39,17,23,31
"ENSSSCG00000023326",43,69,72,90,96,89,742,111,1274,2025
"ENSSSCG00000023328",0,1,0,1,0,1,3,3,0,10
"ENSSSCG00000023329",0,9,3,0,2,2,10,0,14,10
"ENSSSCG00000023331",3,5,1,7,8,8,133,88,161,229
"ENSSSCG00000023333",14,0,4,2,8,6,24,21,37,38
"ENSSSCG00000023334",2,14,15,7,17,10,40,3,41,45
"ENSSSCG00000023349",3,2,1,4,25,5,15,6,64,69
"ENSSSCG00000023351",4,11,12,9,15,5,16,1,128,157
"ENSSSCG00000023354",1,8,20,7,32,9,86,214,198,184
"ENSSSCG00000023357",4,8,11,7,19,15,220,60,455,481
"ENSSSCG00000023362",52,45,55,60,67,50,131,111,661,581
"ENSSSCG00000023366",2,1,6,0,5,1,12,16,65,80
"ENSSSCG00000023371",1,4,3,4,21,1,20,50,4,58
"ENSSSCG00000023376",2,9,5,5,8,4,12,14,52,48
"ENSSSCG00000023377",17,14,38,23,62,22,523,552,1345,1420
"ENSSSCG00000023378",4,12,9,13,16,12,71,54,204,248
"ENSSSCG00000023379",28,23,32,42,107,71,417,971,1107,1023
"ENSSSCG00000023380",13,24,42,30,48,28,288,562,563,556
"ENSSSCG00000023391",36,44,46,18,78,24,184,243,487,900
"ENSSSCG00000023393",0,3,0,0,1,0,0,0,0,1
"ENSSSCG00000023395",1,0,1,0,0,1,0,0,0,0
"ENSSSCG00000023396",0,5,7,7,1,12,72,11,140,63
"ENSSSCG00000023400",16,23,21,26,30,30,133,172,351,408
"ENSSSCG00000023408",1,0,3,4,23,0,17,6,16,43
"ENSSSCG00000023409",22,42,62,22,38,38,391,76,618,806
"ENSSSCG00000023419",2,8,8,2,10,8,7,25,22,38
"ENSSSCG00000023423",20,47,48,54,70,79,401,893,1206,760
"ENSSSCG00000023426",0,0,1,0,0,1,0,0,0,0
"ENSSSCG00000023434",2,9,5,8,9,6,41,12,119,85
"ENSSSCG00000023437",46,193,173,179,277,149,140,116,444,769
"ENSSSCG00000023441",1,3,1,3,9,1,3,0,0,0
"ENSSSCG00000023445",13,21,25,34,59,28,155,88,372,402
"ENSSSCG00000023451",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000023460",2,0,1,3,2,0,0,0,4,3
"ENSSSCG00000023467",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000023472",0,0,0,2,19,0,0,1,0,0
"ENSSSCG00000023478",4,6,5,5,26,8,19,20,71,86
"ENSSSCG00000023479",3,0,6,3,4,4,7,3,38,33
"ENSSSCG00000023482",8,19,12,16,24,26,175,33,170,244
"ENSSSCG00000023483",6,28,14,28,18,13,29,22,138,138
"ENSSSCG00000023487",1,2,0,1,1,1,0,0,0,0
"ENSSSCG00000023495",29,107,50,57,123,62,566,787,715,463
"ENSSSCG00000023498",0,2,1,0,1,0,18,23,37,23
"ENSSSCG00000023503",78,65,90,48,79,63,418,352,1063,946
"ENSSSCG00000023514",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000023520",0,1,2,0,0,2,3,0,0,6
"ENSSSCG00000023522",20,61,10,30,81,35,141,218,198,203
"ENSSSCG00000023525",3,0,0,0,1,0,0,0,0,0
"ENSSSCG00000023526",5,2,6,1,19,2,39,47,54,160
"ENSSSCG00000023527",24,40,48,39,56,34,371,232,931,1312
"ENSSSCG00000023531",3,2,9,10,6,13,26,1,59,97
"ENSSSCG00000023533",15,40,50,55,72,56,81,45,220,300
"ENSSSCG00000023537",0,1,0,0,1,0,6,3,9,8
"ENSSSCG00000023539",1,4,6,4,10,6,22,12,30,34
"ENSSSCG00000023540",0,1,0,1,0,1,2,8,24,12
"ENSSSCG00000023546",3,2,1,2,2,3,3,0,0,1
"ENSSSCG00000023548",1,2,4,3,8,5,21,26,29,36
"ENSSSCG00000023556",59,99,94,88,152,100,527,738,1670,1909
"ENSSSCG00000023557",6,6,3,10,20,9,38,30,117,162
"ENSSSCG00000023562",8,5,17,10,33,9,476,226,615,812
"ENSSSCG00000023565",3,14,20,17,21,19,132,35,254,257
"ENSSSCG00000023569",11,48,24,31,58,54,72,113,225,222
"ENSSSCG00000023571",0,0,2,0,0,0,0,0,3,10
"ENSSSCG00000023582",0,1,0,0,2,0,0,0,0,0
"ENSSSCG00000023584",3,9,6,8,7,7,151,104,258,627
"ENSSSCG00000023585",0,0,1,0,17,0,0,9,1,11
"ENSSSCG00000023593",33,50,61,35,47,45,48,24,259,156
"ENSSSCG00000023595",26,84,59,49,72,41,343,133,380,391
"ENSSSCG00000023596",0,0,3,1,1,6,3,0,17,22
"ENSSSCG00000023599",3,3,7,9,16,8,85,62,207,243
"ENSSSCG00000023603",6,13,15,14,20,13,87,174,161,248
"ENSSSCG00000023604",32,34,32,27,63,55,553,348,847,847
"ENSSSCG00000023607",0,1,2,2,1,1,0,0,0,1
"ENSSSCG00000023611",4,22,14,12,15,10,4,23,31,112
"ENSSSCG00000023612",0,0,0,0,0,0,1,0,0,0
"ENSSSCG00000023618",0,1,3,2,2,1,0,0,1,0
"ENSSSCG00000023619",24,22,27,22,39,22,299,76,508,401
"ENSSSCG00000023624",0,0,0,0,0,0,0,0,6,5
"ENSSSCG00000023627",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000023630",4,5,5,3,9,3,3,2,78,74
"ENSSSCG00000023636",7,5,12,5,14,3,113,123,264,260
"ENSSSCG00000023639",0,2,1,0,3,3,25,37,31,64
"ENSSSCG00000023643",16,31,35,30,74,36,352,149,729,720
"ENSSSCG00000023647",1,0,0,0,1,0,0,0,0,0
"ENSSSCG00000023653",2,3,6,2,21,2,22,49,112,141
"ENSSSCG00000023654",0,1,1,3,12,0,0,0,0,0
"ENSSSCG00000023658",1,3,8,3,9,3,65,22,47,87
"ENSSSCG00000023660",36,78,123,83,140,104,549,592,1519,1217
"ENSSSCG00000023661",0,2,1,4,2,6,4,0,1,4
"ENSSSCG00000023662",3,0,5,4,6,5,39,5,60,100
"ENSSSCG00000023665",4,6,13,6,11,9,67,13,128,166
"ENSSSCG00000023666",49,64,38,38,141,60,898,487,2417,1658
"ENSSSCG00000023667",28,29,27,17,44,35,213,159,475,778
"ENSSSCG00000023672",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000023674",237,496,549,517,750,525,1485,1470,4004,4306
"ENSSSCG00000023677",13,22,27,32,49,26,330,396,616,696
"ENSSSCG00000023679",0,0,1,0,0,1,0,0,0,6
"ENSSSCG00000023680",22,73,68,73,105,60,351,332,933,1540
"ENSSSCG00000023681",7,6,11,8,14,6,8,31,144,92
"ENSSSCG00000023686",0,0,2,2,1,2,0,0,0,0
"ENSSSCG00000023691",0,1,0,1,0,1,0,0,2,0
"ENSSSCG00000023693",0,2,3,2,8,2,8,7,50,3
"ENSSSCG00000023700",0,1,1,1,2,1,0,0,0,0
"ENSSSCG00000023706",0,0,0,0,0,1,0,0,0,0
