"","H2","H3","H6","H7","H8","W1","W10","W6","W7","W9"
"EVL_ENSSSCG00000037105_ENSSSCT00000099144_6701_8015_11597",41,216,175,117,134,179,1315,1427,2476,2001
"EVPL_ENSSSCG00000017192_ENSSSCT00000018717_91_5749_6411",0,2,1,3,7,5,7,52,41,87
"EVX1_ENSSSCG00000016696_ENSSSCT00000018177_199_1420_2424",0,0,0,0,0,0,0,0,0,2
"EVX2_ENSSSCG00000023146_ENSSSCT00000028295_199_1621_1624",1,2,0,2,3,1,0,0,0,0
"EWSR1_ENSSSCG00000009974_ENSSSCT00000067164_55_2038_2385",62,181,352,244,493,228,1684,1298,3147,3720
"EXD1_ENSSSCG00000004752_ENSSSCT00000050526_336_2034_2855",1,2,5,4,2,1,13,0,10,13
"EXD2_ENSSSCG00000002305_ENSSSCT00000060618_32_2027_5127",5,8,5,5,14,5,42,21,63,93
"EXD3_ENSSSCG00000005855_ENSSSCT00000006434_118_2932_2989",9,7,14,15,5,8,54,82,75,88
"EXO1_ENSSSCG00000010865_ENSSSCT00000080760_301_2809_4741",1,3,14,9,17,4,43,12,51,53
"EXO5_ENSSSCG00000003980_ENSSSCT00000097940_4244_5387_5922",5,9,12,4,13,15,91,72,211,278
"EXOC1L_ENSSSCG00000022882_ENSSSCT00000025626_256_772_775",0,1,0,0,0,2,0,0,0,0
"EXOC1_ENSSSCG00000023269_ENSSSCT00000060283_145_2926_3447",18,67,83,37,53,57,503,156,838,985
"EXOC2_ENSSSCG00000000985_ENSSSCT00000001075_567_3495_4005",67,219,180,97,132,141,1059,731,2156,2141
"EXOC3L1_ENSSSCG00000002788_ENSSSCT00000003086_438_2655_2687",0,0,0,0,2,1,0,0,0,0
"EXOC3L2_ENSSSCG00000040410_ENSSSCT00000062449_349_2752_3101",2,13,7,16,13,19,55,76,182,498
"EXOC3L4_ENSSSCG00000036871_ENSSSCT00000092949_135_2259_2405",0,2,1,1,5,1,0,11,6,4
"EXOC3_ENSSSCG00000039607_ENSSSCT00000040823_71_2306_3060",33,129,64,59,71,75,511,563,1009,1072
"EXOC5_ENSSSCG00000005066_ENSSSCT00000070892_194_2495_4778",10,28,14,8,34,19,207,58,265,277
"EXOC6B_ENSSSCG00000008310_ENSSSCT00000057848_121_2563_5772",18,12,21,12,12,14,91,41,232,202
"EXOC6_ENSSSCG00000010473_ENSSSCT00000042930_64_2473_3596",2,20,13,15,15,13,117,48,191,185
"EXOC7_ENSSSCG00000017190_ENSSSCT00000059064_214_2497_5085",21,20,42,17,51,29,225,216,392,392
"EXOC8_ENSSSCG00000010174_ENSSSCT00000011140_113_2294_5109",6,12,24,17,8,13,69,73,143,228
"EXOG_ENSSSCG00000011258_ENSSSCT00000012326_0_1374_1403",4,4,9,3,4,5,32,28,56,63
"EXOSC10_ENSSSCG00000003412_ENSSSCT00000094970_37_2791_2794",14,38,24,10,40,24,169,159,333,347
"EXOSC1_ENSSSCG00000010518_ENSSSCT00000085420_20_605_5492",3,4,8,4,19,11,112,47,121,139
"EXOSC2_ENSSSCG00000005704_ENSSSCT00000068347_12_918_1785",4,9,13,16,37,17,139,104,176,282
"EXOSC3_ENSSSCG00000005355_ENSSSCT00000005895_23_848_1092",1,282,616,292,423,0,1,1,1,1
"EXOSC4_ENSSSCG00000005925_ENSSSCT00000006505_42_777_1284",0,6,6,8,22,6,37,33,68,74
"EXOSC5_ENSSSCG00000003015_ENSSSCT00000003348_139_1036_1408",0,9,10,10,27,7,37,43,100,91
"EXOSC6_ENSSSCG00000002719_ENSSSCT00000003013_41_857_1790",3,3,7,7,18,4,33,30,46,66
"EXOSC7_ENSSSCG00000011300_ENSSSCT00000092899_0_1050_4738",2,4,14,12,17,12,116,55,156,167
"EXOSC8_ENSSSCG00000009358_ENSSSCT00000010255_20_848_946",3,5,14,7,4,8,73,56,81,107
"EXPH5_ENSSSCG00000015010_ENSSSCT00000016374_357_6363_6429",3,1,5,2,3,3,19,1,31,36
"EXT1_ENSSSCG00000006009_ENSSSCT00000006593_199_2437_2597",9,12,8,10,47,14,64,105,176,183
"EXTL1_ENSSSCG00000029558_ENSSSCT00000030578_0_2019_2860",0,0,0,126,377,0,1,0,1,1
"EXTL2_ENSSSCG00000006861_ENSSSCT00000065082_854_1844_5113",0,2,3,1,1,1,7,9,10,10
"EXTL3_ENSSSCG00000009680_ENSSSCT00000064732_763_3520_6282",2,13,24,16,18,14,102,48,220,252
"EYA1_ENSSSCG00000040728_ENSSSCT00000058077_524_2276_4256",0,0,0,1,1,0,0,0,0,1
"EYA2_ENSSSCG00000007453_ENSSSCT00000008157_259_1873_2572",3,2,2,4,4,1,0,0,0,0
"EYA3_ENSSSCG00000003580_ENSSSCT00000003975_158_1877_5819",4,16,28,11,14,16,91,46,203,321
"EYA4_ENSSSCG00000034139_ENSSSCT00000036887_329_2264_5487",0,0,1,2,0,1,0,0,0,10
"EZH1_ENSSSCG00000017382_ENSSSCT00000018921_1664_3917_6250",43,21,34,22,41,32,195,155,446,577
"EZH2_ENSSSCG00000028840_ENSSSCT00000064179_91_2377_2640",14,34,38,12,53,47,530,256,497,729
"EZR_ENSSSCG00000004058_ENSSSCT00000004487_184_1837_3844",99,404,344,160,438,233,1789,1800,3129,3043
"F10_ENSSSCG00000009558_ENSSSCT00000010477_9_1617_1938",0,0,0,1,614,0,1,1,1,1
"F11R_ENSSSCG00000006369_ENSSSCT00000078663_111_1152_1155",9,14,5,5,37,5,40,20,93,45
"F11_ENSSSCG00000032653_ENSSSCT00000062701_317_2186_5579",0,1,0,1,0,0,0,0,0,0
"F12_ENSSSCG00000031274_ENSSSCT00000046173_7_1900_2061",462,2725,1558,1280,2076,0,1,1,1,1
"F13A1_ENSSSCG00000024310_ENSSSCT00000083671_94_2416_4042",861,1040,486,386,849,504,4570,4810,5940,3563
"F13B_ENSSSCG00000023301_ENSSSCT00000069906_32_2021_5119",0,0,0,0,0,0,0,0,0,0
"F2RL1_ENSSSCG00000014091_ENSSSCT00000015392_100_1291_6219",0,1,1,0,222,0,1,1,1,1
"F2RL2_ENSSSCG00000037582_ENSSSCT00000050276_217_1351_2825",1,0,0,0,0,0,0,0,0,0
"F2RL3_ENSSSCG00000013868_ENSSSCT00000033865_28_1174_1595",0,1,1,0,0,0,1,1,0,1
"F2R_ENSSSCG00000035355_ENSSSCT00000061390_1017_2619_2622",11,18,5,9,12,10,72,48,184,127
"F2_ENSSSCG00000013252_ENSSSCT00000014473_22_1891_3817",0,93,0,1,394,0,1,0,1,1
"F3_ENSSSCG00000022447_ENSSSCT00000027504_328_1204_2023",0,1,0,11,80,5,0,69,46,1
"F5_ENSSSCG00000006289_ENSSSCT00000006892_98_6872_7219",41,109,33,54,154,52,357,193,860,789
"F7_ENSSSCG00000029503_ENSSSCT00000010478_278_1613_1676",0,2,3,4,13,1,0,1,7,20
"F8_ENSSSCG00000012822_ENSSSCT00000035558_202_6601_8146",6,15,42,22,40,19,108,60,320,299
"FA2H_ENSSSCG00000002718_ENSSSCT00000003012_0_1080_2402",1,0,0,0,9,0,0,0,0,0
"FAAH_ENSSSCG00000003901_ENSSSCT00000056635_453_2190_2733",0,2,0,3,7,2,2,8,7,35
"FAAP100_ENSSSCG00000029616_ENSSSCT00000054810_113_2690_3293",6,11,11,25,18,16,86,137,220,231
"FAAP20_ENSSSCG00000032903_ENSSSCT00000056938_32_614_1640",13,15,0,13,22,5,12,21,69,85
"FAAP24_ENSSSCG00000040905_ENSSSCT00000028553_55_700_1704",0,0,1,0,6,3,22,6,24,12
"FABP1_ENSSSCG00000063249_ENSSSCT00000105192_32_482_547",0,1,0,1,0,0,1,1,0,0
"FABP2_ENSSSCG00000037272_ENSSSCT00000040297_37_433_3029",0,0,0,0,0,0,0,0,0,0
"FABP3_ENSSSCG00000036883_ENSSSCT00000044750_529_928_1146",6,14,13,1,160,14,158,44,112,56
"FABP4_ENSSSCG00000040681_ENSSSCT00000064366_66_462_1554",0,0,0,0,0,0,0,2,2,10
"FABP5_ENSSSCG00000006153_ENSSSCT00000054753_0_705_708",4,3,3,3,2,5,51,21,59,77
"FABP6_ENSSSCG00000017037_ENSSSCT00000086550_90_501_504",0,0,0,0,0,0,1,0,0,106
"FABP7_ENSSSCG00000004234_ENSSSCT00000004679_205_706_709",0,0,0,0,0,0,0,0,0,1
"FABP9_ENSSSCG00000033728_ENSSSCT00000052605_199_595_1599",0,0,0,0,0,0,0,0,0,0
"FADD_ENSSSCG00000054981_ENSSSCT00000105894_120_753_4340",16,26,7,11,17,16,105,121,187,228
"FADS1_ENSSSCG00000024015_ENSSSCT00000014288_91_1372_3613",8,12,9,7,89,5,23,18,64,73
"FADS2_ENSSSCG00000013072_ENSSSCT00000014289_103_1384_2997",6,6,6,13,66,11,53,56,121,142
"FADS3_ENSSSCG00000013073_ENSSSCT00000014290_275_1604_1844",12,27,71,36,48,12,108,84,154,151
"FADS6_ENSSSCG00000017226_ENSSSCT00000018753_56_1082_3671",1,0,0,0,1,0,0,0,0,0
"FAF1_ENSSSCG00000003877_ENSSSCT00000056458_243_2193_2719",2,12,24,20,24,19,149,118,241,257
"FAF2_ENSSSCG00000014057_ENSSSCT00000061961_54_1389_1441",11,8,15,32,27,20,124,94,286,342
"FAH_ENSSSCG00000001780_ENSSSCT00000070849_54_1506_1647",10,3,7,5,17,4,9,18,46,67
"FAIM2_ENSSSCG00000000206_ENSSSCT00000000219_90_1038_4331",0,0,0,0,1,0,0,0,0,0
"FAIM_ENSSSCG00000023814_ENSSSCT00000056521_199_937_1231",0,0,1,0,1,0,1,0,1,1
"FAM110A_ENSSSCG00000007200_ENSSSCT00000007879_422_1307_1888",1,4,1,7,13,4,13,17,45,92
"FAM110B_ENSSSCG00000006240_ENSSSCT00000006838_854_1967_2332",2,0,0,1,0,2,0,9,11,28
"FAM110C_ENSSSCG00000053285_ENSSSCT00000094607_67_1042_5273",0,0,0,1,3,1,0,8,0,11
"FAM110D_ENSSSCG00000031074_ENSSSCT00000050399_254_1172_1479",0,0,3,0,3,1,8,1,13,32
"FAM111A_ENSSSCG00000033703_ENSSSCT00000051290_95_1910_2914",24,9,10,9,9,8,10,20,183,119
"FAM111B_ENSSSCG00000013147_ENSSSCT00000014367_455_2651_2812",9,12,8,9,22,6,31,18,115,89
"FAM114A1_ENSSSCG00000008785_ENSSSCT00000090662_26_1706_5752",1,1,2,3,4,1,11,7,1,10
"FAM114A2_ENSSSCG00000017073_ENSSSCT00000032210_51_1500_2751",7,13,19,17,41,22,205,112,312,305
"FAM117A_ENSSSCG00000017551_ENSSSCT00000019105_56_1415_2377",10,54,64,57,42,30,159,208,365,500
"FAM117B_ENSSSCG00000016114_ENSSSCT00000079139_199_1975_5584",3,25,17,10,23,16,71,71,252,277
"FAM118A_ENSSSCG00000000014_ENSSSCT00000000015_281_1352_2433",11,24,7,17,29,11,101,70,161,155
"FAM118B_ENSSSCG00000025806_ENSSSCT00000031087_66_1083_1972",2,9,10,4,19,8,77,23,99,119
"FAM120A_ENSSSCG00000008079_ENSSSCT00000044353_36_3525_4694",58,107,102,40,214,92,774,338,1474,1400
"FAM120B_ENSSSCG00000029697_ENSSSCT00000042748_88_2989_3878",11,17,30,17,32,23,186,90,396,333
"FAM120C_ENSSSCG00000035822_ENSSSCT00000040652_710_3566_8225",8,4,17,8,9,7,59,15,114,107
"FAM124A_ENSSSCG00000029598_ENSSSCT00000028001_120_1746_4754",0,0,0,0,0,0,0,0,3,7
"FAM124B_ENSSSCG00000021852_ENSSSCT00000031748_324_1686_2899",0,0,1,0,1,2,0,0,0,0
"FAM131A_ENSSSCG00000053702_ENSSSCT00000097759_32_1130_2379",3,5,4,1,3,2,18,5,27,40
"FAM131B_ENSSSCG00000028274_ENSSSCT00000057120_193_1273_2539",0,10,5,8,7,3,13,34,29,44
"FAM131C_ENSSSCG00000003470_ENSSSCT00000062471_203_1100_1502",0,1,0,0,12,1,0,10,2,10
"FAM133A_ENSSSCG00000031033_ENSSSCT00000066685_244_988_5258",0,1,0,0,1,0,1,1,0,1
"FAM133B_ENSSSCG00000045005_ENSSSCT00000087764_66_807_1175",5,9,13,8,23,4,38,12,55,72
"FAM135A_ENSSSCG00000004275_ENSSSCT00000004725_498_5049_6563",18,11,11,5,24,4,13,0,83,59
"FAM135B_ENSSSCG00000005939_ENSSSCT00000006522_479_4691_5792",1,2,1,0,1,4,0,0,0,0
"FAM13A_ENSSSCG00000026196_ENSSSCT00000022397_146_3206_5398",11,10,12,3,11,8,16,41,93,148
"FAM13B_ENSSSCG00000029125_ENSSSCT00000041691_508_3349_5593",12,47,66,43,36,39,392,124,600,579
"FAM13C_ENSSSCG00000010209_ENSSSCT00000042655_184_1945_3050",0,0,1,1,2,1,0,0,1,0
"FAM149B1_ENSSSCG00000026898_ENSSSCT00000056961_94_1849_2440",3,7,11,7,4,10,67,48,148,142
"FAM151A_ENSSSCG00000036649_ENSSSCT00000063442_407_2162_2248",0,1,1,2,3,1,0,0,0,0
"FAM161A_ENSSSCG00000008378_ENSSSCT00000009173_66_2100_2495",1,1,2,1,4,2,19,7,32,19
"FAM161B_ENSSSCG00000002353_ENSSSCT00000002617_72_2013_2864",0,1,0,0,176,0,1,1,1,1
"FAM162A_ENSSSCG00000026990_ENSSSCT00000025122_125_590_718",5,4,13,4,28,5,46,34,70,47
"FAM162B_ENSSSCG00000038522_ENSSSCT00000058714_199_682_1147",0,0,0,0,0,0,0,0,0,0
"FAM163A_ENSSSCG00000033352_ENSSSCT00000059629_213_711_5484",0,0,0,0,0,0,0,0,0,0
"FAM167A_ENSSSCG00000032852_ENSSSCT00000059061_810_1440_4201",0,2,2,1,3,2,20,8,26,31
"FAM167B_ENSSSCG00000003616_ENSSSCT00000004011_124_613_874",0,0,0,0,0,1,0,0,0,0
"FAM168A_ENSSSCG00000039996_ENSSSCT00000059255_190_934_6377",5,6,4,9,5,7,47,38,96,117
"FAM168B_ENSSSCG00000033126_ENSSSCT00000057190_72_657_5017",8,2,6,3,8,5,32,26,64,72
"FAM169A_ENSSSCG00000014076_ENSSSCT00000102743_166_2272_5582",0,0,0,0,1,0,0,0,0,1
"FAM170A_ENSSSCG00000014228_ENSSSCT00000045652_199_1201_1255",0,0,0,1,2,1,0,0,0,0
"FAM170B_ENSSSCG00000010387_ENSSSCT00000011371_199_1057_1060",0,0,0,0,0,0,2,0,0,3
"FAM171A1_ENSSSCG00000011047_ENSSSCT00000043229_142_2839_4123",0,0,59,0,1,0,0,1,0,1
"FAM171A2_ENSSSCG00000058254_ENSSSCT00000094132_199_2695_3252",0,154,0,117,276,0,1,1,1,1
"FAM171B_ENSSSCG00000025134_ENSSSCT00000031268_2738_5201_8430",3,10,3,7,10,16,179,49,276,180
"FAM174A_ENSSSCG00000014179_ENSSSCT00000015491_199_772_3445",0,339,199,0,872,0,1,1,1,1
"FAM174B_ENSSSCG00000002265_ENSSSCT00000002523_93_567_2416",0,0,0,0,0,0,0,0,0,0
"FAM174C_ENSSSCG00000056515_ENSSSCT00000061041_199_613_971",2,7,4,5,6,13,113,92,163,159
"FAM177A1_ENSSSCG00000034753_ENSSSCT00000065355_53_809_1170",2,5,2,1,3,5,20,11,75,66
"FAM177B_ENSSSCG00000010837_ENSSSCT00000011856_424_898_2471",0,0,3,0,0,1,0,0,0,0
"FAM178B_ENSSSCG00000008196_ENSSSCT00000008975_112_2059_2771",4,10,0,5,1,1,8,5,40,1
"FAM180A_ENSSSCG00000036403_ENSSSCT00000061939_229_748_5130",1,0,0,0,0,0,0,0,0,1
"FAM180B_ENSSSCG00000013230_ENSSSCT00000014450_345_933_1619",1,2,0,0,1,0,0,0,0,0
"FAM181B_ENSSSCG00000014897_ENSSSCT00000016252_0_1275_1278",0,3,0,1,1,1,5,1,29,4
"FAM184A_ENSSSCG00000004245_ENSSSCT00000084226_464_3893_4156",2,1,2,2,1,1,11,0,0,1
"FAM184B_ENSSSCG00000026232_ENSSSCT00000029582_382_3580_4624",2,0,1,1,2,2,0,0,0,0
"FAM185A_ENSSSCG00000015414_ENSSSCT00000016789_211_1369_3656",0,3,5,7,8,4,41,18,39,52
"FAM186B_ENSSSCG00000000205_ENSSSCT00000000218_0_2811_3071",0,2,0,1,1,1,0,0,1,0
"FAM187A_ENSSSCG00000017344_ENSSSCT00000018880_1759_2998_3242",2,1,0,1,4,2,0,0,0,0
"FAM193A_ENSSSCG00000029745_ENSSSCT00000099273_0_4428_5068",36,78,41,34,43,36,175,220,535,616
"FAM193B_ENSSSCG00000014038_ENSSSCT00000015334_86_2792_3179",21,46,62,20,42,42,275,209,577,755
"FAM199X_ENSSSCG00000012542_ENSSSCT00000033888_272_1436_3740",3,4,6,11,12,8,63,36,131,120
"FAM200A_ENSSSCG00000029175_ENSSSCT00000030995_370_1681_5376",2,1,0,3,5,3,8,0,37,40
"FAM200C_ENSSSCG00000038662_ENSSSCT00000058179_348_2130_3162",0,73,1,106,1,0,1,0,1,1
"FAM204A_ENSSSCG00000010674_ENSSSCT00000087377_69_780_6562",7,17,14,16,53,22,203,91,338,332
"FAM209B_ENSSSCG00000007498_ENSSSCT00000008208_321_831_904",0,1,0,0,48,0,0,0,1,1
"FAM20A_ENSSSCG00000017258_ENSSSCT00000018787_199_1822_2164",0,0,0,0,0,0,0,0,0,9
"FAM20B_ENSSSCG00000015524_ENSSSCT00000063189_836_2063_5980",7,7,10,5,7,3,24,10,42,42
"FAM20C_ENSSSCG00000020813_ENSSSCT00000029086_594_2349_2965",26,10,10,6,34,6,24,10,85,137
"FAM210A_ENSSSCG00000058331_ENSSSCT00000027780_0_816_2639",3,8,8,6,9,3,38,17,42,34
"FAM210B_ENSSSCG00000007492_ENSSSCT00000008201_60_777_3124",297,335,1,479,1776,0,1,1,1,1
"FAM216A_ENSSSCG00000009822_ENSSSCT00000010765_270_1038_2517",1,1,2,2,6,2,10,0,9,27
"FAM216B_ENSSSCG00000009428_ENSSSCT00000010335_28_583_2040",0,0,0,0,0,0,0,0,0,0
"FAM217B_ENSSSCG00000007531_ENSSSCT00000088520_705_1845_4902",4,16,4,7,21,7,72,41,82,87
"FAM219A_ENSSSCG00000058971_ENSSSCT00000105653_294_852_4297",1,3,2,1,8,2,21,1,23,34
"FAM219B_ENSSSCG00000029776_ENSSSCT00000030213_19_598_5625",197,406,1,1,459,0,1,1,1,1
"FAM221A_ENSSSCG00000038792_ENSSSCT00000049723_39_1032_1170",0,27,0,0,0,0,1,0,1,0
"FAM221B_ENSSSCG00000005324_ENSSSCT00000005863_0_1326_1415",2,2,0,1,1,2,0,13,9,30
"FAM222A_ENSSSCG00000009927_ENSSSCT00000010878_171_1533_2767",0,59,0,1,1,0,1,0,1,1
"FAM222B_ENSSSCG00000039321_ENSSSCT00000045886_165_1857_4181",1,13,5,15,17,5,32,34,47,79
"FAM228B_ENSSSCG00000008584_ENSSSCT00000037752_412_1204_1373",2,3,2,1,2,2,8,16,6,20
"FAM234A_ENSSSCG00000007980_ENSSSCT00000054462_178_1831_2482",1,2,4,4,14,9,21,37,136,159
"FAM234B_ENSSSCG00000000619_ENSSSCT00000060779_488_2357_3386",6,5,11,5,4,3,22,8,36,25
"FAM237B_ENSSSCG00000031091_ENSSSCT00000063465_263_680_3004",0,54,0,0,46,0,1,0,1,1
"FAM240A_ENSSSCG00000032551_ENSSSCT00000037017_0_261_829",0,0,1,0,0,0,0,0,0,0
"FAM240B_ENSSSCG00000032993_ENSSSCT00000057458_0_228_1120",0,0,0,0,0,0,0,0,0,0
"FAM241A_ENSSSCG00000055744_ENSSSCT00000040840_207_630_2916",3,1,4,4,8,3,22,16,31,35
"FAM32A_ENSSSCG00000013855_ENSSSCT00000015134_33_369_1591",30,14,20,14,42,22,179,125,326,337
"FAM3A_ENSSSCG00000028934_ENSSSCT00000025783_470_1160_1717",13,20,25,15,28,9,60,58,127,117
"FAM3C_ENSSSCG00000016616_ENSSSCT00000062708_158_839_3344",9,12,29,15,11,14,173,40,157,221
"FAM43A_ENSSSCG00000011828_ENSSSCT00000012940_175_1447_2130",24,20,22,9,21,15,85,64,150,325
"FAM43B_ENSSSCG00000030706_ENSSSCT00000032584_407_1550_2479",0,1,1,0,0,2,11,5,23,19
"FAM50A_ENSSSCG00000025303_ENSSSCT00000089389_83_1607_1610",23,55,61,38,66,48,356,326,657,716
"FAM50B_ENSSSCG00000026323_ENSSSCT00000028061_0_990_993",0,0,0,0,0,0,0,10,0,1
"FAM53A_ENSSSCG00000032633_ENSSSCT00000045577_234_1311_2315",1,12,6,3,6,8,14,55,103,123
"FAM53B_ENSSSCG00000010732_ENSSSCT00000057914_183_1461_2861",24,71,45,31,43,50,289,298,712,887
"FAM53C_ENSSSCG00000021092_ENSSSCT00000038373_194_1307_4059",5,9,5,8,24,12,79,83,145,185
"FAM76A_ENSSSCG00000027894_ENSSSCT00000030027_120_1038_3228",4,24,9,11,26,11,83,35,171,181
"FAM76B_ENSSSCG00000014967_ENSSSCT00000016328_312_1329_3902",3,5,10,6,24,7,56,24,101,93
"FAM78A_ENSSSCG00000028172_ENSSSCT00000023759_906_1755_4308",18,37,28,13,53,45,305,342,624,653
"FAM78B_ENSSSCG00000006321_ENSSSCT00000006928_199_982_1397",0,0,4,2,1,2,0,0,0,0
"FAM81A_ENSSSCG00000004586_ENSSSCT00000005065_134_1265_3739",85,0,71,0,171,0,0,0,1,1
"FAM81B_ENSSSCG00000026175_ENSSSCT00000029964_0_1347_2351",0,0,1,0,0,0,0,0,1,0
"FAM83A_ENSSSCG00000005986_ENSSSCT00000006569_164_1463_1765",0,0,0,0,1,1,0,0,0,1
"FAM83B_ENSSSCG00000001483_ENSSSCT00000001655_687_3720_7813",0,0,1,0,0,3,0,0,0,0
"FAM83D_ENSSSCG00000007351_ENSSSCT00000089532_102_1851_2861",4,3,3,0,14,1,12,1,12,28
"FAM83E_ENSSSCG00000025975_ENSSSCT00000032098_1523_3023_3572",0,3,5,3,2,1,0,18,0,0
"FAM83F_ENSSSCG00000000079_ENSSSCT00000088024_49_1588_3828",0,70,1,0,0,0,0,1,0,1
"FAM83G_ENSSSCG00000018047_ENSSSCT00000019642_89_2525_3062",0,0,115,0,281,0,1,0,1,1
"FAM83H_ENSSSCG00000036964_ENSSSCT00000038280_199_4300_4303",0,4,1,3,11,2,4,12,20,38
"FAM89A_ENSSSCG00000038765_ENSSSCT00000053709_87_621_4706",3,7,8,3,14,7,52,39,101,103
"FAM89B_ENSSSCG00000035604_ENSSSCT00000083973_142_610_613",3,13,23,5,11,8,31,40,111,115
"FAM8A1_ENSSSCG00000001070_ENSSSCT00000086870_123_1275_4286",0,1,3,1,4,3,18,6,35,58
"FAM91A1_ENSSSCG00000024424_ENSSSCT00000027516_1066_3571_6419",6,19,23,10,44,24,210,65,385,389
"FAM98A_ENSSSCG00000008508_ENSSSCT00000009310_100_1660_5006",18,12,28,9,45,14,149,44,183,208
"FAM98B_ENSSSCG00000004792_ENSSSCT00000005291_276_1560_2182",2,9,18,10,27,12,104,39,180,190
"FAM98C_ENSSSCG00000002959_ENSSSCT00000003282_35_1106_1290",1,6,2,2,5,4,29,26,57,57
"FAN1_ENSSSCG00000004845_ENSSSCT00000041967_322_3646_4983",9,8,13,10,19,10,73,21,178,166
"FANCA_ENSSSCG00000024687_ENSSSCT00000031647_2_4430_4514",4,6,8,5,23,9,69,77,89,103
"FANCB_ENSSSCG00000012130_ENSSSCT00000013269_230_2798_4374",0,0,4,3,6,3,23,0,22,40
"FANCC_ENSSSCG00000033654_ENSSSCT00000045875_272_1958_6926",0,5,6,2,3,3,20,6,29,39
"FANCD2_ENSSSCG00000011563_ENSSSCT00000057723_44_4394_6579",9,5,10,21,37,20,178,119,249,261
"FANCE_ENSSSCG00000001546_ENSSSCT00000026873_0_1614_2618",2,8,16,13,29,7,46,38,108,113
"FANCF_ENSSSCG00000037501_ENSSSCT00000062285_0_1077_1080",0,0,0,1,4,1,18,0,14,15
"FANCG_ENSSSCG00000034874_ENSSSCT00000026457_61_1762_2054",6,24,29,22,16,24,173,136,347,402
"FANCI_ENSSSCG00000001837_ENSSSCT00000002059_108_4086_4768",5,14,10,12,39,13,122,65,153,209
"FANCL_ENSSSCG00000008394_ENSSSCT00000059199_62_1196_1699",0,5,5,6,5,2,26,4,20,29
"FANCM_ENSSSCG00000005000_ENSSSCT00000005515_0_6000_6121",3,4,19,6,11,3,35,0,34,42
"FANK1_ENSSSCG00000010745_ENSSSCT00000075844_72_1110_4635",0,0,0,1,1,0,0,0,0,0
"FAP_ENSSSCG00000015896_ENSSSCT00000036390_227_2507_3355",0,0,0,0,0,1,0,0,0,60
"FAR1_ENSSSCG00000021170_ENSSSCT00000065337_744_2349_2463",12,32,34,13,24,20,199,46,283,314
"FAR2_ENSSSCG00000000541_ENSSSCT00000049881_181_1726_6657",2,3,8,5,6,8,71,40,96,122
"FARP1_ENSSSCG00000026863_ENSSSCT00000077124_478_3604_4929",1,260,0,272,1487,0,1,1,1,1
"FARP2_ENSSSCG00000016368_ENSSSCT00000066291_104_3554_3931",1,5,7,3,3,4,19,0,42,73
"FARS2_ENSSSCG00000038717_ENSSSCT00000038701_0_1320_1472",1,8,8,2,12,4,26,28,51,43
"FARSA_ENSSSCG00000013745_ENSSSCT00000015019_5_1529_5331",13,32,29,19,85,29,204,226,354,402
"FASLG_ENSSSCG00000022226_ENSSSCT00000026331_224_1070_2390",2,4,1,5,1,5,15,4,41,143
"FASN_ENSSSCG00000029944_ENSSSCT00000026033_96_7626_8101",64,185,123,134,626,138,749,880,1891,2068
"FASTKD1_ENSSSCG00000015933_ENSSSCT00000025574_0_2535_2538",3,7,10,5,4,5,47,25,72,73
"FASTKD2_ENSSSCG00000016134_ENSSSCT00000017567_152_2219_3687",6,8,8,3,10,5,39,34,68,84
"FASTKD3_ENSSSCG00000017099_ENSSSCT00000063685_391_2377_2611",3,1,4,8,11,5,50,21,54,76
"FASTKD5_ENSSSCG00000045134_ENSSSCT00000082528_2951_5390_6675",6,20,5,13,13,18,133,54,231,338
"FASTK_ENSSSCG00000024184_ENSSSCT00000028709_125_1751_1851",7,9,7,12,38,8,74,48,103,117
"FAS_ENSSSCG00000010448_ENSSSCT00000011433_219_1281_2846",0,3,4,7,9,5,63,28,52,51
"FAT2_ENSSSCG00000017084_ENSSSCT00000018600_0_12855_12858",0,3,0,5,8,2,0,0,0,0
"FAT4_ENSSSCG00000036155_ENSSSCT00000056583_0_14649_15797",2,0,2,1,1,1,0,0,0,1
"FATE1_ENSSSCG00000039345_ENSSSCT00000062322_448_961_1337",0,0,0,1,1,1,0,0,0,0
"FAU_ENSSSCG00000027057_ENSSSCT00000027683_353_752_801",19,109,113,70,156,72,598,625,860,817
"FAXDC2_ENSSSCG00000017068_ENSSSCT00000043025_286_1300_2815",0,0,1,3,4,1,1,12,1,6
"FBF1_ENSSSCG00000017197_ENSSSCT00000043579_763_4150_4153",7,15,18,6,13,14,94,74,208,237
"FBH1_ENSSSCG00000030030_ENSSSCT00000026184_138_3006_6235",24,28,66,20,57,48,321,309,701,705
"FBLIM1_ENSSSCG00000003465_ENSSSCT00000057199_199_1444_6292",0,1,1,1,3,1,0,9,1,1
"FBLL1_ENSSSCG00000017013_ENSSSCT00000018525_0_996_999",0,0,1,0,0,1,0,0,1,1
"FBLN1_ENSSSCG00000000010_ENSSSCT00000046398_0_2457_3110",1,115,1,121,184,0,1,1,0,1
"FBLN2_ENSSSCG00000011609_ENSSSCT00000012706_126_3789_4228",3,16,27,12,21,3,11,31,12,56
"FBLN5_ENSSSCG00000002444_ENSSSCT00000002714_291_1674_2458",0,0,0,0,0,1,23,21,1,49
"FBLN7_ENSSSCG00000008101_ENSSSCT00000008874_217_1534_3229",0,0,0,0,1,0,0,0,1,1
