"","H2","H3","H6","H7","H8","W1","W10","W6","W7","W9"
"FBL_ENSSSCG00000030510_ENSSSCT00000022996_122_1085_1167",13,37,64,36,136,40,309,321,483,469
"FBN1_ENSSSCG00000004658_ENSSSCT00000005143_830_9443_9527",0,6,8,0,7,3,27,0,3,58
"FBN2_ENSSSCG00000014256_ENSSSCT00000085839_225_8955_10501",0,1,1,1,0,2,0,0,9,36
"FBN3_ENSSSCG00000013594_ENSSSCT00000032576_154_8728_9416",1,0,3,2,2,2,0,0,0,0
"FBP1_ENSSSCG00000031174_ENSSSCT00000065852_131_1145_1732",4,5,6,1,1,5,33,34,44,74
"FBP2_ENSSSCG00000010947_ENSSSCT00000049672_197_1229_1232",0,2,0,0,0,0,0,0,0,0
"FBRS_ENSSSCG00000025794_ENSSSCT00000085041_199_3145_3878",11,43,68,36,83,40,221,240,596,714
"FBXL12_ENSSSCG00000013670_ENSSSCT00000014934_926_2105_2762",2,6,8,2,8,7,65,36,61,120
"FBXL15_ENSSSCG00000038504_ENSSSCT00000055006_131_1031_1174",5,7,2,7,9,5,27,36,54,61
"FBXL16_ENSSSCG00000008006_ENSSSCT00000008774_303_1734_3326",1,0,0,0,0,0,0,1,1,1
"FBXL17_ENSSSCG00000014190_ENSSSCT00000015504_0_2100_4838",5,8,24,9,14,11,89,55,143,143
"FBXL18_ENSSSCG00000038526_ENSSSCT00000087163_97_2248_3252",8,17,10,8,6,8,42,45,115,131
"FBXL19_ENSSSCG00000028186_ENSSSCT00000024499_0_2082_3667",16,15,9,11,31,15,92,85,208,257
"FBXL20_ENSSSCG00000017506_ENSSSCT00000096722_0_1392_2396",4,25,10,21,16,4,31,21,49,54
"FBXL2_ENSSSCG00000039802_ENSSSCT00000055129_86_1355_4120",0,0,1,1,24,0,0,0,0,1
"FBXL3_ENSSSCG00000009472_ENSSSCT00000059559_148_1435_3322",2,15,14,6,14,11,98,27,130,194
"FBXL4_ENSSSCG00000004347_ENSSSCT00000004804_373_2236_2641",3,4,7,2,3,4,28,14,63,49
"FBXL5_ENSSSCG00000008740_ENSSSCT00000009562_81_2154_5209",37,22,85,64,61,61,504,261,1005,891
"FBXL6_ENSSSCG00000005909_ENSSSCT00000006489_16_1606_1953",2,3,6,4,9,8,51,50,99,148
"FBXL7_ENSSSCG00000028239_ENSSSCT00000025512_199_1711_4318",1,0,0,1,0,0,0,0,0,0
"FBXL8_ENSSSCG00000002793_ENSSSCT00000003093_415_1534_1537",1,1,2,0,2,1,7,1,6,16
"FBXO10_ENSSSCG00000005350_ENSSSCT00000028359_115_2971_4573",2,2,12,5,4,3,6,17,53,40
"FBXO11_ENSSSCG00000029485_ENSSSCT00000067829_45_2883_3291",5,24,42,38,31,21,159,62,312,402
"FBXO15_ENSSSCG00000004873_ENSSSCT00000005379_52_1579_1707",0,0,0,0,0,0,0,0,4,2
"FBXO16_ENSSSCG00000052939_ENSSSCT00000055664_312_1326_4666",0,0,3,2,0,0,0,0,0,0
"FBXO17_ENSSSCG00000038805_ENSSSCT00000058627_268_1153_1548",1,13,11,4,9,1,16,14,15,28
"FBXO21_ENSSSCG00000009858_ENSSSCT00000010806_30_1890_7796",8,14,17,7,41,23,168,130,252,419
"FBXO22_ENSSSCG00000061790_ENSSSCT00000066073_44_1256_6412",3,5,6,4,6,6,45,49,78,59
"FBXO24_ENSSSCG00000025096_ENSSSCT00000066543_0_1851_2855",1,0,0,1,97,0,1,1,1,1
"FBXO25_ENSSSCG00000023665_ENSSSCT00000060450_53_1154_2149",4,5,11,3,8,5,42,15,63,86
"FBXO28_ENSSSCG00000024618_ENSSSCT00000074513_0_1101_5018",6,7,13,7,10,9,69,38,131,146
"FBXO2_ENSSSCG00000025667_ENSSSCT00000042132_72_963_1255",0,0,0,0,176,0,0,0,1,1
"FBXO30_ENSSSCG00000004121_ENSSSCT00000041085_16_2239_9140",6,8,9,13,18,8,82,18,111,139
"FBXO31_ENSSSCG00000002654_ENSSSCT00000050004_15_1626_4886",3,27,21,17,43,15,80,85,222,230
"FBXO32_ENSSSCG00000005981_ENSSSCT00000044541_222_1287_6403",2,7,7,6,20,5,36,25,66,78
"FBXO33_ENSSSCG00000004989_ENSSSCT00000005503_3_1677_3470",4,16,22,8,14,15,150,72,205,199
"FBXO34_ENSSSCG00000005057_ENSSSCT00000043920_1_2287_3357",154,1,1,189,0,0,1,0,1,1
"FBXO36_ENSSSCG00000016259_ENSSSCT00000017704_10_574_884",0,2,0,0,0,1,0,0,10,0
"FBXO38_ENSSSCG00000014427_ENSSSCT00000015769_134_3695_4323",18,59,83,28,82,36,244,183,513,607
"FBXO39_ENSSSCG00000017886_ENSSSCT00000019464_42_1371_2748",1,226,440,227,801,0,1,1,1,1
"FBXO3_ENSSSCG00000013308_ENSSSCT00000014534_12_1425_3116",7,10,13,7,21,14,111,54,214,225
"FBXO40_ENSSSCG00000011885_ENSSSCT00000013002_322_2440_5409",1,0,1,1,5,3,16,0,16,50
"FBXO41_ENSSSCG00000008302_ENSSSCT00000065842_303_2925_6954",0,1,1,0,1,1,0,0,0,1
"FBXO42_ENSSSCG00000024794_ENSSSCT00000032385_216_2367_6574",5,21,26,17,14,16,134,67,211,279
"FBXO46_ENSSSCG00000038367_ENSSSCT00000047019_138_1956_3039",10,16,4,8,22,8,47,45,109,149
"FBXO47_ENSSSCG00000036532_ENSSSCT00000044590_220_1573_2577",0,0,0,2,0,1,0,0,0,0
"FBXO48_ENSSSCG00000008347_ENSSSCT00000009141_337_790_2556",0,4,2,3,11,5,6,21,61,79
"FBXO4_ENSSSCG00000016865_ENSSSCT00000068663_9_1170_3470",0,7,7,5,9,5,38,23,58,63
"FBXO5_ENSSSCG00000004077_ENSSSCT00000071576_82_1408_6128",1,3,4,4,3,4,44,20,41,54
"FBXO6_ENSSSCG00000062839_ENSSSCT00000062668_30_846_1028",11,6,16,4,9,9,42,54,127,112
"FBXO7_ENSSSCG00000000156_ENSSSCT00000000164_305_1886_2174",1,15,21,14,28,20,164,125,251,239
"FBXO8_ENSSSCG00000009702_ENSSSCT00000010637_274_1231_1709",6,9,5,4,11,8,63,43,79,132
"FBXO9_ENSSSCG00000002629_ENSSSCT00000066577_157_1471_1957",28,23,17,10,39,17,129,76,242,270
"FBXW11_ENSSSCG00000023307_ENSSSCT00000048792_199_1888_4397",7,35,31,14,56,18,160,70,261,282
"FBXW4_ENSSSCG00000010566_ENSSSCT00000011558_199_2089_2652",5,16,29,14,15,17,88,94,212,298
"FBXW5_ENSSSCG00000005839_ENSSSCT00000006418_185_1886_2377",19,15,34,29,14,10,65,71,124,149
"FBXW7_ENSSSCG00000020879_ENSSSCT00000027687_406_2521_2590",14,42,80,60,129,55,341,789,380,470
"FBXW8_ENSSSCG00000009860_ENSSSCT00000056206_0_1788_1791",0,0,0,0,34,0,1,0,1,1
"FBXW9_ENSSSCG00000013725_ENSSSCT00000014999_77_1451_1760",0,1,0,0,3,1,12,0,11,19
"FCAR_ENSSSCG00000003284_ENSSSCT00000003648_101_893_1778",0,0,0,0,0,0,0,0,1,2
"FCER1A_ENSSSCG00000006413_ENSSSCT00000035996_67_850_1023",0,4,8,12,7,1,31,13,22,12
"FCER1G_ENSSSCG00000006357_ENSSSCT00000033667_128_386_680",34,47,32,17,65,39,339,231,583,567
"FCF1_ENSSSCG00000039202_ENSSSCT00000038693_46_640_1253",0,21,18,29,24,6,41,20,88,99
"FCGR1A_ENSSSCG00000006678_ENSSSCT00000036053_56_1094_1329",0,0,4,3,1,5,1,6,48,138
"FCGRT_ENSSSCG00000003187_ENSSSCT00000040684_106_1402_1405",54,53,34,42,174,45,219,242,646,778
"FCHO1_ENSSSCG00000013885_ENSSSCT00000071888_180_2841_3103",10,53,52,64,57,32,220,173,442,566
"FCHO2_ENSSSCG00000022661_ENSSSCT00000061003_104_2531_5321",4,6,17,5,10,8,37,18,141,129
"FCHSD1_ENSSSCG00000014390_ENSSSCT00000015727_25_2101_4377",11,29,34,10,40,18,136,105,279,257
"FCHSD2_ENSSSCG00000014820_ENSSSCT00000036874_176_2468_4394",7,46,49,37,74,54,325,218,858,872
"FCMR_ENSSSCG00000015656_ENSSSCT00000017053_87_1347_1967",11,82,87,83,61,71,433,310,1049,1148
"FCN2_ENSSSCG00000023333_ENSSSCT00000092213_228_1527_1741",10,0,4,3,8,6,29,26,52,48
"FCRL1_ENSSSCG00000006456_ENSSSCT00000040623_474_1782_2914",3,16,21,8,15,12,65,49,155,214
"FCRL3_ENSSSCG00000006457_ENSSSCT00000064409_135_2322_4824",7,45,52,34,38,22,176,94,339,329
"FCRL4_ENSSSCG00000006458_ENSSSCT00000070538_113_1847_2922",1,494,1153,742,664,0,1,0,1,1
"FCRL6_ENSSSCG00000006397_ENSSSCT00000100479_86_1382_1385",0,1,1,3,1,3,15,10,33,43
"FCRLA_ENSSSCG00000030246_ENSSSCT00000024613_22_1150_2655",11,11,36,18,19,7,77,36,118,87
"FCRLB_ENSSSCG00000006348_ENSSSCT00000006956_0_1275_1880",0,0,1,0,0,0,1,0,1,0
"FCSK_ENSSSCG00000025425_ENSSSCT00000063095_156_3468_6292",11,50,40,21,34,30,203,147,496,445
"FDFT1_ENSSSCG00000026044_ENSSSCT00000055183_60_1311_7422",5,6,16,14,73,19,175,70,276,190
"FDPS_ENSSSCG00000006512_ENSSSCT00000007132_148_1411_1428",21,24,40,15,82,21,183,144,284,235
"FDX1_ENSSSCG00000035945_ENSSSCT00000065716_170_728_6561",9,6,4,1,20,3,11,13,40,56
"FDX2_ENSSSCG00000062738_ENSSSCT00000041123_19_577_849",2,8,8,1,8,7,42,60,87,89
"FDXACB1_ENSSSCG00000021871_ENSSSCT00000027060_11_1886_4863",1,0,2,2,1,2,12,14,13,27
"FDXR_ENSSSCG00000017227_ENSSSCT00000039802_0_1581_1907",4,4,2,5,16,5,31,42,38,61
"FECH_ENSSSCG00000004541_ENSSSCT00000053748_199_1579_7031",3,7,22,11,18,15,120,86,191,220
"FEM1A_ENSSSCG00000037153_ENSSSCT00000039016_0_1992_1995",13,28,40,54,25,34,195,272,418,546
"FEM1B_ENSSSCG00000022419_ENSSSCT00000031923_304_2185_4610",10,15,19,7,10,14,92,58,219,207
"FEM1C_ENSSSCG00000014217_ENSSSCT00000041545_302_2153_5445",0,9,9,8,18,10,97,26,141,116
"FEN1_ENSSSCG00000063433_ENSSSCT00000100302_2835_3975_4716",14,21,9,16,51,23,200,217,217,269
"FER1L5_ENSSSCG00000025022_ENSSSCT00000029007_112_6277_6280",0,1,1,1,1,0,1,0,0,1
"FER1L6_ENSSSCG00000033333_ENSSSCT00000037221_121_5695_7219",1,3,0,2,1,4,0,0,0,0
"FERMT1_ENSSSCG00000007052_ENSSSCT00000007723_256_2284_3312",0,0,82,0,301,0,0,0,0,1
"FERMT2_ENSSSCG00000005041_ENSSSCT00000067646_37_2365_3466",0,0,1,0,1,1,1,0,0,10
"FERMT3_ENSSSCG00000013041_ENSSSCT00000014254_199_2206_2693",169,371,136,141,277,167,1288,1371,2100,2013
"FERRY3_ENSSSCG00000000723_ENSSSCT00000092258_79_1741_2183",3,6,7,11,17,8,78,29,106,123
"FER_ENSSSCG00000027074_ENSSSCT00000024375_267_2733_6838",2,3,3,8,12,8,69,15,118,113
"FES_ENSSSCG00000001818_ENSSSCT00000002037_804_3270_3489",95,48,68,46,73,58,254,261,955,985
"FETUB_ENSSSCG00000011800_ENSSSCT00000012912_58_1189_1309",0,0,0,0,0,0,0,0,0,0
"FEV_ENSSSCG00000035988_ENSSSCT00000056776_266_977_1594",0,1,0,1,0,0,0,0,0,0
"FEZ1_ENSSSCG00000015212_ENSSSCT00000016578_293_1469_1809",0,0,3,4,2,1,0,0,0,0
"FEZ2_ENSSSCG00000008503_ENSSSCT00000023347_7_1135_2996",4,2,6,8,3,5,53,28,66,66
"FEZF1_ENSSSCG00000031221_ENSSSCT00000038125_2863_4288_5000",1,1,0,0,2,2,0,0,0,0
"FEZF2_ENSSSCG00000011487_ENSSSCT00000024300_330_1707_2654",0,0,0,1,0,2,0,0,0,0
"FFAR2_ENSSSCG00000032438_ENSSSCT00000060561_562_1549_2307",3,8,4,2,9,3,17,8,37,43
"FFAR4_ENSSSCG00000010478_ENSSSCT00000054114_48_1131_1415",0,0,1,0,1,0,0,0,0,1
"FGB_ENSSSCG00000008997_ENSSSCT00000009854_60_1662_1665",1,1,0,0,2,1,0,11,1,11
"FGD1_ENSSSCG00000012335_ENSSSCT00000013489_389_3269_3856",4,5,1,0,8,4,4,19,28,77
"FGD2_ENSSSCG00000001572_ENSSSCT00000050416_220_2188_2550",24,22,23,8,27,14,103,85,224,149
"FGD3_ENSSSCG00000028185_ENSSSCT00000031246_439_2644_4949",35,183,181,247,244,185,1267,851,2724,3121
"FGD4_ENSSSCG00000000530_ENSSSCT00000039923_201_3021_4010",22,12,13,8,14,12,67,14,184,215
"FGD5_ENSSSCG00000011598_ENSSSCT00000012695_141_4569_5722",1,2,7,2,5,4,0,0,0,154
"FGD6_ENSSSCG00000000901_ENSSSCT00000062706_359_4634_4637",1,3,3,3,7,4,32,0,28,55
"FGF10_ENSSSCG00000016878_ENSSSCT00000018382_612_1245_3984",0,1,0,2,1,1,0,0,0,0
"FGF11_ENSSSCG00000051794_ENSSSCT00000078649_68_371_1911",1,0,0,79,1,0,1,1,1,1
"FGF12_ENSSSCG00000038584_ENSSSCT00000052052_623_1244_3184",0,0,0,0,0,0,0,0,0,0
"FGF14_ENSSSCG00000009527_ENSSSCT00000010445_28_769_2680",0,1,0,0,0,0,0,0,0,0
"FGF16_ENSSSCG00000022833_ENSSSCT00000030963_199_820_1722",0,0,0,0,1,0,0,0,0,0
"FGF17_ENSSSCG00000009609_ENSSSCT00000010532_199_844_1753",0,0,0,0,0,1,0,0,0,0
"FGF18_ENSSSCG00000016997_ENSSSCT00000073158_103_724_1083",0,1,0,0,0,0,1,1,1,1
"FGF19_ENSSSCG00000012871_ENSSSCT00000058728_199_856_1860",0,0,0,0,1,0,0,0,0,0
"FGF1_ENSSSCG00000024954_ENSSSCT00000028925_598_1063_4574",0,1,0,0,0,0,0,0,0,0
"FGF20_ENSSSCG00000006980_ENSSSCT00000007645_6_636_645",0,0,1,0,0,0,0,0,0,0
"FGF21_ENSSSCG00000003140_ENSSSCT00000003482_2044_2668_2769",1,0,0,2,3,1,0,0,8,11
"FGF22_ENSSSCG00000039236_ENSSSCT00000065953_47_557_1361",0,0,0,0,0,0,0,2,3,1
"FGF23_ENSSSCG00000052449_ENSSSCT00000093186_0_729_1733",0,0,0,0,0,0,0,0,0,0
"FGF3_ENSSSCG00000061049_ENSSSCT00000103073_199_895_1899",0,0,0,1,0,0,0,0,0,0
"FGF4_ENSSSCG00000012870_ENSSSCT00000014067_199_817_1821",0,1,0,0,0,0,0,0,0,0
"FGF5_ENSSSCG00000058425_ENSSSCT00000105338_199_1012_2016",0,2,1,0,0,1,0,0,0,0
"FGF6_ENSSSCG00000032662_ENSSSCT00000052230_245_869_5060",0,0,0,1,0,0,0,0,0,0
"FGF7_ENSSSCG00000056997_ENSSSCT00000056886_266_848_1797",0,0,3,0,0,0,0,0,0,0
"FGF8_ENSSSCG00000036146_ENSSSCT00000071754_199_931_1168",0,1,0,0,0,0,0,0,0,0
"FGF9_ENSSSCG00000009278_ENSSSCT00000010161_33_657_1174",0,0,0,0,2,1,0,0,0,7
"FGFBP3_ENSSSCG00000010466_ENSSSCT00000011454_115_883_1297",0,0,0,0,1,0,1,0,0,1
"FGFR1OP2_ENSSSCG00000000554_ENSSSCT00000032540_267_1026_2980",11,7,5,17,10,15,150,48,207,221
"FGFR1_ENSSSCG00000015815_ENSSSCT00000033078_135_2595_3296",0,5,2,2,5,5,36,24,65,87
"FGFR2_ENSSSCG00000010698_ENSSSCT00000036109_610_3127_4629",0,0,0,1,109,0,0,0,0,1
"FGFR3_ENSSSCG00000030827_ENSSSCT00000036294_278_2690_3841",1,3,1,1,8,4,36,14,52,26
"FGFR4_ENSSSCG00000014047_ENSSSCT00000036577_229_2629_3186",0,0,0,0,8,1,0,0,0,1
"FGFRL1_ENSSSCG00000036512_ENSSSCT00000059244_2851_4549_5375",4,1,0,2,1,2,0,13,20,11
"FGGY_ENSSSCG00000003828_ENSSSCT00000004237_246_1926_1929",7,3,4,3,7,3,28,12,49,39
"FGL1_ENSSSCG00000035335_ENSSSCT00000037614_91_1039_3352",0,0,0,0,0,0,0,0,0,0
"FGL2_ENSSSCG00000015413_ENSSSCT00000016788_107_1592_4519",40,20,64,34,45,62,367,89,1096,1133
"FGR_ENSSSCG00000003578_ENSSSCT00000042490_231_1812_3421",121,46,78,66,105,73,156,246,1159,1552
"FHAD1_ENSSSCG00000003455_ENSSSCT00000003836_166_4606_5610",1,2,1,1,4,1,0,0,0,1
"FHDC1_ENSSSCG00000009011_ENSSSCT00000039703_137_3413_4417",0,1,3,0,4,1,3,6,15,15
"FHIP1A_ENSSSCG00000020717_ENSSSCT00000026948_693_3825_4770",1,0,0,41,65,0,1,0,0,1
"FHIP1B_ENSSSCG00000014632_ENSSSCT00000035407_320_3275_3428",20,21,17,7,21,13,48,57,239,204
"FHIP2A_ENSSSCG00000010652_ENSSSCT00000011651_83_2378_2781",11,21,13,23,22,13,127,28,218,175
"FHIP2B_ENSSSCG00000009614_ENSSSCT00000010537_33_2244_3704",14,41,20,21,37,6,41,29,80,95
"FHIT_ENSSSCG00000035818_ENSSSCT00000037277_367_814_1121",0,1,86,91,1,0,1,1,1,1
"FHL3_ENSSSCG00000003644_ENSSSCT00000004043_46_916_1385",4,11,9,5,17,10,67,85,138,117
"FHL5_ENSSSCG00000004340_ENSSSCT00000004796_176_1028_2869",0,0,0,0,1,0,0,0,0,0
"FHOD1_ENSSSCG00000026116_ENSSSCT00000092387_82_3637_3845",33,25,37,13,39,29,168,211,345,465
"FHOD3_ENSSSCG00000027935_ENSSSCT00000042323_114_4893_5407",1,74,75,77,515,0,1,1,0,0
"FH_ENSSSCG00000028178_ENSSSCT00000030683_23_1559_3147",14,21,57,18,94,30,240,171,370,425
"FIBCD1_ENSSSCG00000005707_ENSSSCT00000006276_306_1689_5040",0,0,0,19,0,0,0,0,0,1
"FIBIN_ENSSSCG00000022592_ENSSSCT00000032511_500_1133_3341",0,0,0,0,0,1,0,35,0,27
"FIBP_ENSSSCG00000012969_ENSSSCT00000014176_195_1266_1322",6,21,16,16,38,16,127,115,229,230
"FICD_ENSSSCG00000009945_ENSSSCT00000010897_1442_2816_5727",3,3,9,4,6,8,69,45,90,123
"FIG4_ENSSSCG00000004405_ENSSSCT00000004868_193_2923_3710",9,23,10,8,8,14,97,42,192,233
"FIGNL1_ENSSSCG00000023303_ENSSSCT00000024930_209_2234_2951",1,0,8,3,10,6,61,12,54,95
"FIGNL2_ENSSSCG00000062762_ENSSSCT00000099585_0_1968_1971",1,1,1,0,122,0,1,1,1,1
"FIGN_ENSSSCG00000034262_ENSSSCT00000057168_597_2874_4820",2,1,2,0,0,0,0,0,0,0
"FILIP1L_ENSSSCG00000011972_ENSSSCT00000036967_448_4009_6968",1,2,2,3,2,2,17,0,22,42
"FILIP1_ENSSSCG00000004479_ENSSSCT00000052001_383_4031_7790",0,2,2,2,2,3,44,0,1,29
"FIRRM_ENSSSCG00000006284_ENSSSCT00000006884_71_2672_2818",3,3,10,4,11,6,66,17,60,85
"FIS1_ENSSSCG00000038938_ENSSSCT00000041307_79_535_1539",15,29,7,29,49,21,149,177,269,259
"FITM1_ENSSSCG00000002007_ENSSSCT00000002246_10_880_960",0,1,0,0,0,0,1,0,1,1
"FITM2_ENSSSCG00000037912_ENSSSCT00000053124_93_807_3589",0,2,0,1,4,1,0,5,11,18
"FIZ1_ENSSSCG00000061310_ENSSSCT00000096393_0_1479_2483",5,0,4,0,7,1,8,12,22,24
"FJX1_ENSSSCG00000025588_ENSSSCT00000027305_259_1570_2500",0,1,0,1,6,1,2,7,14,36
"FKBP10_ENSSSCG00000017422_ENSSSCT00000068513_31_1774_2637",0,0,1,1,5819,0,1,1,1,1
"FKBP11_ENSSSCG00000059895_ENSSSCT00000086420_90_528_531",19,19,36,14,70,19,165,149,225,236
"FKBP14_ENSSSCG00000037575_ENSSSCT00000057687_173_806_2611",1,0,0,1,4,1,9,6,8,14
"FKBP15_ENSSSCG00000005477_ENSSSCT00000107204_70_3772_4777",48,28,82,47,46,39,253,182,604,611
"FKBP1B_ENSSSCG00000045531_ENSSSCT00000009398_109_433_909",1,3,3,0,6,1,5,8,18,25
"FKBP2_ENSSSCG00000033757_ENSSSCT00000048189_4_490_568",9,13,9,3,25,8,66,62,97,102
"FKBP3_ENSSSCG00000021217_ENSSSCT00000026628_199_979_1254",8,25,20,7,54,23,282,48,283,334
"FKBP4_ENSSSCG00000000743_ENSSSCT00000085969_325_1690_2331",66,78,49,41,201,85,669,620,1084,1098
"FKBP5_ENSSSCG00000001549_ENSSSCT00000102922_0_1479_4863",172,80,62,102,152,141,910,423,1835,2799
"FKBP8_ENSSSCG00000013905_ENSSSCT00000039332_287_1622_2076",28,107,58,45,167,70,460,644,820,939
"FKBP9_ENSSSCG00000021250_ENSSSCT00000029905_113_1835_2980",11,10,17,12,59,9,66,35,142,109
"FKBPL_ENSSSCG00000001431_ENSSSCT00000107913_294_1341_1358",0,5,4,1,3,4,35,21,42,48
"FKRP_ENSSSCG00000003103_ENSSSCT00000054916_137_1622_4891",4,6,13,5,8,5,28,18,73,87
"FKTN_ENSSSCG00000005426_ENSSSCT00000038218_116_1496_4554",1,1,2,1,2,2,16,1,18,16
"FLACC1_ENSSSCG00000016105_ENSSSCT00000092629_264_1473_4251",0,5,3,0,1,0,0,0,0,0
"FLAD1_ENSSSCG00000006538_ENSSSCT00000075423_1726_3268_3358",9,25,29,8,46,18,125,130,236,244
"FLCN_ENSSSCG00000038715_ENSSSCT00000054532_186_1923_2927",17,24,26,10,33,15,107,79,208,252
"FLI1_ENSSSCG00000015237_ENSSSCT00000061199_263_1667_3123",39,90,85,40,47,50,398,236,673,811
"FLII_ENSSSCG00000039324_ENSSSCT00000061513_53_3860_4088",180,329,165,113,379,171,1027,1164,2526,2497
"FLNA_ENSSSCG00000033299_ENSSSCT00000056696_332_9023_9026",1423,4408,1623,1559,2755,1786,10116,15340,21753,24703
"FLNB_ENSSSCG00000011471_ENSSSCT00000040435_143_8042_9492",30,154,196,136,247,245,1743,2001,3191,3048
"FLNC_ENSSSCG00000016578_ENSSSCT00000018048_247_8407_9121",0,4,5,7,57,4,1,29,7,71
"FLOT1_ENSSSCG00000022725_ENSSSCT00000034277_199_1480_2589",19,38,32,46,145,41,290,303,550,541
"FLOT2_ENSSSCG00000017777_ENSSSCT00000063241_102_1386_3298",26,43,15,18,63,23,122,138,330,354
"FLRT1_ENSSSCG00000013044_ENSSSCT00000057095_460_2482_5566",0,0,1,0,0,2,8,0,8,29
"FLRT2_ENSSSCG00000040166_ENSSSCT00000061503_808_2788_7332",0,0,1,0,197,0,0,1,0,1
"FLRT3_ENSSSCG00000007079_ENSSSCT00000035207_603_2550_4093",0,0,1,0,33,0,0,0,0,1
"FLT1_ENSSSCG00000009320_ENSSSCT00000081349_307_4318_6191",1,1,1,4,6,1,4,1,22,9
"FLT3_ENSSSCG00000009314_ENSSSCT00000033941_51_3021_3453",3,11,5,13,4,10,150,25,129,73
"FLT4_ENSSSCG00000014007_ENSSSCT00000093967_0_4086_5644",0,0,49,0,1,0,0,1,1,1
"FLVCR1_ENSSSCG00000015590_ENSSSCT00000016983_216_1893_4130",2,7,4,8,17,5,28,6,66,82
"FLVCR2_ENSSSCG00000021606_ENSSSCT00000022285_0_1644_3133",1,121,1,0,201,0,0,1,1,1
"FLYWCH2_ENSSSCG00000059318_ENSSSCT00000098276_2467_2914_3116",2,1,6,3,6,2,17,15,20,17
"FMC1_ENSSSCG00000038700_ENSSSCT00000046124_19_358_450",1,8,3,4,11,3,23,14,25,45
"FMN1_ENSSSCG00000044690_ENSSSCT00000101189_324_4548_5538",4,2,3,3,3,3,20,0,45,50
"FMN2_ENSSSCG00000038556_ENSSSCT00000054926_0_4866_6387",0,1,1,1,1,0,0,0,0,1
"FMNL1_ENSSSCG00000017333_ENSSSCT00000024903_198_3546_3894",143,474,397,217,287,240,1551,1851,3116,3569
"FMNL2_ENSSSCG00000015866_ENSSSCT00000076394_153_3429_5376",2,9,14,6,8,8,94,19,127,75
"FMNL3_ENSSSCG00000025114_ENSSSCT00000025087_203_3284_4231",7,11,39,21,43,23,132,130,286,412
"FMO1_ENSSSCG00000015268_ENSSSCT00000056435_6_1413_1838",0,0,0,1,2,1,0,0,0,0
"FMO2_ENSSSCG00000015267_ENSSSCT00000016636_39_1644_4972",0,0,0,0,0,0,0,0,0,0
"FMO3_ENSSSCG00000023472_ENSSSCT00000051528_58_1654_2128",0,0,0,52,289,0,0,1,0,0
"FMO4_ENSSSCG00000015266_ENSSSCT00000016635_227_1859_3559",7,2,11,6,13,6,39,16,78,96
"FMO5_ENSSSCG00000006702_ENSSSCT00000007341_156_1641_5233",0,1,0,4,7,3,16,1,39,26
"FMOD_ENSSSCG00000015270_ENSSSCT00000016639_380_1508_3197",1,0,15,5,1,1,1,33,0,56
"FMR1_ENSSSCG00000012727_ENSSSCT00000034989_108_2004_2536",6,24,44,22,35,29,261,68,456,434
"FN1_ENSSSCG00000016174_ENSSSCT00000017610_303_7731_8421",130,35,201,35,278,122,6,44,478,5812
"FN3KRP_ENSSSCG00000017134_ENSSSCT00000018652_19_940_2355",7,11,3,1,7,8,26,78,77,77
"FN3K_ENSSSCG00000017131_ENSSSCT00000018649_199_1645_1756",1,1,2,1,3,2,1,0,0,26
"FNBP1L_ENSSSCG00000006894_ENSSSCT00000007549_212_2024_5342",0,138,80,1,124,0,1,0,1,1
"FNBP1_ENSSSCG00000005689_ENSSSCT00000064043_254_2114_2631",45,68,177,122,89,97,831,337,1561,1499
"FNBP4_ENSSSCG00000030610_ENSSSCT00000052525_92_3149_4123",40,233,222,201,227,158,1232,569,2161,2875
"FNDC11_ENSSSCG00000038651_ENSSSCT00000064529_0_1002_1005",0,1,0,1,0,0,0,0,0,0
"FNDC1_ENSSSCG00000004052_ENSSSCT00000103359_113_5978_6654",0,1,9,1,5,1,0,12,1,45
"FNDC3A_ENSSSCG00000022159_ENSSSCT00000040444_352_4078_6293",5,21,34,17,43,26,243,35,390,426
"FNDC3B_ENSSSCG00000011752_ENSSSCT00000058242_171_3714_3717",12,6,26,22,57,8,66,68,63,102
"FNDC4_ENSSSCG00000029305_ENSSSCT00000032551_254_944_2057",2,0,0,1,1,2,0,0,0,0
"FNDC5_ENSSSCG00000025834_ENSSSCT00000024523_16_856_1743",0,1,1,0,0,0,0,0,0,0
"FNDC7_ENSSSCG00000032160_ENSSSCT00000084526_107_2303_3270",0,39,1,0,1,0,1,0,1,0
"FNDC8_ENSSSCG00000021617_ENSSSCT00000025823_0_960_1964",0,0,0,0,0,0,0,0,0,0
"FNDC9_ENSSSCG00000017055_ENSSSCT00000018569_136_832_1170",1,1,0,0,0,0,0,0,1,0
"FNIP1_ENSSSCG00000014269_ENSSSCT00000096911_96_3588_6830",29,29,24,12,52,16,89,19,261,302
"FNIP2_ENSSSCG00000031175_ENSSSCT00000038406_38_3308_5942",3,10,20,24,17,23,212,96,347,302
"FNTA_ENSSSCG00000063303_ENSSSCT00000055022_29_1133_2137",10,5,17,12,38,19,171,90,264,265
"FNTB_ENSSSCG00000002281_ENSSSCT00000002539_176_1487_2839",1,4,4,2,11,9,37,60,117,124
"FOCAD_ENSSSCG00000028406_ENSSSCT00000060666_1966_7381_7704",5,23,39,18,27,26,174,132,361,404
