name,H2,H3,H6,H7,H8,W1,W10,W6,W7,W9
TFCP2_ENSSSCG00000031206_ENSSSCT00000061563_608_2114_3815,16,21,17,24,46,30,125,45,240,325
TFDP1_ENSSSCG00000009560_ENSSSCT00000010480_188_1415_2361,13,31,35,31,70,26,424,361,610,576
TFDP2_ENSSSCG00000037647_ENSSSCT00000053683_154_1579_2501,8,1,8,8,12,9,67,27,172,285
TFE3_ENSSSCG00000012287_ENSSSCT00000013436_154_1879_3615,21,16,21,16,47,17,68,123,391,383
TFEB_ENSSSCG00000001621_ENSSSCT00000001802_280_1708_2333,9,22,19,17,32,14,124,153,282,264
TFEC_ENSSSCG00000038138_ENSSSCT00000040750_0_951_4399,19,5,5,3,4,10,10,2,62,75
TFF1_ENSSSCG00000034731_ENSSSCT00000057760_38_284_462,0,0,0,0,1,0,0,0,0,0
TFF3_ENSSSCG00000022857_ENSSSCT00000025513_41_281_784,0,0,0,0,0,0,0,2,0,0
TFG_ENSSSCG00000011961_ENSSSCT00000026186_436_1675_2107,16,11,18,11,26,9,138,86,255,282
TFIP11_ENSSSCG00000009962_ENSSSCT00000010917_36_2544_3318,38,48,35,42,87,40,227,190,426,737
TFPI2_ENSSSCG00000015322_ENSSSCT00000016695_153_849_1588,0,0,0,0,1,2,4,5,7,52
TFPI_ENSSSCG00000016032_ENSSSCT00000040738_419_1328_3635,0,0,1,1,2,1,6,4,0,1
TFPT_ENSSSCG00000003262_ENSSSCT00000003623_444_1203_1244,2,10,15,5,17,6,102,101,148,237
TFR2_ENSSSCG00000007671_ENSSSCT00000008411_220_2737_3226,2,0,1,1,0,0,2,2,4,16
TFRC_ENSSSCG00000011848_ENSSSCT00000034535_218_2600_5378,6,26,37,28,51,21,269,28,306,218
TF_ENSSSCG00000011640_ENSSSCT00000012740_187_2407_2546,0,0,0,0,0,0,0,0,0,3
TGDS_ENSSSCG00000009491_ENSSSCT00000010407_48_1113_2722,2,4,7,2,5,3,56,15,83,123
TGFA_ENSSSCG00000008326_ENSSSCT00000009118_290_770_2024,4,4,0,2,6,0,0,0,10,6
TGFB1I1_ENSSSCG00000035952_ENSSSCT00000051990_663_2220_2223,2,10,4,5,10,1,23,16,13,7
TGFB1_ENSSSCG00000003017_ENSSSCT00000036469_848_2018_3156,88,110,152,135,202,154,1027,1712,3113,2569
TGFB3_ENSSSCG00000002385_ENSSSCT00000035269_979_2347_3428,0,2,2,2,3,0,4,2,4,4
TGFBI_ENSSSCG00000014316_ENSSSCT00000015641_56_2183_2186,72,20,24,19,56,14,188,91,1032,521
TGFBR2_ENSSSCG00000011226_ENSSSCT00000067593_54_1944_2715,38,73,97,78,148,97,377,277,943,902
TGFBR3L_ENSSSCG00000040598_ENSSSCT00000052219_12_867_1395,0,0,1,1,2,0,5,1,0,0
TGFBR3_ENSSSCG00000006911_ENSSSCT00000033701_325_2905_6054,1,3,5,1,3,6,19,8,26,44
TGFBRAP1_ENSSSCG00000024636_ENSSSCT00000024727_228_2847_5053,20,20,27,20,28,23,76,140,287,281
TGIF1_ENSSSCG00000024174_ENSSSCT00000030543_516_1335_1810,3,8,14,6,54,2,76,47,202,274
TGIF2_ENSSSCG00000036002_ENSSSCT00000055767_813_1524_3780,1505,3068,4037,2531,2186,3646,19,44,56,57
TGM1_ENSSSCG00000001993_ENSSSCT00000035836_204_2682_4917,31,20,6,18,54,9,7,11,80,47
TGM2_ENSSSCG00000023522_ENSSSCT00000069065_72_2133_3843,17,45,8,19,53,24,97,142,126,117
TGM3_ENSSSCG00000026043_ENSSSCT00000027125_61_2161_2638,1041,522,257,308,571,311,103,1483,6090,2447
TGM5_ENSSSCG00000004713_ENSSSCT00000005205_171_2364_3157,0,0,0,0,1,0,1,0,9,0
TGM6_ENSSSCG00000034528_ENSSSCT00000042396_218_2336_3340,2,2,1,0,3,2,0,0,0,0
TGM7_ENSSSCG00000004712_ENSSSCT00000005204_0_2130_2912,1,0,0,0,0,1,0,1,0,0
TGS1_ENSSSCG00000006251_ENSSSCT00000032365_168_2505_4415,15,26,32,19,35,14,68,32,165,248
TG_ENSSSCG00000005948_ENSSSCT00000072365_43_8056_8160,0,2,1,0,1,1,2,11,5,15
THAP11_ENSSSCG00000002769_ENSSSCT00000003067_250_1177_1867,9,28,7,13,30,18,126,199,303,402
THAP12_ENSSSCG00000040639_ENSSSCT00000048136_48_2331_2334,9,18,22,13,26,16,203,42,283,302
THAP1_ENSSSCG00000039969_ENSSSCT00000053327_199_838_4170,2,5,8,3,6,3,11,17,27,35
THAP2_ENSSSCG00000021270_ENSSSCT00000027083_572_1199_5040,4,8,7,6,5,0,9,0,26,42
THAP3_ENSSSCG00000036876_ENSSSCT00000052949_67_763_2108,3,3,5,6,11,4,66,59,100,146
THAP4_ENSSSCG00000016374_ENSSSCT00000059789_162_1893_6303,8,7,9,3,17,2,63,50,110,121
THAP5_ENSSSCG00000038158_ENSSSCT00000055927_88_1267_3182,2,3,5,1,3,1,43,4,86,68
THAP6_ENSSSCG00000029348_ENSSSCT00000026309_96_762_3091,2,0,2,2,4,1,13,0,12,19
THAP7_ENSSSCG00000033301_ENSSSCT00000063305_717_1656_1781,10,10,11,7,23,5,91,156,166,176
THAP8_ENSSSCG00000062589_ENSSSCT00000103431_101_902_1906,1,1,0,1,0,0,4,2,8,5
THAP9_ENSSSCG00000009243_ENSSSCT00000010123_111_2820_6809,3,1,2,3,6,1,22,12,31,40
THBD_ENSSSCG00000053422_ENSSSCT00000098980_694_2431_6797,10,13,10,7,10,14,44,17,140,199
THBS1_ENSSSCG00000004789_ENSSSCT00000005288_197_3707_5814,585,566,267,276,1466,502,164,190,3833,1479
THBS2_ENSSSCG00000004012_ENSSSCT00000064251_286_3811_5725,7,11,12,10,11,13,32,5,65,198
THBS3_ENSSSCG00000006524_ENSSSCT00000082327_893_3761_4010,1,1,3,3,35,0,2,6,8,57
THBS4_ENSSSCG00000014117_ENSSSCT00000029318_0_2928_3086,0,0,1,2,5,1,0,0,0,0
THEM5_ENSSSCG00000006614_ENSSSCT00000007248_265_1006_2010,0,1,0,0,1,0,0,0,0,0
THEM6_ENSSSCG00000032063_ENSSSCT00000044904_136_760_2180,2,0,0,0,0,1,0,0,3,7
THEMIS2_ENSSSCG00000003584_ENSSSCT00000003979_412_2188_2795,49,33,37,25,50,44,216,183,790,1309
THEMIS_ENSSSCG00000024392_ENSSSCT00000042817_176_2096_2099,4,8,31,9,13,16,84,34,192,202
THG1L_ENSSSCG00000036047_ENSSSCT00000053669_16_910_2320,5,5,7,7,10,0,68,22,124,173
THNSL1_ENSSSCG00000011071_ENSSSCT00000012115_199_2503_2583,1,4,2,1,2,3,4,5,32,28
THNSL2_ENSSSCG00000025106_ENSSSCT00000025817_206_1628_4130,0,1,0,0,6,0,9,0,1,4
THOC1_ENSSSCG00000025653_ENSSSCT00000069951_480_2586_2686,6,24,27,16,30,22,221,72,315,339
THOC2_ENSSSCG00000012639_ENSSSCT00000040325_25_4804_6330,44,82,98,103,140,113,428,79,695,767
THOC3_ENSSSCG00000014061_ENSSSCT00000015360_47_1100_1201,2,6,3,6,23,5,89,45,171,170
THOC5_ENSSSCG00000009988_ENSSSCT00000041892_201_2283_2415,15,39,42,41,72,37,221,247,443,453
THOC6_ENSSSCG00000023315_ENSSSCT00000037747_940_2158_2250,5,11,7,5,22,15,117,172,254,275
THOC7_ENSSSCG00000011491_ENSSSCT00000043715_100_799_1063,1,6,6,8,7,3,130,51,275,259
THOP1_ENSSSCG00000013468_ENSSSCT00000083865_0_1752_1755,7,17,10,13,27,6,76,103,221,208
THPO_ENSSSCG00000023909_ENSSSCT00000028109_1203_2646_2891,0,2,0,0,15,0,0,0,0,0
THRAP3_ENSSSCG00000029954_ENSSSCT00000031573_199_3073_4447,84,212,218,212,290,185,1106,593,2330,2591
THRA_ENSSSCG00000035969_ENSSSCT00000075382_2803_4327_4819,6,7,9,8,13,10,20,39,101,166
THRB_ENSSSCG00000036033_ENSSSCT00000049516_199_1627_6205,0,1,0,0,0,0,0,0,4,0
THRSP_ENSSSCG00000033822_ENSSSCT00000069002_22_490_5231,0,0,0,0,0,1,0,0,0,0
THSD1_ENSSSCG00000009377_ENSSSCT00000010274_180_2754_2757,0,1,0,2,1,1,4,2,3,2
THSD4_ENSSSCG00000004980_ENSSSCT00000005493_122_3164_4953,1,2,0,3,0,1,1,4,1,8
THSD7A_ENSSSCG00000015350_ENSSSCT00000025355_468_5412_6567,2,2,0,1,1,0,0,0,0,2
THSD7B_ENSSSCG00000040172_ENSSSCT00000049416_193_4957_6068,0,0,0,0,1,2,0,0,0,3
THTPA_ENSSSCG00000002016_ENSSSCT00000002255_371_1061_5276,4,2,4,7,7,2,41,33,48,44
THUMPD1_ENSSSCG00000024748_ENSSSCT00000024527_102_1179_3576,7,13,21,13,23,17,112,39,168,208
THUMPD2_ENSSSCG00000008470_ENSSSCT00000072125_192_1917_2132,5,12,12,9,17,13,82,31,135,167
THUMPD3_ENSSSCG00000011542_ENSSSCT00000012632_155_1757_1760,4,11,9,7,14,8,133,41,235,306
THYN1_ENSSSCG00000028149_ENSSSCT00000026386_251_932_1084,8,12,16,15,48,22,307,217,481,388
TH_ENSSSCG00000039767_ENSSSCT00000054721_30_1512_1720,1,0,0,0,0,0,0,0,0,0
TIA1_ENSSSCG00000023409_ENSSSCT00000027073_193_1351_5669,16,26,28,8,27,23,155,48,261,414
TIAL1_ENSSSCG00000010685_ENSSSCT00000011686_461_1586_6228,15,29,46,36,46,26,399,124,847,849
TIAM1_ENSSSCG00000012034_ENSSSCT00000041544_347_5123_5878,55,30,50,38,42,38,62,22,339,291
TIAM2_ENSSSCG00000004065_ENSSSCT00000027128_536_3614_4126,3,1,3,3,3,0,0,0,8,27
TICAM1_ENSSSCG00000024771_ENSSSCT00000039816_493_2632_3698,7,9,6,11,15,15,43,78,139,211
TICRR_ENSSSCG00000040355_ENSSSCT00000002064_95_5783_6822,6,17,14,30,27,20,69,70,67,116
TIE1_ENSSSCG00000003950_ENSSSCT00000004369_149_3563_3958,23,15,9,9,21,10,7,4,257,257
TIFAB_ENSSSCG00000038110_ENSSSCT00000057862_62_653_3939,0,0,0,1,0,0,2,3,9,6
TIFA_ENSSSCG00000009129_ENSSSCT00000057782_440_992_5720,1,5,6,6,5,5,39,23,63,125
TIGAR_ENSSSCG00000024219_ENSSSCT00000028356_148_955_2606,3,5,13,2,9,5,77,63,153,207
TIGD2_ENSSSCG00000032541_ENSSSCT00000042116_1214_2789_4670,4,6,7,4,10,8,57,44,178,190
TIGD3_ENSSSCG00000012994_ENSSSCT00000014204_0_1413_1416,1,2,1,0,0,0,0,1,4,6
TIGD4_ENSSSCG00000038186_ENSSSCT00000083112_2404_3940_4950,6,4,1,2,2,2,1,0,0,2
TIGD5_ENSSSCG00000040119_ENSSSCT00000049615_0_1911_1914,2,7,0,6,6,3,5,15,45,63
TIGD7_ENSSSCG00000037309_ENSSSCT00000060893_2084_3731_3893,5,7,5,8,12,12,27,5,95,98
TIGIT_ENSSSCG00000029267_ENSSSCT00000050163_27_897_3307,0,2,2,0,1,0,21,15,36,81
TIMD4_ENSSSCG00000017062_ENSSSCT00000018577_41_1124_1230,0,0,2,1,0,2,0,0,0,20
TIMM10B_ENSSSCG00000037299_ENSSSCT00000076013_26_335_490,2,2,0,2,4,1,6,27,52,71
TIMM10_ENSSSCG00000039659_ENSSSCT00000048698_128_398_865,2,2,3,1,8,5,65,78,78,145
TIMM13_ENSSSCG00000022757_ENSSSCT00000022324_146_386_8562,2,6,6,2,8,2,28,45,37,39
TIMM17A_ENSSSCG00000037431_ENSSSCT00000064454_32_545_909,2,5,2,3,21,5,87,62,145,126
TIMM17B_ENSSSCG00000022647_ENSSSCT00000027760_49_682_1445,2,8,6,3,14,8,63,109,90,126
TIMM21_ENSSSCG00000032494_ENSSSCT00000051498_338_1067_1458,2,4,6,3,9,8,33,4,45,94
TIMM22_ENSSSCG00000017803_ENSSSCT00000055939_52_679_1016,3,5,5,1,4,4,39,33,90,86
TIMM29_ENSSSCG00000013635_ENSSSCT00000014890_6_786_2090,0,3,6,3,12,2,29,42,49,105
TIMM44_ENSSSCG00000013591_ENSSSCT00000081907_80_1499_2300,3,5,9,10,21,7,97,85,189,183
TIMM50_ENSSSCG00000026612_ENSSSCT00000073409_23_1088_6362,7,4,12,5,26,6,112,146,175,208
TIMM8A_ENSSSCG00000012494_ENSSSCT00000013661_61_352_5091,0,1,1,1,8,1,59,8,98,88
TIMM8B_ENSSSCG00000023599_ENSSSCT00000023357_170_503_1493,1,2,2,4,13,4,78,62,185,216
TIMMDC1_ENSSSCG00000037639_ENSSSCT00000041479_125_974_1583,2,9,5,8,10,13,24,17,74,68
TIMP1_ENSSSCG00000012277_ENSSSCT00000013426_259_880_981,10,15,13,18,66,27,123,447,430,246
TIMP3_ENSSSCG00000031866_ENSSSCT00000051854_300_933_4565,4,16,12,16,24,3,57,40,24,20
TIMP4_ENSSSCG00000033000_ENSSSCT00000042009_92_764_5533,0,0,0,0,0,0,0,0,1,1
TINAGL1_ENSSSCG00000003600_ENSSSCT00000003995_64_1564_1906,11,4,3,11,169,2,5,4,55,76
TINAG_ENSSSCG00000001484_ENSSSCT00000023260_101_1529_4293,0,0,0,0,6,0,0,0,0,0
TINCR_ENSSSCG00000042523_ENSSSCT00000088736_84_345_6109,0,0,0,0,0,0,0,0,0,0
TINF2_ENSSSCG00000001994_ENSSSCT00000002232_346_1711_4625,19,41,36,28,58,40,210,179,485,569
TIPARP_ENSSSCG00000027646_ENSSSCT00000023343_262_2233_4711,34,42,53,51,85,36,126,63,343,557
TIPIN_ENSSSCG00000004942_ENSSSCT00000005454_91_958_3176,3,5,8,9,19,11,53,6,55,96
TIPRL_ENSSSCG00000006301_ENSSSCT00000099666_152_968_3052,5,2,7,1,10,5,67,15,137,115
TIRAP_ENSSSCG00000022413_ENSSSCT00000064531_562_1225_2604,0,2,3,6,9,4,41,13,60,60
TJAP1_ENSSSCG00000001688_ENSSSCT00000001884_267_1941_2617,14,13,17,18,29,21,80,64,199,188
TJP1_ENSSSCG00000004854_ENSSSCT00000051548_46_5632_7081,13,18,16,18,39,25,79,54,180,204
TJP2_ENSSSCG00000005247_ENSSSCT00000058300_0_3558_4299,1,3,6,3,17,3,8,5,11,54
TJP3_ENSSSCG00000013491_ENSSSCT00000056554_0_3072_3221,0,4,4,3,18,3,12,3,5,42
TK1_ENSSSCG00000037120_ENSSSCT00000056872_54_741_2106,12,11,13,21,28,16,386,279,283,395
TK2_ENSSSCG00000038053_ENSSSCT00000047549_43_889_2927,3,10,22,10,18,3,36,37,132,93
TKFC_ENSSSCG00000013087_ENSSSCT00000014305_418_2152_2545,13,25,22,14,47,30,156,271,520,487
TKTL1_ENSSSCG00000029443_ENSSSCT00000031565_189_1977_2981,0,0,1,1,0,0,0,0,0,0
TKT_ENSSSCG00000021408_ENSSSCT00000025213_200_2069_2161,96,68,79,71,186,83,883,1205,2065,2171
TLCD1_ENSSSCG00000038650_ENSSSCT00000061666_140_881_2739,1,0,1,2,1,0,7,2,6,3
TLCD2_ENSSSCG00000040205_ENSSSCT00000042140_760_1552_4833,8,12,9,22,28,12,3,8,24,12
TLCD3A_ENSSSCG00000017810_ENSSSCT00000019383_71_845_2140,0,0,0,2,3,0,1,1,6,9
TLCD3B_ENSSSCG00000037193_ENSSSCT00000062776_837_1506_2294,0,1,0,2,0,2,7,2,1,0
TLCD4_ENSSSCG00000039854_ENSSSCT00000046749_247_1036_5552,3,1,1,1,8,1,2,7,5,9
TLCD5_ENSSSCG00000037406_ENSSSCT00000097262_199_1000_3245,1,3,1,2,1,2,0,0,0,1
TLDC2_ENSSSCG00000031690_ENSSSCT00000051399_76_721_4050,0,1,0,0,0,1,3,0,0,2
TLE1_ENSSSCG00000005291_ENSSSCT00000042411_1276_3586_4393,2,14,10,13,13,13,29,32,36,171
TLE2_ENSSSCG00000028995_ENSSSCT00000058486_164_2414_2591,0,5,2,1,5,4,10,22,12,34
TLE3_ENSSSCG00000004971_ENSSSCT00000005484_1055_3347_5245,72,98,117,88,122,118,526,649,1569,1565
TLE4_ENSSSCG00000005288_ENSSSCT00000056345_847_3166_4766,14,51,64,54,73,55,103,60,212,378
TLE5_ENSSSCG00000032265_ENSSSCT00000042124_149_740_1636,24,47,57,35,113,63,780,824,1294,1562
TLK1_ENSSSCG00000015944_ENSSSCT00000017361_267_2565_4174,26,73,64,43,85,78,249,73,452,407
TLK2_ENSSSCG00000017301_ENSSSCT00000049337_199_2497_3419,14,33,53,37,49,39,58,24,232,302
TLL1_ENSSSCG00000008853_ENSSSCT00000051942_486_3525_5679,0,1,0,0,1,1,0,0,2,6
TLL2_ENSSSCG00000010507_ENSSSCT00000064437_237_3297_6115,0,0,0,0,0,1,0,0,0,0
TLN1_ENSSSCG00000005317_ENSSSCT00000051171_401_8045_8489,1031,2313,1347,1405,2172,1246,4647,6298,11818,11146
TLN2_ENSSSCG00000024088_ENSSSCT00000051920_96_7722_8371,1,9,7,7,41,6,4,5,21,63
TLNRD1_ENSSSCG00000037209_ENSSSCT00000042556_760_1849_4122,34,47,49,35,62,46,232,292,696,740
TLR10_ENSSSCG00000027877_ENSSSCT00000030556_154_2584_2861,3,3,3,3,6,5,62,3,129,238
TLR1_ENSSSCG00000026583_ENSSSCT00000030913_220_2608_2788,5,13,12,7,17,5,80,8,259,294
TLR2_ENSSSCG00000009002_ENSSSCT00000082620_73_2428_8490,19,13,22,31,49,35,67,40,758,486
TLR3_ENSSSCG00000015801_ENSSSCT00000017206_8_2717_4407,2,0,2,0,2,6,34,0,84,36
TLR4_ENSSSCG00000005503_ENSSSCT00000076294_56_2579_7717,15,8,16,18,31,17,20,25,556,321
TLR5_ENSSSCG00000010885_ENSSSCT00000033032_67_2632_5174,0,0,1,0,3,0,0,0,2,2
TLR6_ENSSSCG00000026592_ENSSSCT00000023300_127_2515_4881,4,4,5,0,4,4,27,8,189,155
TLR7_ENSSSCG00000012117_ENSSSCT00000013254_122_3284_4307,11,9,8,14,17,12,81,19,285,210
TLR8_ENSSSCG00000012118_ENSSSCT00000075708_30_3213_6738,14,5,7,6,5,3,6,5,163,81
TLR9_ENSSSCG00000011436_ENSSSCT00000012516_78_3168_7172,7,18,12,12,9,13,16,23,281,186
TLX1_ENSSSCG00000010561_ENSSSCT00000054990_0_1002_2355,0,0,0,0,0,0,0,0,0,0
TLX2_ENSSSCG00000022499_ENSSSCT00000031551_199_1048_2052,1,1,5,7,4,2,0,1,1,0
TLX3_ENSSSCG00000016999_ENSSSCT00000018511_199_1213_1928,0,2,3,0,1,2,0,0,0,0
TM2D1_ENSSSCG00000038861_ENSSSCT00000061178_21_663_3213,1,5,1,0,2,3,49,18,91,87
TM2D2_ENSSSCG00000028592_ENSSSCT00000023110_101_743_3793,6,3,7,4,6,1,33,26,83,90
TM2D3_ENSSSCG00000005782_ENSSSCT00000006358_16_772_1346,2,2,1,1,10,5,32,12,56,63
TM4SF18_ENSSSCG00000011701_ENSSSCT00000012810_179_782_1295,0,0,0,0,0,1,0,0,0,0
TM4SF1_ENSSSCG00000033018_ENSSSCT00000086366_182_863_866,1,1,3,0,8,0,14,29,0,79
TM4SF20_ENSSSCG00000016247_ENSSSCT00000017691_52_733_2700,0,0,0,0,0,0,0,3,1,1
TM4SF4_ENSSSCG00000011703_ENSSSCT00000012813_181_790_3909,1,2,0,0,2,1,7,0,0,0
TM4SF5_ENSSSCG00000031112_ENSSSCT00000056891_32_617_1091,0,0,0,0,0,0,0,6,0,0
TM6SF1_ENSSSCG00000001800_ENSSSCT00000053739_153_1263_2189,7,4,4,3,5,6,45,41,107,101
TM6SF2_ENSSSCG00000059192_ENSSSCT00000052426_145_1447_1665,1,0,0,0,0,1,0,0,3,1
TM7SF2_ENSSSCG00000013004_ENSSSCT00000014215_108_1362_3315,0,0,2,1,2,0,0,8,1,14
TM7SF3_ENSSSCG00000000553_ENSSSCT00000000596_141_1872_4188,16,21,19,18,27,24,112,28,193,176
TM9SF1_ENSSSCG00000054655_ENSSSCT00000002237_0_2148_2840,15,12,13,9,37,14,146,172,428,483
TM9SF2_ENSSSCG00000031808_ENSSSCT00000074169_1418_3407_4014,29,24,47,28,64,41,385,151,848,890
TM9SF3_ENSSSCG00000010508_ENSSSCT00000011498_77_1844_5985,17,25,40,23,52,48,299,69,540,533
TM9SF4_ENSSSCG00000007246_ENSSSCT00000064572_9_1935_3670,11,22,29,29,63,25,139,152,444,419
TMA16_ENSSSCG00000008890_ENSSSCT00000009733_101_716_5331,3,1,6,1,6,5,94,16,99,95
TMA7_ENSSSCG00000011351_ENSSSCT00000012428_85_277_604,6,19,19,21,60,27,604,329,899,983
TMBIM4_ENSSSCG00000000473_ENSSSCT00000072532_111_867_3010,0,2,3,3,7,2,23,16,39,48
TMBIM6_ENSSSCG00000029652_ENSSSCT00000037219_386_1175_3219,44,50,59,58,100,79,734,615,1790,1905
TMC1_ENSSSCG00000005266_ENSSSCT00000005801_368_2708_2711,3,4,3,8,8,2,2,4,2,2
TMC2_ENSSSCG00000007172_ENSSSCT00000007845_199_2911_3186,0,0,0,2,1,2,0,0,0,0
TMC3_ENSSSCG00000001789_ENSSSCT00000002005_147_3381_6989,0,0,0,1,2,0,0,0,0,0
TMC4_ENSSSCG00000003266_ENSSSCT00000003627_34_2131_2345,0,0,1,1,0,1,3,5,2,5
TMC5_ENSSSCG00000007868_ENSSSCT00000048959_359_3368_3821,1,1,1,0,0,1,0,0,1,0
TMC6_ENSSSCG00000032562_ENSSSCT00000050071_189_2619_4419,26,72,89,80,103,66,429,405,1438,1642
TMC7_ENSSSCG00000007866_ENSSSCT00000046846_66_2241_4899,0,1,0,2,0,0,0,0,0,0
TMC8_ENSSSCG00000033592_ENSSSCT00000077525_486_2583_2767,29,64,44,47,70,56,276,221,820,782
TMCC1_ENSSSCG00000011593_ENSSSCT00000048493_285_2238_5907,11,15,29,14,27,15,55,34,137,167
TMCC2_ENSSSCG00000015287_ENSSSCT00000016658_27_1917_2960,4,10,6,4,14,5,20,21,25,84
TMCC3_ENSSSCG00000000906_ENSSSCT00000056101_320_1643_5795,1,2,4,0,5,1,6,4,9,3
TMCO1_ENSSSCG00000037314_ENSSSCT00000062545_204_942_1553,11,17,16,26,25,19,121,63,290,325
TMCO2_ENSSSCG00000036395_ENSSSCT00000063568_199_733_736,2,0,0,2,0,1,1,0,1,4
TMCO3_ENSSSCG00000009563_ENSSSCT00000094950_561_2691_3242,12,12,33,23,65,29,144,160,389,390
TMCO4_ENSSSCG00000027489_ENSSSCT00000025515_317_2171_2880,3,7,10,9,11,15,60,66,180,143
TMCO5A_ENSSSCG00000004794_ENSSSCT00000005293_306_1215_2219,0,1,3,2,3,1,0,0,0,0
TMCO6_ENSSSCG00000014370_ENSSSCT00000015700_70_1621_1926,10,6,12,8,26,16,85,79,165,164
TMED10_ENSSSCG00000035684_ENSSSCT00000046327_35_692_3684,35,33,48,39,107,62,355,127,522,590
TMED1_ENSSSCG00000038623_ENSSSCT00000064197_13_694_6174,3,6,6,2,26,2,12,16,48,76
TMED3_ENSSSCG00000001773_ENSSSCT00000001988_199_1036_1988,4,2,3,3,30,4,68,54,159,126
TMED4_ENSSSCG00000016744_ENSSSCT00000018226_28_805_2048,15,11,15,12,28,14,80,53,221,264
TMED5_ENSSSCG00000040439_ENSSSCT00000037498_175_853_4161,2,11,9,8,19,13,137,50,283,240
TMED7_ENSSSCG00000038156_ENSSSCT00000042135_284_968_4572,6,9,9,8,27,13,67,30,143,155
TMED8_ENSSSCG00000036028_ENSSSCT00000057805_47_1025_6066,11,10,9,6,19,7,15,6,41,47
TMED9_ENSSSCG00000014036_ENSSSCT00000015332_18_723_1222,18,32,15,30,79,35,638,528,1039,1208
TMEFF1_ENSSSCG00000005391_ENSSSCT00000059840_443_1577_2198,0,1,2,6,16,3,0,0,0,2
TMEFF2_ENSSSCG00000016064_ENSSSCT00000082139_321_1443_1673,1,0,0,0,0,0,0,0,0,0
TMEM100_ENSSSCG00000017607_ENSSSCT00000070404_1917_2319_3046,0,0,0,2,0,0,0,0,0,0
TMEM101_ENSSSCG00000017371_ENSSSCT00000018910_214_985_1703,3,3,4,4,10,7,27,37,83,123
TMEM102_ENSSSCG00000028725_ENSSSCT00000023758_279_1764_1767,1,0,0,1,4,1,4,17,11,19
TMEM104_ENSSSCG00000017230_ENSSSCT00000018757_317_1877_3666,11,8,14,4,14,6,24,58,66,85
TMEM106A_ENSSSCG00000025856_ENSSSCT00000062070_198_981_3989,5,2,7,3,8,8,25,14,98,110
TMEM106B_ENSSSCG00000032740_ENSSSCT00000046979_207_1032_7063,4,6,10,8,18,11,82,15,133,111
TMEM107_ENSSSCG00000027528_ENSSSCT00000024863_144_564_2487,1,0,0,2,5,2,27,18,43,42
TMEM108_ENSSSCG00000011635_ENSSSCT00000012734_210_1935_3237,0,0,1,0,1,2,0,0,0,1
TMEM109_ENSSSCG00000013110_ENSSSCT00000087893_9_894_976,5,17,10,12,16,12,233,141,484,405
TMEM114_ENSSSCG00000007915_ENSSSCT00000008675_167_836_1840,0,0,0,0,1,0,0,0,0,0
TMEM115_ENSSSCG00000043195_ENSSSCT00000069922_576_1536_2155,10,7,22,12,19,17,51,42,134,328
TMEM116_ENSSSCG00000009893_ENSSSCT00000053309_160_1213_7139,0,0,1,0,0,1,0,0,0,0
TMEM117_ENSSSCG00000000801_ENSSSCT00000037269_124_1666_5442,0,2,0,1,0,0,13,24,11,3
TMEM11_ENSSSCG00000034040_ENSSSCT00000055932_130_703_968,3,7,10,8,26,3,140,152,167,221
TMEM120A_ENSSSCG00000021837_ENSSSCT00000077962_53_986_1214,2,10,6,9,24,3,40,107,127,144
TMEM120B_ENSSSCG00000009808_ENSSSCT00000010751_92_1175_3225,1,1,2,2,5,4,5,0,7,8
TMEM121_ENSSSCG00000058170_ENSSSCT00000103367_0_954_957,0,0,1,0,4,1,0,0,3,8
TMEM125_ENSSSCG00000024697_ENSSSCT00000057480_316_973_1839,0,0,0,0,6,0,0,7,0,2
TMEM126A_ENSSSCG00000025187_ENSSSCT00000059221_197_785_823,0,0,1,0,3,1,20,5,44,42
TMEM126B_ENSSSCG00000014905_ENSSSCT00000016260_28_712_715,0,3,6,1,8,5,29,29,57,57
TMEM127_ENSSSCG00000063462_ENSSSCT00000104217_191_905_1909,3,9,13,11,21,10,79,84,240,258
TMEM128_ENSSSCG00000034122_ENSSSCT00000049086_34_529_1184,0,2,4,2,7,2,63,42,98,84
TMEM129_ENSSSCG00000008678_ENSSSCT00000009495_1010_2096_3324,17,6,12,8,26,8,116,73,218,345
TMEM131L_ENSSSCG00000009007_ENSSSCT00000009864_42_4695_4829,57,189,214,156,245,186,387,216,821,1232
TMEM131_ENSSSCG00000008192_ENSSSCT00000058227_564_6189_6950,58,168,135,117,139,112,424,171,1431,1177
TMEM132A_ENSSSCG00000013113_ENSSSCT00000014333_0_2955_3203,2,3,5,2,30,1,20,29,65,68
TMEM132B_ENSSSCG00000009754_ENSSSCT00000010693_199_3304_7669,2,0,0,1,1,2,0,0,0,0
TMEM132C_ENSSSCG00000009753_ENSSSCT00000059253_199_3595_3962,0,1,0,0,0,1,1,0,0,1
TMEM132D_ENSSSCG00000038915_ENSSSCT00000055310_199_3493_3717,0,0,0,2,2,1,0,0,0,0
TMEM132E_ENSSSCG00000022987_ENSSSCT00000019285_0_3114_3117,0,0,0,1,0,2,0,0,0,0
TMEM134_ENSSSCG00000012905_ENSSSCT00000014108_39_624_1805,1,4,6,0,10,2,39,90,110,129
TMEM135_ENSSSCG00000035619_ENSSSCT00000099619_113_1487_2984,1,5,2,1,8,2,23,11,41,57
