gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,tag
RNASEH2A_ENSSSCG00000013737_ENSSSCT00000054730_1008_1989_2618,4.619683477,-1.477961344,1.547231634,-0.955229528,0.339461636,NA,ns
ALKBH5_ENSSSCG00000035120_ENSSSCT00000048383_199_1381_2835,12.68231781,0.126527383,0.911428224,0.1388232,0.88958986,0.955150694,ns
PDE12_ENSSSCG00000011465_ENSSSCT00000012546_100_1927_4447,20.10860877,-0.57771174,0.763856758,-0.756308998,0.449463954,0.733263313,ns
CHMP5_ENSSSCG00000010995_ENSSSCT00000012036_94_751_2649,16.1659528,0.121713332,0.906873651,0.134212006,0.893234932,0.956335278,ns
ATP1A1_ENSSSCG00000006740_ENSSSCT00000107037_43_3259_3581,235.6977328,1.25996812,0.403108812,3.125627823,0.001774259,0.038341153,up
FMO5_ENSSSCG00000006702_ENSSSCT00000007341_156_1641_5233,3.599790199,1.14497475,1.517970601,0.754279924,0.450681154,NA,ns
TPPP_ENSSSCG00000032698_ENSSSCT00000045645_4162_4918_8105,1.620371744,-0.922765921,2.372061864,-0.389014273,0.697265588,NA,ns
GALK1_ENSSSCG00000017203_ENSSSCT00000084628_72_1314_1317,7.281931043,0.81901086,1.150808639,0.711682926,0.476661143,NA,ns
PDCD2L_ENSSSCG00000002875_ENSSSCT00000003177_31_1105_1151,4.293087249,0.166313073,1.422964518,0.116877878,0.906956829,NA,ns
VDR_ENSSSCG00000020864_ENSSSCT00000032274_342_1623_4006,1.985450333,0.151208116,2.085204564,0.072514764,0.942192257,NA,ns
MRM1_ENSSSCG00000017690_ENSSSCT00000019255_186_1281_2675,2.092155259,-3.215976807,2.296944122,-1.400111033,0.161480072,NA,ns
ENSSSCT00000067578_ENSSSCG00000049158_ENSSSCT00000067578_199_1564_1567,10.12963435,-1.272167528,1.08157056,-1.176222408,0.239506012,NA,ns
NAT10_ENSSSCG00000013304_ENSSSCT00000014530_206_3284_3941,38.69529065,-0.062591375,0.616370735,-0.101548259,0.91911525,0.968403824,ns
RAD9A_ENSSSCG00000012914_ENSSSCT00000014117_93_1269_2155,10.2647315,0.372779341,0.97297817,0.383132276,0.701621689,NA,ns
DRC1_ENSSSCG00000008568_ENSSSCT00000009374_42_2196_2379,25.61174039,0.101016844,0.684734398,0.147527047,0.882716033,0.953331502,ns
SRSF3_ENSSSCG00000001564_ENSSSCT00000001743_81_573_3081,117.2435207,-0.125491897,0.451416771,-0.277995648,0.7810157,0.91257325,ns
NAPRT_ENSSSCG00000055397_ENSSSCT00000049946_75_1689_1742,22.84574925,-0.032469238,0.71919528,-0.045146623,0.96399044,0.988387477,ns
SYVN1_ENSSSCG00000039740_ENSSSCT00000059956_278_2111_3236,60.46215505,0.161762481,0.525598821,0.307767968,0.758258897,0.905641867,ns
SLCO5A1_ENSSSCG00000006196_ENSSSCT00000081924_755_3314_7344,1.495129095,-0.770195192,2.432709091,-0.316599792,0.751547294,NA,ns
PHF23_ENSSSCG00000017937_ENSSSCT00000027039_135_1344_1925,12.61122248,-1.777252334,1.025662537,-1.732784683,0.083133946,0.343466688,ns
SLC37A3_ENSSSCG00000032266_ENSSSCT00000076396_174_1788_2902,18.52836803,0.20821716,0.789820801,0.263625825,0.792068257,0.916824527,ns
EYA3_ENSSSCG00000003580_ENSSSCT00000003975_158_1877_5819,20.86306739,-0.868208893,0.777441735,-1.116751075,0.264100773,0.579327469,ns
CNOT10_ENSSSCG00000032220_ENSSSCT00000070639_199_2608_5023,27.2677935,-0.517785325,0.749610573,-0.69073909,0.489729519,0.75627106,ns
GOLIM4_ENSSSCG00000011741_ENSSSCT00000049325_633_2664_4250,51.39327416,1.365688728,0.526744643,2.592695997,0.00952269,0.108327591,ns
SLC35C2_ENSSSCG00000022777_ENSSSCT00000031187_0_1173_1563,12.1112532,1.173839545,0.926510783,1.266946448,0.205174439,0.529798929,ns
AGTPBP1_ENSSSCG00000010957_ENSSSCT00000011993_239_3920_4509,11.09352382,-1.290126948,1.073757584,-1.201506716,0.229554703,NA,ns
TOR2A_ENSSSCG00000005619_ENSSSCT00000006179_54_1014_1568,6.492181688,0.100896033,1.23271647,0.081848531,0.934767163,NA,ns
CCDC82_ENSSSCG00000014972_ENSSSCT00000037829_370_1924_2785,29.39600046,-2.624733823,0.802542371,-3.270523674,0.001073486,0.028905819,down
PHAX_ENSSSCG00000014244_ENSSSCT00000041186_194_1376_2367,10.35898342,-0.750654752,1.036104161,-0.724497382,0.468760434,NA,ns
SFT2D1_ENSSSCG00000004020_ENSSSCT00000004445_163_640_1117,17.46473506,1.647645187,0.809488982,2.035413976,0.041809236,0.246238187,ns
SLC7A6OS_ENSSSCG00000033167_ENSSSCT00000048756_23_956_4135,5.070357175,-0.503058837,1.428972429,-0.352042368,0.724806489,NA,ns
ILKAP_ENSSSCG00000016339_ENSSSCT00000086183_0_1221_1345,34.18886134,0.165598683,0.634945516,0.260807706,0.794240802,0.917329978,ns
PAPPA_ENSSSCG00000005498_ENSSSCT00000006045_0_4881_6623,7.651868849,3.221410142,1.158610068,2.780409244,0.005429043,NA,ns
ACSF2_ENSSSCG00000017566_ENSSSCT00000019121_162_2040_2230,85.40880568,0.639456954,0.495303758,1.29103998,0.196689815,0.520654778,ns
HMGN2_ENSSSCG00000003555_ENSSSCT00000037544_189_462_1285,46.68614933,-0.700038251,0.618885301,-1.13112761,0.258001385,0.576788926,ns
RHBDD1_ENSSSCG00000016243_ENSSSCT00000057948_436_1402_4413,11.50798732,1.264461643,0.912089564,1.386334953,0.165644648,0.480965206,ns
MMP14_ENSSSCG00000002039_ENSSSCT00000041835_274_2014_2546,4.493241751,1.727835187,1.472836233,1.173134629,0.240741822,NA,ns
U2AF1L4_ENSSSCG00000035162_ENSSSCT00000091758_27_687_875,7.078747394,0.136094401,1.144626907,0.118898481,0.905355785,NA,ns
C1orf131_ENSSSCG00000010176_ENSSSCT00000011142_60_912_2478,10.29914951,-1.789448891,1.111932873,-1.609313777,0.107547748,NA,ns
EXPH5_ENSSSCG00000015010_ENSSSCT00000016374_357_6363_6429,5.137595981,-0.112590785,1.334073631,-0.08439623,0.932741405,NA,ns
SOS2_ENSSSCG00000005015_ENSSSCT00000005531_482_4478_5687,20.41343777,-2.057546773,0.869664807,-2.365907827,0.017985922,0.15769557,ns
TLE1_ENSSSCG00000005291_ENSSSCT00000042411_1276_3586_4393,1.725669756,-2.930880604,2.463030246,-1.189949092,0.234066402,NA,ns
WDTC1_ENSSSCG00000003570_ENSSSCT00000038891_306_2505_5343,6.013924204,-2.14717806,1.499647545,-1.431788467,0.152204369,NA,ns
INPP5B_ENSSSCG00000003642_ENSSSCT00000004038_86_2825_3550,141.9397809,-0.795556613,0.449259688,-1.77081682,0.076591168,0.330193718,ns
OSBPL3_ENSSSCG00000016715_ENSSSCT00000030453_423_3081_6680,21.50832215,-1.626708702,0.827504001,-1.965801616,0.049321531,0.267449683,ns
CTPS1_ENSSSCG00000003973_ENSSSCT00000049801_170_1943_2796,50.83699781,-0.047506333,0.544020544,-0.08732452,0.930413564,0.972575804,ns
UBFD1_ENSSSCG00000040265_ENSSSCT00000058602_9_936_4531,26.92943955,-0.220677166,0.667301248,-0.330700964,0.740870374,0.894376252,ns
SIRT2_ENSSSCG00000026794_ENSSSCT00000046012_84_1257_1802,38.37134179,-0.450869656,0.630125386,-0.715523714,0.474285493,0.746351265,ns
MRPL41_ENSSSCG00000052504_ENSSSCT00000105730_66_471_1388,6.872561015,0.055311451,1.151458977,0.048035972,0.961687574,NA,ns
NARS1_ENSSSCG00000004542_ENSSSCT00000005017_431_2108_3099,81.63266889,-0.451674476,0.493101281,-0.91598723,0.359673593,0.668622512,ns
ARFIP1_ENSSSCG00000009010_ENSSSCT00000042085_0_1428_3472,7.104346106,-0.796133121,1.266971691,-0.62837483,0.529758422,NA,ns
DNAH11_ENSSSCG00000015379_ENSSSCT00000091526_199_13774_14778,5.460981642,-3.064863428,1.770024677,-1.731537118,0.083356011,NA,ns
COQ3_ENSSSCG00000004349_ENSSSCT00000028667_17_1220_1223,9.552103255,-2.907491477,1.377637798,-2.110490495,0.034816129,NA,ns
STRADB_ENSSSCG00000031271_ENSSSCT00000044963_0_1290_1500,6.163944291,-0.247745653,1.248787625,-0.19838894,0.84274077,NA,ns
ABHD10_ENSSSCG00000034450_ENSSSCT00000051340_17_935_2756,7.28313012,-0.984382009,1.197581593,-0.821974899,0.411091183,NA,ns
HPCAL1_ENSSSCG00000003663_ENSSSCT00000035469_350_986_1788,3.153767881,0.318152679,1.6257014,0.195701793,0.844843581,NA,ns
B4GALT6_ENSSSCG00000025005_ENSSSCT00000083928_433_1579_5651,7.595045147,0.038563738,1.135791875,0.033953173,0.972914491,NA,ns
HIBCH_ENSSSCG00000016049_ENSSSCT00000049732_51_1218_1683,3.526069943,-3.977212036,1.999660265,-1.988943875,0.046707398,NA,ns
EDN1_ENSSSCG00000035598_ENSSSCT00000061675_398_1007_2156,6.171031697,-2.044497224,1.539879646,-1.327699362,0.184277444,NA,ns
CDC16_ENSSSCG00000020899_ENSSSCT00000089550_83_2123_5993,23.4355269,-1.828965122,0.825341309,-2.216010638,0.026690774,0.195407389,ns
OPHN1_ENSSSCG00000022676_ENSSSCT00000066482_641_3065_7015,7.955498773,0.559442761,1.063435244,0.526071299,0.598838669,NA,ns
PLD1_ENSSSCG00000011750_ENSSSCT00000040699_178_3400_5912,10.11471142,-0.587027486,1.006677386,-0.583133677,0.559803314,NA,ns
GCN1_ENSSSCG00000009898_ENSSSCT00000061657_33_8070_8073,202.8069606,-0.342885284,0.418385634,-0.819543636,0.412476317,0.708126079,ns
RPLP2_ENSSSCG00000012842_ENSSSCT00000014037_105_447_1451,359.2268017,0.913127503,0.401507111,2.274249893,0.022950966,0.182259515,ns
PLXNA2_ENSSSCG00000026412_ENSSSCT00000029838_561_6372_6772,1.661641517,-0.953406505,2.47672779,-0.38494602,0.700277409,NA,ns
COLGALT1_ENSSSCG00000053735_ENSSSCT00000015169_199_2068_2648,71.61145711,1.694915144,0.537549941,3.153037539,0.00161581,0.036334125,up
ABCA7_ENSSSCG00000023121_ENSSSCT00000023050_379_6772_6879,129.0597174,1.257861296,0.443826904,2.834125838,0.004595123,0.070478765,ns
ENSSSCT00000040633_ENSSSCG00000011121_ENSSSCT00000040633_66_1710_4058,167.9527504,0.205163994,0.490228051,0.418507251,0.675576286,0.85801288,ns
EPB41L2_ENSSSCG00000004199_ENSSSCT00000050067_119_3260_4503,47.13018918,-0.447686484,0.590932516,-0.757593247,0.448694524,0.733108552,ns
HIGD1A_ENSSSCG00000011290_ENSSSCT00000012360_259_538_1498,2.733714597,0.123875376,1.869458374,0.066262709,0.947168672,NA,ns
EPPK1_ENSSSCG00000062085_ENSSSCT00000102917_0_11910_11913,3.549440467,0.860452437,1.59292282,0.540172082,0.589078364,NA,ns
SPAG8_ENSSSCG00000025842_ENSSSCT00000026395_302_1979_2149,1.649369925,-0.487681449,2.367203127,-0.206015886,0.836778503,NA,ns
IFNB1_ENSSSCG00000005163_ENSSSCT00000005691_0_558_561,0.806268107,-1.870216731,3.511275563,-0.532631717,0.594288542,NA,ns
POU2F1_ENSSSCG00000006310_ENSSSCT00000062507_7_2311_2574,14.54972255,-0.953505994,0.925113994,-1.030690271,0.302686089,0.617566894,ns
GOPC_ENSSSCG00000004253_ENSSSCT00000059612_215_1604_6079,21.59125843,-1.005825448,0.759395723,-1.324507654,0.185334503,0.506511267,ns
CDC42BPA_ENSSSCG00000010862_ENSSSCT00000064427_1148_6689_7225,7.064879987,0.446953487,1.224021943,0.365151531,0.714998296,NA,ns
MRPL3_ENSSSCG00000011179_ENSSSCT00000012242_90_1287_1918,8.584129109,-1.947614201,1.227907939,-1.586123958,0.112711193,NA,ns
SAMM50_ENSSSCG00000028346_ENSSSCT00000100604_2080_3682_8489,27.8907609,0.857978902,0.679261791,1.263104907,0.206551481,0.530337349,ns
ENSSSCT00000004618_ENSSSCG00000004179_ENSSSCT00000004618_189_1086_1089,9.106919767,0.990740485,1.08060558,0.916838209,0.359227427,NA,ns
RAB8B_ENSSSCG00000026571_ENSSSCT00000094117_104_749_752,30.9977688,-0.330600104,0.649323282,-0.509145619,0.610650158,0.831564348,ns
ENSSSCT00000010877_ENSSSCG00000009926_ENSSSCT00000010877_0_1500_3149,30.73282907,0.729556307,0.65060599,1.121348893,0.262139381,0.578298377,ns
SULF1_ENSSSCG00000006197_ENSSSCT00000037262_562_3172_5470,82.54801698,1.619768622,0.506440561,3.198339046,0.001382217,0.03347844,up
SNRPD1_ENSSSCG00000003701_ENSSSCT00000004100_80_437_4513,10.51180985,0.027050832,1.00540838,0.026905318,0.978535252,NA,ns
PTDSS2_ENSSSCG00000037427_ENSSSCT00000043625_29_1487_2003,25.9011312,0.986510995,0.672245557,1.467486076,0.142243874,0.443834483,ns
SRR_ENSSSCG00000062531_ENSSSCT00000065607_311_1367_3904,1.214023383,-2.448049788,2.732842489,-0.895788834,0.370365554,NA,ns
ARCN1_ENSSSCG00000030053_ENSSSCT00000053716_0_1860_3575,49.67837015,-0.113799274,0.634472459,-0.179360463,0.857654674,0.943135702,ns
YJU2B_ENSSSCG00000013755_ENSSSCT00000015029_141_1353_1567,12.05168744,1.317554723,0.925227109,1.42403385,0.154436673,0.459907983,ns
HERC5_ENSSSCG00000030548_ENSSSCT00000030140_105_3009_3323,77.09296871,-0.47744227,0.709909833,-0.672539311,0.501240423,0.763129853,ns
ELOVL6_ENSSSCG00000036236_ENSSSCT00000059181_441_1236_3214,3.338629125,1.476238513,1.58150502,0.933439031,0.350593336,NA,ns
ZMYM4_ENSSSCG00000003627_ENSSSCT00000061991_362_5009_7454,22.84246691,-0.862069796,0.757254816,-1.138414411,0.254947479,0.57512646,ns
DAPK2_ENSSSCG00000021588_ENSSSCT00000061524_105_1554_1574,3.260499224,-0.757803305,1.747144595,-0.433738173,0.664478583,NA,ns
BBS4_ENSSSCG00000001924_ENSSSCT00000047516_15_1650_2525,2.677125149,-1.878516275,2.057554463,-0.912984958,0.361250453,NA,ns
AKIRIN2_ENSSSCG00000004307_ENSSSCT00000088888_448_1087_1090,17.09737821,-4.796292089,1.547407183,-3.099566902,0.001938038,0.040869455,down
PXYLP1_ENSSSCG00000011670_ENSSSCT00000040346_395_1832_3278,3.025496085,0.885808871,1.672548409,0.529616283,0.596378003,NA,ns
ASPA_ENSSSCG00000017861_ENSSSCT00000056972_122_1193_4536,1.809642632,-3.00521037,2.401225137,-1.251532113,0.210740405,NA,ns
RBM23_ENSSSCG00000026700_ENSSSCT00000057444_10_1297_6784,62.93148654,-0.112806233,0.553818066,-0.20368825,0.838597125,0.934937685,ns
FRMPD4_ENSSSCG00000030877_ENSSSCT00000104211_363_5793_6797,8.141479843,-1.835498435,1.327932603,-1.382222585,0.166903368,NA,ns
HACD4_ENSSSCG00000005164_ENSSSCT00000040074_132_828_2637,3.32030672,1.054402702,1.600347808,0.658858466,0.509986659,NA,ns
CSTF2T_ENSSSCG00000010430_ENSSSCT00000011415_64_1909_4587,71.68945371,-0.020842001,0.497328152,-0.041907944,0.966572083,0.988392095,ns
TERF2IP_ENSSSCG00000002703_ENSSSCT00000002997_103_1306_2388,19.43630043,-1.115250967,0.849747779,-1.312449406,0.189368546,0.51124603,ns
COG1_ENSSSCG00000017248_ENSSSCT00000038867_21_2964_5668,27.01402586,-1.232623321,0.737583,-1.671165579,0.094688977,0.367017456,ns
TMEM62_ENSSSCG00000004716_ENSSSCT00000005208_257_2186_2693,4.645894246,0.799037312,1.414291284,0.564973653,0.572091685,NA,ns
COL17A1_ENSSSCG00000010607_ENSSSCT00000031881_501_4920_5815,1.369860029,-2.592691113,2.698868602,-0.960658519,0.336723895,NA,ns
SAMHD1_ENSSSCG00000027806_ENSSSCT00000028674_68_1949_3919,112.3679597,-1.50897175,0.503185938,-2.998835291,0.002710138,0.050983918,ns
AP1S3_ENSSSCG00000040847_ENSSSCT00000053618_132_594_2563,2.121368758,-0.026727182,2.039091336,-0.013107398,0.989542109,NA,ns
PACSIN1_ENSSSCG00000027053_ENSSSCT00000053884_1425_2553_5101,14.0857935,0.079669808,0.88004543,0.0905292,0.927866691,0.971345507,ns
PIP5K1B_ENSSSCG00000027161_ENSSSCT00000028767_0_1620_2374,3.963038718,-1.406917202,1.66796063,-0.84349545,0.398951409,NA,ns
BRD8_ENSSSCG00000014327_ENSSSCT00000026144_103_3811_3814,88.05916573,-0.409342601,0.494202151,-0.8282898,0.407506398,0.704800563,ns
PREB_ENSSSCG00000008553_ENSSSCT00000009358_203_1457_2461,7.396290079,-0.557622201,1.154612574,-0.482951783,0.629129973,NA,ns
MFSD11_ENSSSCG00000029343_ENSSSCT00000022358_454_1801_4641,4.622920461,0.437224833,1.399786946,0.312350986,0.754773796,NA,ns
HEBP1_ENSSSCG00000040275_ENSSSCT00000055007_110_677_1098,6.464590421,-0.554549697,1.255992653,-0.441523042,0.658834384,NA,ns
ACAT1_ENSSSCG00000026153_ENSSSCT00000028484_54_1332_1585,33.59741,-0.214147722,0.625552839,-0.342333546,0.732099893,0.889546105,ns
NUTF2_ENSSSCG00000030295_ENSSSCT00000048914_82_391_2041,5.542159626,0.062035298,1.429138389,0.043407481,0.965376714,NA,ns
B3GNT7_ENSSSCG00000033015_ENSSSCT00000045899_68_1271_2431,2.110692982,-0.001504116,2.064167744,-0.000728679,0.999418598,NA,ns
TNFRSF4_ENSSSCG00000003331_ENSSSCT00000057182_25_859_1135,14.86190971,1.548202594,0.848863154,1.823854159,0.068174124,0.314579425,ns
SLC5A1_ENSSSCG00000010036_ENSSSCT00000010993_9_1995_3836,10.94779487,2.660812689,0.983460983,2.705559993,0.006818933,NA,ns
NISCH_ENSSSCG00000011442_ENSSSCT00000070171_147_4707_5299,69.15777254,0.053445936,0.510242282,0.104746193,0.916577207,0.967683128,ns
FBN2_ENSSSCG00000014256_ENSSSCT00000085839_225_8955_10501,3.899218317,2.325410413,1.688921227,1.376861381,0.168555109,NA,ns
CCDC66_ENSSSCG00000021439_ENSSSCT00000026637_51_2862_3041,18.5540764,-0.48800121,0.77529994,-0.629435377,0.529064063,0.781392948,ns
NOP56_ENSSSCG00000027676_ENSSSCT00000007848_67_1855_1965,162.294839,0.084190496,0.418100005,0.201364493,0.840413577,0.935885847,ns
PAGR1_ENSSSCG00000054721_ENSSSCT00000101416_220_982_1122,10.42062098,0.885898193,0.958664865,0.924095818,0.355436431,NA,ns
NTPCR_ENSSSCG00000010166_ENSSSCT00000011132_162_729_1292,10.44055814,1.827753316,0.953009005,1.917876228,0.055126707,NA,ns
PRPF19_ENSSSCG00000013107_ENSSSCT00000097193_216_1737_2305,44.95478412,-0.26867124,0.586351842,-0.458208231,0.646802847,0.846770337,ns
RAP1B_ENSSSCG00000032595_ENSSSCT00000040637_164_716_3814,75.43061133,-1.439191695,0.551690956,-2.608691842,0.009088905,0.106939079,ns
ENSSSCT00000031361_ENSSSCG00000020808_ENSSSCT00000031361_120_1713_2750,52.18231603,-0.900431019,0.568787056,-1.583072275,0.113404992,0.400379502,ns
NDUFS3_ENSSSCG00000032081_ENSSSCT00000046945_95_887_980,15.69851862,-0.10634779,0.838697685,-0.126801102,0.899097824,0.95943318,ns
HES1_ENSSSCG00000031356_ENSSSCT00000058748_252_1092_1471,12.2288567,0.572022771,0.899294887,0.636079198,0.524724803,0.778714649,ns
METTL26_ENSSSCG00000032188_ENSSSCT00000040407_95_707_853,1.705751535,-2.935201577,2.437215598,-1.204325781,0.228463686,NA,ns
ENSSSCT00000065973_ENSSSCG00000038630_ENSSSCT00000065973_560_914_1244,4.772543809,0.067943995,1.384218072,0.049084748,0.960851758,NA,ns
LSP1_ENSSSCG00000031487_ENSSSCT00000066164_35_1259_1670,496.0242725,0.43122471,0.399320716,1.079895665,0.280188644,0.595733939,ns
TLN1_ENSSSCG00000005317_ENSSSCT00000051171_401_8045_8489,1565.559428,-0.145834316,0.38008041,-0.383693325,0.701205761,0.87417894,ns
PSPC1_ENSSSCG00000009569_ENSSSCT00000057535_131_1694_2028,283.549124,0.481473301,0.395758203,1.216584514,0.223762338,0.546600047,ns
KCNN3_ENSSSCG00000006542_ENSSSCT00000007166_327_2481_7709,2.569013309,1.910116358,1.867873011,1.022615749,0.30648956,NA,ns
POU2F2_ENSSSCG00000037132_ENSSSCT00000072814_246_2289_2468,40.64384298,-0.602882649,0.613053548,-0.983409443,0.325405964,0.637326439,ns
GOLGB1_ENSSSCG00000011882_ENSSSCT00000012998_134_9947_11200,172.8386072,-0.483739499,0.417250229,-1.159351069,0.246313113,0.566607885,ns
ENSSSCT00000062574_ENSSSCG00000039972_ENSSSCT00000062574_250_865_4338,2.749015336,-0.655483919,1.86935488,-0.350647128,0.725853096,NA,ns
ENSSSCT00000077268_ENSSSCG00000004081_ENSSSCT00000077268_454_7144_7613,108.5661113,-0.7457902,0.476647178,-1.564658796,0.117662935,0.405438435,ns
GIMAP4_ENSSSCG00000027826_ENSSSCT00000052261_48_1014_2018,697.7247474,-0.434629194,0.409286682,-1.06191873,0.288272581,0.605381711,ns
STUB1_ENSSSCG00000008008_ENSSSCT00000053052_75_984_1313,25.46691594,0.533781925,0.693594411,0.769587986,0.441544334,0.730004896,ns
CS_ENSSSCG00000035686_ENSSSCT00000045632_154_1546_6201,70.99933074,-0.719274878,0.503817072,-1.427650863,0.153392376,0.45891399,ns
UBASH3B_ENSSSCG00000015136_ENSSSCT00000048019_325_2239_5394,41.43974882,-0.135156013,0.581210605,-0.232542234,0.816116888,0.927791301,ns
LSM14A_ENSSSCG00000002869_ENSSSCT00000055533_150_1539_3190,63.4149803,-0.689085552,0.538064566,-1.28067447,0.200308031,0.52492412,ns
LUC7L2_ENSSSCG00000016509_ENSSSCT00000072085_366_1542_4552,87.23562188,0.092375928,0.468722154,0.197080353,0.843764658,0.936746363,ns
ZBTB46_ENSSSCG00000040388_ENSSSCT00000064465_228_1995_4820,3.370630036,0.472432514,1.611290726,0.293201287,0.769368301,NA,ns
ZNF507_ENSSSCG00000025139_ENSSSCT00000059591_264_3132_6686,18.13405701,-0.613255706,0.82812708,-0.740533332,0.458976444,0.737856483,ns
NDUFA2_ENSSSCG00000014371_ENSSSCT00000103107_173_488_491,2.706338648,0.424078518,1.808561231,0.234483915,0.814609319,NA,ns
KTI12_ENSSSCG00000046753_ENSSSCT00000067282_148_1210_1760,8.72047069,-0.093737168,1.044204797,-0.08976895,0.928470823,NA,ns
EPSTI1_ENSSSCG00000037572_ENSSSCT00000065032_173_1085_1614,34.34957752,-0.547672746,0.679382286,-0.806133391,0.42016594,0.715091938,ns
OSTF1_ENSSSCG00000005273_ENSSSCT00000005808_199_901_1613,31.88386829,0.155664179,0.654618758,0.237793642,0.81204115,0.926283223,ns
ENSSSCT00000019062_ENSSSCG00000017509_ENSSSCT00000019062_697_1447_1519,197.6849679,-0.48659141,0.413002749,-1.178179593,0.238725017,0.560916945,ns
DLG3_ENSSSCG00000012375_ENSSSCT00000013532_10_2557_2686,5.000270642,0.586358303,1.324714346,0.442629994,0.658033386,NA,ns
CDAN1_ENSSSCG00000004719_ENSSSCT00000005211_22_3709_4369,17.26011198,-1.001793639,0.851873094,-1.175989295,0.239599154,0.561552684,ns
NFYA_ENSSSCG00000001611_ENSSSCT00000001780_775_1795_4386,14.47668612,0.108550418,0.841039863,0.129066912,0.897304703,0.9587634,ns
UBB_ENSSSCG00000018033_ENSSSCT00000019628_86_773_892,186.4289783,0.229628153,0.44857104,0.511910338,0.608713762,0.830237567,ns
RASAL2_ENSSSCG00000015519_ENSSSCT00000047395_131_3956_4739,130.4010919,0.343928328,0.432727093,0.794792686,0.426734106,0.719016047,ns
TM2D2_ENSSSCG00000028592_ENSSSCT00000023110_101_743_3793,15.05599446,1.190484073,0.873964603,1.362165092,0.17314579,0.490973891,ns
PRKAG1_ENSSSCG00000000185_ENSSSCT00000000195_333_1227_1859,16.71503136,-0.728048475,0.839558226,-0.867180443,0.38584315,0.690124994,ns
THOC5_ENSSSCG00000009988_ENSSSCT00000041892_201_2283_2415,69.0904774,0.264192616,0.51609639,0.511905568,0.608717101,0.830237567,ns
CDC42EP3_ENSSSCG00000021359_ENSSSCT00000082605_503_1265_7886,1.951827189,0.759776588,2.020542267,0.37602608,0.706897507,NA,ns
NAA35_ENSSSCG00000010956_ENSSSCT00000064297_91_2443_2683,31.95263252,-1.687978362,0.700973372,-2.408049192,0.01603802,0.148725365,ns
C18orf21_ENSSSCG00000030002_ENSSSCT00000085467_45_432_435,1.461505951,-0.185913937,2.507074026,-0.074155743,0.940886461,NA,ns
HINFP_ENSSSCG00000058033_ENSSSCT00000081603_161_1706_1709,7.505997735,-2.364039165,1.410707373,-1.675782809,0.093780743,NA,ns
ENSSSCT00000048674_ENSSSCG00000026430_ENSSSCT00000048674_89_2132_4533,110.6216994,0.294129358,0.603903417,0.487047017,0.626225012,0.837415688,ns
UBQLN4_ENSSSCG00000006500_ENSSSCT00000052932_29_1832_3125,10.28286501,0.280884106,0.967931622,0.29019003,0.771670863,NA,ns
ASXL1_ENSSSCG00000007248_ENSSSCT00000053508_24_4713_6789,93.10549756,-0.208354351,0.463876446,-0.449159152,0.653316852,0.848746231,ns
GTF2H3_ENSSSCG00000009769_ENSSSCT00000056407_22_1021_1100,4.04560468,-0.628998125,1.566570012,-0.401512936,0.688042516,NA,ns
ERMP1_ENSSSCG00000005207_ENSSSCT00000005739_12_3012_5915,52.96879312,-0.105418435,0.53879473,-0.195656025,0.844879406,0.936913677,ns
IER2_ENSSSCG00000013753_ENSSSCT00000015027_1160_1823_2795,115.7278539,-0.527483313,0.473684984,-1.113574064,0.265461958,0.581361057,ns
TIPRL_ENSSSCG00000006301_ENSSSCT00000099666_152_968_3052,4.705278586,-0.962000764,1.502158921,-0.64041211,0.521904712,NA,ns
DXO_ENSSSCG00000001425_ENSSSCT00000107924_293_1484_1536,2.973550536,0.921860266,1.677918867,0.549406938,0.582726214,NA,ns
ENSSSCT00000064583_ENSSSCG00000052122_ENSSSCT00000064583_0_2889_3063,7.991167305,3.348551083,1.161972703,2.881781193,0.003954342,NA,ns
TMED4_ENSSSCG00000016744_ENSSSCT00000018226_28_805_2048,17.55736474,0.710461932,0.762316098,0.931978131,0.351347827,0.659259174,ns
MYO5B_ENSSSCG00000004511_ENSSSCT00000086764_442_5977_5980,1.536398867,-0.796019738,2.444350599,-0.325656941,0.744683926,NA,ns
UST_ENSSSCG00000028974_ENSSSCT00000024450_416_1739_2752,5.927371753,1.285010004,1.207478395,1.06420952,0.287233795,NA,ns
ENSSSCT00000077271_ENSSSCG00000045625_ENSSSCT00000077271_138_2076_2081,3.395199636,0.649274713,1.655082788,0.392291382,0.694842931,NA,ns
CCR4_ENSSSCG00000034660_ENSSSCT00000049685_269_1349_2839,14.7396962,1.457428735,0.844249164,1.726301663,0.084293156,0.346531908,ns
S1PR4_ENSSSCG00000013474_ENSSSCT00000014719_686_1997_3430,28.97374401,1.427832419,0.69649436,2.050027251,0.040361772,0.242128977,ns
SLC38A2_ENSSSCG00000000808_ENSSSCT00000000877_546_1764_4687,123.4966502,1.566109813,0.546898653,2.863619804,0.004188304,0.066886294,ns
NEIL1_ENSSSCG00000001882_ENSSSCT00000042301_192_1359_1565,7.695744613,0.267265533,1.089816948,0.245238921,0.806271442,NA,ns
TMTC4_ENSSSCG00000009524_ENSSSCT00000039536_1313_3599_4664,4.384706754,0.357461061,1.399595145,0.255403187,0.79841171,NA,ns
CWC25_ENSSSCG00000021478_ENSSSCT00000053706_173_1448_2766,19.99446505,0.162701671,0.743634586,0.218792501,0.826811689,0.930728909,ns
