Transcript,TE_H,TE_W,log2_fold_change,regulation,ensembl_gene_id,external_gene_name,gene_biotype,description
ENSSSCT00000008551,3.06094538873764,0.26335977630881,-3.53887038493494,down,ENSSSCG00000007803,TUFM,protein_coding,"Tu translation elongation factor, mitochondrial [Source:VGNC Symbol;Acc:VGNC:94588]"
ENSSSCT00000008567,0.387223485259981,3.71087071341452,3.2605193780615,up,ENSSSCG00000007818,KDM8,protein_coding,lysine demethylase 8 [Source:VGNC Symbol;Acc:VGNC:98058]
ENSSSCT00000008595,1.8037668528638,1.08026264160861,-0.739630760150378,down,ENSSSCG00000007845,UQCRC2,protein_coding,ubiquinol-cytochrome c reductase core protein 2 [Source:VGNC Symbol;Acc:VGNC:94729]
ENSSSCT00000008603,2.49338351022718,0.860662273351713,-1.53458566690641,down,ENSSSCG00000007853,LYRM1,protein_coding,LYR motif containing 1 [Source:VGNC Symbol;Acc:VGNC:89915]
ENSSSCT00000008604,1.76699902688366,0.745293584337094,-1.24542049960674,down,ENSSSCG00000007854,DCUN1D3,protein_coding,defective in cullin neddylation 1 domain containing 3 [Source:VGNC Symbol;Acc:VGNC:87196]
ENSSSCT00000008636,2.3716300981425,1.41571887168518,-0.744344202351315,down,ENSSSCG00000007881,ERCC4,protein_coding,"ERCC excision repair 4, endonuclease catalytic subunit [Source:VGNC Symbol;Acc:VGNC:87764]"
ENSSSCT00000008679,5.78697340947355,0.693134012603438,-3.0616027956748,down,ENSSSCG00000007919,,protein_coding,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:UniProtKB Gene Name;Acc:A0A8D1XK57]
ENSSSCT00000008685,2.90807179197409,1.63340899901595,-0.83217680456548,down,ENSSSCG00000007924,UBN1,protein_coding,ubinuclein 1 [Source:VGNC Symbol;Acc:VGNC:94663]
ENSSSCT00000008686,3.38679475230141,1.90505403141229,-0.830088642560953,down,ENSSSCG00000007925,NAGPA,protein_coding,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:VGNC Symbol;Acc:VGNC:109427]
ENSSSCT00000008714,2.95335479794313,1.95395923436359,-0.595954314885542,down,ENSSSCG00000007951,CREBBP,protein_coding,CREB binding protein [Source:VGNC Symbol;Acc:VGNC:86985]
ENSSSCT00000008733,1.55984882701471,6.59644501172913,2.08028251281257,up,ENSSSCG00000007970,POLR3K,protein_coding,RNA polymerase III subunit K [Source:UniProtKB Gene Name;Acc:F2Z4X7]
ENSSSCT00000008744,3.45552271516846,2.32622012651318,-0.57091633965898,down,ENSSSCG00000007981,NPRL3,protein_coding,"NPR3 like, GATOR1 complex subunit [Source:VGNC Symbol;Acc:VGNC:90859]"
ENSSSCT00000008753,0.544316892848701,3.67134394661856,2.75378956253905,up,ENSSSCG00000007988,JMJD8,protein_coding,jumonji domain containing 8 [Source:VGNC Symbol;Acc:VGNC:89288]
ENSSSCT00000008759,2.31244255234075,40.8129285287181,4.14153680425507,up,ENSSSCG00000007993,CAPN15,protein_coding,calpain 15 [Source:VGNC Symbol;Acc:VGNC:86174]
ENSSSCT00000008762,0.971538842086397,3.92024916065758,2.0126017701619,up,ENSSSCG00000007995,MCRIP2,protein_coding,MAPK regulated corepressor interacting protein 2 [Source:VGNC Symbol;Acc:VGNC:110288]
ENSSSCT00000008785,1.07800045252399,5.51071931488249,2.35388286254596,up,ENSSSCG00000008017,NME3,protein_coding,NME/NM23 nucleoside diphosphate kinase 3 [Source:VGNC Symbol;Acc:VGNC:90791]
ENSSSCT00000008801,0.341484692863835,1.55629288164337,2.18822077341588,up,ENSSSCG00000008032,,protein_coding,
ENSSSCT00000008804,1.40636093660535,0.962781456666539,-0.546686642889166,down,ENSSSCG00000008035,GFER,protein_coding,"growth factor, augmenter of liver reration [Source:VGNC Symbol;Acc:VGNC:102569]"
ENSSSCT00000008843,2.66922254073021,1.51783860899961,-0.814401194228,down,ENSSSCG00000008070,CENPP,protein_coding,centromere protein P [Source:VGNC Symbol;Acc:VGNC:98865]
ENSSSCT00000008853,2.74433993969197,0.303679208223992,-3.17583915723998,down,ENSSSCG00000008080,PHF2,protein_coding,PHD finger protein 2 [Source:VGNC Symbol;Acc:VGNC:91382]
ENSSSCT00000008863,3.942205245228,2.216105669795,-0.830976215619923,down,ENSSSCG00000008090,IL1A,protein_coding,interleukin 1 alpha [Source:VGNC Symbol;Acc:VGNC:89091]
ENSSSCT00000008870,2.05803470956743,0.63684838535943,-1.69224545832425,down,ENSSSCG00000008097,,protein_coding,tubulin tyrosine ligase [Source:NCBI gene (formerly Entrezgene);Acc:445530]
ENSSSCT00000008903,3.21592549501891,1.67153698514601,-0.944058706255211,down,ENSSSCG00000008127,SNRNP200,protein_coding,small nuclear ribonucleoprotein U5 subunit 200 [Source:VGNC Symbol;Acc:VGNC:110718]
ENSSSCT00000008934,0.702152613343758,2.96282303903612,2.07711592035088,up,ENSSSCG00000008157,IL18RAP,protein_coding,interleukin 18 receptor accessory protein [Source:VGNC Symbol;Acc:VGNC:89090]
ENSSSCT00000008945,5.19274984092123,3.38259114166784,-0.618369918539585,down,ENSSSCG00000008168,RNF149,protein_coding,ring finger protein 149 [Source:VGNC Symbol;Acc:VGNC:92362]
ENSSSCT00000008960,2.42977578372464,1.24161110058408,-0.968609829049845,down,ENSSSCG00000008181,TXNDC9,protein_coding,thioredoxin domain containing 9 [Source:VGNC Symbol;Acc:VGNC:94609]
ENSSSCT00000008964,6.77868875621535,0.996634384247619,-2.76586997741001,down,ENSSSCG00000008185,MITD1,protein_coding,microtubule interacting and trafficking domain containing 1 [Source:VGNC Symbol;Acc:VGNC:90242]
ENSSSCT00000008972,1.04789039592312,0.326008757142053,-1.68450520280669,down,ENSSSCG00000008193,,protein_coding,zeta chain of T cell receptor associated protein kinase 70 [Source:VGNC Symbol;Acc:VGNC:95050]
ENSSSCT00000008988,1.5227042293989,0.99875207185071,-0.608437243509352,down,ENSSSCG00000008207,RPIA,protein_coding,ribose 5-phosphate isomerase A [Source:VGNC Symbol;Acc:VGNC:109408]
ENSSSCT00000008994,1.99054489974545,0.57996452316287594,-1.77912685657783,down,ENSSSCG00000008213,CD8B,protein_coding,CD8 subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:396636]
ENSSSCT00000009015,2.17262119363145,0.277799296171421,-2.96732180677149,down,ENSSSCG00000008232,RNF181,protein_coding,ring finger protein 181 [Source:NCBI gene (formerly Entrezgene);Acc:100628060]
ENSSSCT00000009020,2.10813538307137,12.0683757246877,2.51719209372279,up,ENSSSCG00000008237,RETSAT,protein_coding,retinol saturase [Source:VGNC Symbol;Acc:VGNC:92225]
ENSSSCT00000009030,1.73431508954614,0.936741354601912,-0.888643367756703,down,ENSSSCG00000008245,TMSB10,protein_coding,thymosin beta 10 [Source:NCBI gene (formerly Entrezgene);Acc:100037998]
ENSSSCT00000009051,4.12470704886443,1.19429647376687,-1.78813064011989,down,ENSSSCG00000008265,DOK1,protein_coding,docking protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100233179]
ENSSSCT00000009078,2.21954272321064,0.346434158742804,-2.67960938555255,down,ENSSSCG00000008289,MTHFD2,protein_coding,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:VGNC Symbol;Acc:VGNC:110693]"
ENSSSCT00000009124,2.7329008706982,1.01543625490114,-1.42833345482276,down,ENSSSCG00000008332,C2orf42,protein_coding,chromosome 3 C2orf42 homolog [Source:VGNC Symbol;Acc:VGNC:86021]
ENSSSCT00000009126,3.61730320878682,18.4931568830894,2.35400508426548,up,ENSSSCG00000008334,MXD1,protein_coding,MAX dimerization protein 1 [Source:VGNC Symbol;Acc:VGNC:90492]
ENSSSCT00000009128,0.652907096858634,6.69589801335758,3.35832792583968,up,ENSSSCG00000008336,ANXA4,protein_coding,annexin A4 [Source:NCBI gene (formerly Entrezgene);Acc:100312960]
ENSSSCT00000009133,4.60544960491815,2.96280530740969,-0.636378178954652,down,ENSSSCG00000008339,GFPT1,protein_coding,glutamine--fructose-6-phosphate transaminase 1 [Source:VGNC Symbol;Acc:VGNC:88426]
ENSSSCT00000009147,1.70504691327269,0.576216430820883,-1.56512872995518,down,ENSSSCG00000008353,DNAAF10,protein_coding,dynein axonemal assembly factor 10 [Source:VGNC Symbol;Acc:VGNC:94950]
ENSSSCT00000009164,2.55338416386787,1.621598340159,-0.654994094424025,down,ENSSSCG00000025751,MDH1,protein_coding,malate dehydrogenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:396894]
ENSSSCT00000009171,3.77159207884287,2.61546055926672,-0.528108633436816,down,ENSSSCG00000008376,COMMD1,protein_coding,copper metabolism domain containing 1 [Source:VGNC Symbol;Acc:VGNC:86885]
ENSSSCT00000009172,3.10128620252232,1.73358653655608,-0.839106817081279,down,ENSSSCG00000008377,CCT4,protein_coding,chaperonin containing TCP1 subunit 4 [Source:VGNC Symbol;Acc:VGNC:86382]
ENSSSCT00000009182,5.11727890104881,2.46428824974569,-1.05420584592292,down,ENSSSCG00000008385,PUS10,protein_coding,pseudouridine synthase 10 [Source:VGNC Symbol;Acc:VGNC:92005]
ENSSSCT00000009195,3.30426438397879,0.476138965752628,-2.79487452110283,down,ENSSSCG00000008398,PPP4R3B,protein_coding,protein phosphatase 4 regulatory subunit 3B [Source:NCBI gene (formerly Entrezgene);Acc:100512224]
ENSSSCT00000009197,0.947730318377516,0.456093812683407,-1.05514599220408,down,ENSSSCG00000008400,CFAP36,protein_coding,cilia and flagella associated protein 36 [Source:NCBI gene (formerly Entrezgene);Acc:100513146]
ENSSSCT00000009215,1.33975347580013,0.151799587475054,-3.14172778366482,down,ENSSSCG00000008415,ASB3,protein_coding,ankyrin repeat and SOCS box containing 3 [Source:VGNC Symbol;Acc:VGNC:97034]
ENSSSCT00000009231,2.69233184971635,0.788177524826667,-1.77226372749751,down,ENSSSCG00000008428,MSH2,protein_coding,mutS homolog 2 [Source:NCBI gene (formerly Entrezgene);Acc:100337661]
ENSSSCT00000009245,0.700273427146055,2.80608512033823,2.00256852406758,up,ENSSSCG00000008443,EPAS1,protein_coding,endothelial PAS domain protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100037272]
ENSSSCT00000009250,6.05641233748044,1.22315200808422,-2.30785972442081,down,ENSSSCG00000008448,PREPL,protein_coding,prolyl endopeptidase like [Source:VGNC Symbol;Acc:VGNC:91790]
ENSSSCT00000009253,3.71660039032425,1.76674059058533,-1.07289335222632,down,ENSSSCG00000008451,PPM1B,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:UniProtKB Gene Name;Acc:A0A5G2QWZ2]"
ENSSSCT00000009254,2.77016670736984,1.53746183602296,-0.849422200328527,down,ENSSSCG00000008452,LRPPRC,protein_coding,leucine rich pentatricopeptide repeat containing [Source:VGNC Symbol;Acc:VGNC:89824]
ENSSSCT00000009261,5.59525090439093,0.550952977268346,-3.34420172850267,down,ENSSSCG00000008459,,protein_coding,
ENSSSCT00000009301,3.77360305540746,1.92833896478091,-0.968584002291274,down,ENSSSCG00000008499,STRN,protein_coding,striatin [Source:VGNC Symbol;Acc:VGNC:93578]
ENSSSCT00000009306,0.132854282262861,0.895815586215208,2.75335703708404,up,ENSSSCG00000008504,CRIM1,protein_coding,cysteine rich transmembrane BMP regulator 1 [Source:VGNC Symbol;Acc:VGNC:86995]
ENSSSCT00000009310,1.58677218985618,0.757092604545117,-1.06755333698869,down,ENSSSCG00000008508,FAM98A,protein_coding,family with sequence similarity 98 member A [Source:VGNC Symbol;Acc:VGNC:87997]
ENSSSCT00000009319,3.23978232361176,0.991228618644802,-1.70860713720187,down,ENSSSCG00000008515,MEMO1,protein_coding,mediator of cell motility 1 [Source:VGNC Symbol;Acc:VGNC:90139]
ENSSSCT00000009320,2.18916322364133,1.3581437220823,-0.688743368458183,down,ENSSSCG00000008516,DPY30,protein_coding,dpy-30 histone methyltransferase complex regulatory subunit [Source:VGNC Symbol;Acc:VGNC:87428]
ENSSSCT00000009358,0.488673536627202,0.209873301173302,-1.21935233247764,down,ENSSSCG00000008553,PREB,protein_coding,prolactin regulatory element binding [Source:VGNC Symbol;Acc:VGNC:91786]
ENSSSCT00000009375,2.11350811758703,0.744268165337572,-1.50574521966615,down,ENSSSCG00000008569,HADHB,protein_coding,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:397017]
ENSSSCT00000009377,4.23221726131281,2.59905386110991,-0.703427158654669,down,ENSSSCG00000008571,HADHA,protein_coding,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:397012]
ENSSSCT00000009397,1.88135686186881,1.0154541971058,-0.889648362731928,down,ENSSSCG00000008587,SF3B6,protein_coding,splicing factor 3b subunit 6 [Source:VGNC Symbol;Acc:VGNC:98313]
ENSSSCT00000009398,0.1069953601075,1.45613651211543,3.76652547375755,up,ENSSSCG00000045531,FKBP1B,protein_coding,FKBP prolyl isomerase 1B [Source:VGNC Symbol;Acc:VGNC:106579]
ENSSSCT00000009425,1.14552627087589,0.528432180094182,-1.11622031439614,down,ENSSSCG00000008614,SMC6,protein_coding,structural maintenance of chromosomes 6 [Source:VGNC Symbol;Acc:VGNC:93241]
ENSSSCT00000009429,1.42248460087869,6.76405426414026,2.24947519900506,up,ENSSSCG00000008618,MYCN,protein_coding,"MYCN proto-onco, bHLH transcription factor [Source:VGNC Symbol;Acc:VGNC:90504]"
ENSSSCT00000009449,2.69764363267111,1.53492140070903,-0.813534995391202,down,ENSSSCG00000008637,TAF1B,protein_coding,"TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:VGNC Symbol;Acc:VGNC:93712]"
ENSSSCT00000009475,0.412202591842992,0.20990766447086,-0.973598730780207,down,ENSSSCG00000008659,ACP1,protein_coding,acid phosphatase 1 [Source:VGNC Symbol;Acc:VGNC:96914]
ENSSSCT00000009485,2.05048909113606,10.0523771686314,2.29349673428213,up,ENSSSCG00000008668,RBAK,protein_coding,RB associated KRAB zinc finger [Source:VGNC Symbol;Acc:VGNC:92134]
ENSSSCT00000009512,0.919219934991401,4.78011553163913,2.3785634964766,up,ENSSSCG00000008694,GRK4,protein_coding,G protein-coupled receptor kinase 4 [Source:VGNC Symbol;Acc:VGNC:88696]
ENSSSCT00000009562,2.52188807967406,0.475115157592974,-2.40815511201375,down,ENSSSCG00000008740,FBXL5,protein_coding,F-box and leucine rich repeat protein 5 [Source:VGNC Symbol;Acc:VGNC:98008]
ENSSSCT00000009570,2.17460873014717,0.746594947271456,-1.54235819510204,down,ENSSSCG00000008747,NCAPG,protein_coding,non-SMC condensin I complex subunit G [Source:VGNC Symbol;Acc:VGNC:90599]
ENSSSCT00000009580,2.33542114309699,0.333095370667844,-2.80967552368578,down,ENSSSCG00000008756,DHX15,protein_coding,DEAH-box helicase 15 [Source:NCBI gene (formerly Entrezgene);Acc:100517041]
ENSSSCT00000009597,5.27900150436483,2.84590507036198,-0.891377537829863,down,ENSSSCG00000008772,RELL1,protein_coding,RELT like 1 [Source:VGNC Symbol;Acc:VGNC:92206]
ENSSSCT00000009598,3.68412224641357,0.872896127240665,-2.07743904210093,down,ENSSSCG00000008773,PGM2,protein_coding,phosphoglucomutase 2 [Source:VGNC Symbol;Acc:VGNC:91356]
ENSSSCT00000009619,2.65835738644148,1.38685100096672,-0.938722274636854,down,ENSSSCG00000008792,N4BP2,protein_coding,NEDD4 binding protein 2 [Source:VGNC Symbol;Acc:VGNC:90554]
ENSSSCT00000009638,3.01337305898447,0.960347406499423,-1.64975098972494,down,ENSSSCG00000008808,GNPDA2,protein_coding,glucosamine-6-phosphate deaminase 2 [Source:VGNC Symbol;Acc:VGNC:88545]
ENSSSCT00000009649,4.60682714990895,0.762607773801522,-2.5947603257686,down,ENSSSCG00000008819,TXK,protein_coding,TXK tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:94599]
ENSSSCT00000009650,0.919028667655852,0.521282628791862,-0.818044080417439,down,ENSSSCG00000008820,TEC,protein_coding,tec protein tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:93857]
ENSSSCT00000009666,3.03352264691131,0.283638050700719,-3.41887109037052,down,ENSSSCG00000008831,DCUN1D4,protein_coding,defective in cullin neddylation 1 domain containing 4 [Source:VGNC Symbol;Acc:VGNC:87197]
ENSSSCT00000009719,4.45499502574668,1.54637700824796,-1.52653172827032,down,ENSSSCG00000008878,PPID,protein_coding,peptidylprolyl isomerase D [Source:NCBI gene (formerly Entrezgene);Acc:100515957]
ENSSSCT00000009769,1.99199101037465,0.51928716341701,-1.93960666860322,down,ENSSSCG00000008921,CENPC,protein_coding,centromere protein C [Source:VGNC Symbol;Acc:VGNC:86546]
ENSSSCT00000009789,0.105152777849732,13.4928358000831,7.00356281965512,up,ENSSSCG00000008937,AMBN,protein_coding,ameloblastin [Source:NCBI gene (formerly Entrezgene);Acc:397102]
ENSSSCT00000009801,2.23544995428867,0.610225284859886,-1.87315138342988,down,ENSSSCG00000008947,COX18,protein_coding,cytochrome c oxidase assembly factor COX18 [Source:VGNC Symbol;Acc:VGNC:86922]
ENSSSCT00000009807,5.91647698093619,1.11778578971516,-2.40409462646338,down,ENSSSCG00000008953,CXCL8,protein_coding,C-X-C motif chemokine ligand 8 [Source:NCBI gene (formerly Entrezgene);Acc:396880]
ENSSSCT00000009818,1.83492397727512,8.42828178284682,2.19951825658567,up,ENSSSCG00000008963,AREG,protein_coding,amphiregulin [Source:NCBI gene (formerly Entrezgene);Acc:397668]
ENSSSCT00000009826,1.50585306305739,0.997937566923446,-0.593559537261321,down,ENSSSCG00000008971,USO1,protein_coding,USO1 vesicle transport factor [Source:VGNC Symbol;Acc:VGNC:94741]
ENSSSCT00000009829,3.52987743290168,1.13594587627782,-1.63572399274073,down,ENSSSCG00000008974,SDAD1,protein_coding,SDA1 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:98961]
ENSSSCT00000009834,2.76161953539579,1.47784722737471,-0.90201743670504,down,ENSSSCG00000008979,NUP54,protein_coding,nucleoporin 54 [Source:VGNC Symbol;Acc:VGNC:98950]
ENSSSCT00000009864,5.17610606059256,1.26843786271512,-2.0288143315944,down,ENSSSCG00000009007,TMEM131L,protein_coding,transmembrane 131 like [Source:VGNC Symbol;Acc:VGNC:94079]
ENSSSCT00000009874,0.045955718620621,9.48512224844114,7.68927815938761,up,ENSSSCG00000009015,,protein_coding,glutamyl-tRNA amidotransferase subunit B [Source:VGNC Symbol;Acc:VGNC:88370]
ENSSSCT00000009895,1.48593095112352,6.42571739185888,2.11249045367143,up,ENSSSCG00000009035,SLC10A7,protein_coding,solute carrier family 10 member 7 [Source:NCBI gene (formerly Entrezgene);Acc:100192449]
ENSSSCT00000009899,2.64904806750282,1.650810857931,-0.682299189359847,down,ENSSSCG00000009039,MMAA,protein_coding,metabolism of cobalamin associated A [Source:UniProtKB Gene Name;Acc:A0A8W4FIA0]
ENSSSCT00000009915,3.28254289033325,1.58987733601829,-1.04589840037719,down,ENSSSCG00000009052,ZNF330,protein_coding,zinc finger protein 330 [Source:VGNC Symbol;Acc:VGNC:98969]
ENSSSCT00000009941,1.09815034622249,5.44143768758188,2.30891229249165,up,ENSSSCG00000009075,MFSD8,protein_coding,major facilitator superfamily domain containing 8 [Source:VGNC Symbol;Acc:VGNC:90193]
ENSSSCT00000009942,4.36606213451538,0.752917006081022,-2.53576991109191,down,ENSSSCG00000055606,PLK4,protein_coding,polo like kinase 4 [Source:VGNC Symbol;Acc:VGNC:111817]
ENSSSCT00000009956,3.37424507352322,1.82557943700653,-0.886210314693918,down,ENSSSCG00000009090,BLTP1,protein_coding,bridge-like lipid transfer protein family member 1 [Source:VGNC Symbol;Acc:VGNC:89439]
ENSSSCT00000009960,3.31888031492256,1.02033359704264,-1.70165568703873,down,ENSSSCG00000009093,BBS7,protein_coding,Bardet-Biedl syndrome 7 [Source:UniProtKB Gene Name;Acc:A0A288CFV9]
ENSSSCT00000009963,3.10633632663776,1.72337687745076,-0.849975807965975,down,ENSSSCG00000009097,ANXA5,protein_coding,annexin A5 [Source:VGNC Symbol;Acc:VGNC:85370]
ENSSSCT00000009986,2.48308620084611,1.50236278670522,-0.724901112624986,down,ENSSSCG00000009119,LARP7,protein_coding,"La ribonucleoprotein 7, transcriptional regulator [Source:NCBI gene (formerly Entrezgene);Acc:100511273]"
ENSSSCT00000010009,1.32707602862476,0.343858914806743,-1.94836237138333,down,ENSSSCG00000009141,MCUB,protein_coding,mitochondrial calcium uniporter dominant negative subunit beta [Source:VGNC Symbol;Acc:VGNC:90086]
ENSSSCT00000010010,4.32844081588989,0.587762261621609,-2.88054279706746,down,ENSSSCG00000009142,SEC24B,protein_coding,"SEC24 homolog B, COPII coat complex component [Source:VGNC Symbol;Acc:VGNC:92677]"
ENSSSCT00000010014,1.41694241353245,7.60052360864583,2.42331768451081,up,ENSSSCG00000009145,OSTC,protein_coding,oligosaccharyltransferase complex non-catalytic subunit [Source:VGNC Symbol;Acc:VGNC:98951]
ENSSSCT00000010015,0.321294378483197,0.211883952340711,-0.60062141390086,down,ENSSSCG00000009146,RPL34,protein_coding,ribosomal protein L34 [Source:VGNC Symbol;Acc:VGNC:98957]
ENSSSCT00000010051,1.04948463807334,0.694751658783003,-0.595111770096305,down,ENSSSCG00000009178,H2AZ1,protein_coding,H2A.Z variant histone 1 [Source:NCBI gene (formerly Entrezgene);Acc:100141311]
