Transcript,TE_H,TE_W,log2_fold_change,regulation,ensembl_gene_id,external_gene_name,gene_biotype,description
ENSSSCT00000006489,0.865996192788202,0.178591213484603,-2.27769957939015,down,ENSSSCG00000005909,FBXL6,protein_coding,F-box and leucine rich repeat protein 6 [Source:VGNC Symbol;Acc:VGNC:88031]
ENSSSCT00000006497,0.976111646290968,0.476269687159342,-1.03526744136624,down,ENSSSCG00000005917,HSF1,protein_coding,heat shock transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:88993]
ENSSSCT00000006510,0.241591980147765,1.53829838410221,2.67069090126686,up,ENSSSCG00000005930,SLC45A4,protein_coding,solute carrier family 45 member 4 [Source:VGNC Symbol;Acc:VGNC:93125]
ENSSSCT00000006513,0.867156327111909,0.160830017181038,-2.43075540452835,down,ENSSSCG00000005933,CHRAC1,protein_coding,chromatin accessibility complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:86660]
ENSSSCT00000006526,1.01633719329157,6.46840496940356,2.67003087602344,up,ENSSSCG00000005943,ST3GAL1,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:98863]"
ENSSSCT00000006552,1.4565516741162,0.89678755725059,-0.69971871862288,down,ENSSSCG00000005969,WASHC5,protein_coding,WASH complex subunit 5 [Source:VGNC Symbol;Acc:VGNC:94896]
ENSSSCT00000006554,1.89376532056036,0.351744838362965,-2.42865640195875,down,ENSSSCG00000005971,,protein_coding,zinc finger protein 572 [Source:UniProtKB Gene Name;Acc:F1RRR4]
ENSSSCT00000006567,3.70571413025211,2.573343623569,-0.526107476091233,down,ENSSSCG00000005984,ZHX1,protein_coding,zinc fingers and homeoboxes 1 [Source:VGNC Symbol;Acc:VGNC:95164]
ENSSSCT00000006577,6.18110937670802,1.47056717844466,-2.07149310330005,down,ENSSSCG00000005994,SNTB1,protein_coding,syntrophin beta 1 [Source:VGNC Symbol;Acc:VGNC:93297]
ENSSSCT00000006600,2.14689640174973,0.310647553986672,-2.78890197601076,down,ENSSSCG00000006014,RAD21,protein_coding,RAD21 cohesin complex component [Source:VGNC Symbol;Acc:VGNC:92054]
ENSSSCT00000006637,8.41343158469726,1.82724399987227,-2.20302505606003,down,ENSSSCG00000006048,DCAF13,protein_coding,DDB1 and CUL4 associated factor 13 [Source:VGNC Symbol;Acc:VGNC:87174]
ENSSSCT00000006644,2.31353228960028,1.62253462075605,-0.511847972517427,down,ENSSSCG00000027480,KLF10,protein_coding,KLF transcription factor 10 [Source:NCBI gene (formerly Entrezgene);Acc:100153665]
ENSSSCT00000006669,4.50152783452743,0.651120808333821,-2.78941759077417,down,ENSSSCG00000006078,POP1,protein_coding,"POP1 homolog, ribonuclease P/MRP subunit [Source:VGNC Symbol;Acc:VGNC:91663]"
ENSSSCT00000006691,2.6211140116756,1.74069835573829,-0.590513887383022,down,ENSSSCG00000006100,VIRMA,protein_coding,vir like m6A methyltransferase associated [Source:VGNC Symbol;Acc:VGNC:94829]
ENSSSCT00000006712,1.82138185578836,1.04530676790795,-0.801107022934739,down,ENSSSCG00000006120,OTUD6B,protein_coding,OTU deubiquitinase 6B [Source:VGNC Symbol;Acc:VGNC:91103]
ENSSSCT00000006760,1.07375938357477,0.584886537670542,-0.876442051047968,down,ENSSSCG00000006166,NDUFB8,protein_coding,NADH:ubiquinone oxidoreductase subunit B8 [Source:NCBI gene (formerly Entrezgene);Acc:448979]
ENSSSCT00000006786,9.95123518652476,0.128959391212237,-6.26988686629011,down,ENSSSCG00000006192,LACTB2,protein_coding,lactamase beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:100153212]
ENSSSCT00000006805,2.79612812412271,0.916779857891318,-1.60878321653982,down,ENSSSCG00000006209,VCPIP1,protein_coding,valosin containing protein interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:94813]
ENSSSCT00000006814,3.76931935153653,2.00060077944401,-0.913870725284182,down,ENSSSCG00000006218,PDE7A,protein_coding,phosphodiesterase 7A [Source:VGNC Symbol;Acc:VGNC:91261]
ENSSSCT00000006828,7.08488826068646,3.24879424555676,-1.12484072286197,down,ENSSSCG00000006231,CHD7,protein_coding,chromodomain helicase DNA binding protein 7 [Source:VGNC Symbol;Acc:VGNC:86633]
ENSSSCT00000006829,0.680847157248741,2.97712722822373,2.128518006385,up,ENSSSCG00000006232,RAB2A,protein_coding,"RAB2A, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:98252]"
ENSSSCT00000006880,4.81859053774524,1.7065840219233,-1.49749976671571,down,ENSSSCG00000006280,GORAB,protein_coding,"golgin, RAB6 interacting [Source:VGNC Symbol;Acc:VGNC:88558]"
ENSSSCT00000006901,1.04952128628903,53.7115275938993,5.67742842070559,up,ENSSSCG00000006296,ATP1B1,protein_coding,ATPase Na+/K+ transporting subunit beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:396898]
ENSSSCT00000006925,4.5166464356778,2.74482924981323,-0.71853557870363,down,ENSSSCG00000006318,TADA1,protein_coding,transcriptional adaptor 1 [Source:VGNC Symbol;Acc:VGNC:93705]
ENSSSCT00000006932,2.03583075784947,0.686223785755288,-1.5688665943618,down,ENSSSCG00000006324,,protein_coding,aldehyde dehydrogenase 9 family member A1 [Source:VGNC Symbol;Acc:VGNC:109625]
ENSSSCT00000006941,11.1156523766074,2.21341531090587,-2.32824654288841,down,ENSSSCG00000006333,NUF2,protein_coding,NUF2 component of NDC80 kinetochore complex [Source:VGNC Symbol;Acc:VGNC:90965]
ENSSSCT00000006969,0.215666175085718,1.77623294369135,3.0419489678386,up,ENSSSCG00000006360,B4GALT3,protein_coding,"beta-1,4-galactosyltransferase 3 [Source:VGNC Symbol;Acc:VGNC:97899]"
ENSSSCT00000006970,1.7528143609451,0.937972398492634,-0.90205583499404,down,ENSSSCG00000006361,PPOX,protein_coding,protoporphyrinogen oxidase [Source:VGNC Symbol;Acc:VGNC:91714]
ENSSSCT00000006971,0.415316333864055,0.217339785014172,-0.934258321805821,down,ENSSSCG00000006362,USP21,protein_coding,ubiquitin specific peptidase 21 [Source:VGNC Symbol;Acc:VGNC:94753]
ENSSSCT00000006972,2.03975314315451,0.315922218514328,-2.69075325446088,down,ENSSSCG00000006363,UFC1,protein_coding,ubiquitin-fold modifier conjugating enzyme 1 [Source:VGNC Symbol;Acc:VGNC:98892]
ENSSSCT00000006985,2.17274400776346,0.258678781739073,-3.07028458032803,down,ENSSSCG00000006374,CD244,protein_coding,CD244 molecule [Source:VGNC Symbol;Acc:VGNC:86400]
ENSSSCT00000006986,5.30964564247653,34.2480880219386,2.68933596243874,up,ENSSSCG00000006375,LY9,protein_coding,lymphocyte antigen 9 [Source:VGNC Symbol;Acc:VGNC:89906]
ENSSSCT00000007005,0.692918392177905,9.55628758662433,3.78569291546043,up,ENSSSCG00000006392,IGSF8,protein_coding,immunoglobulin superfamily member 8 [Source:VGNC Symbol;Acc:VGNC:89069]
ENSSSCT00000007067,2.16297965705414,8.88385145197306,2.03816517286122,up,ENSSSCG00000058723,CD1D,protein_coding,CD1d molecule [Source:NCBI gene (formerly Entrezgene);Acc:100124526]
ENSSSCT00000007088,0.958081839157761,0.212263553331752,-2.17429222108189,down,ENSSSCG00000006471,ISG20L2,protein_coding,interferon stimulated exonuclease 20 like 2 [Source:VGNC Symbol;Acc:VGNC:89224]
ENSSSCT00000007092,0.0935000100212476,3.21787536891507,5.10499812046941,up,ENSSSCG00000006475,IQGAP3,protein_coding,IQ motif containing GTPase activating protein 3 [Source:VGNC Symbol;Acc:VGNC:89193]
ENSSSCT00000007099,4.76605134219809,0.65781317749486,-2.8570446789769,down,ENSSSCG00000006481,GPATCH4,protein_coding,G-patch domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100152732]
ENSSSCT00000007107,0.137660924160975,0.662381107794423,2.26654242501128,up,ENSSSCG00000006488,GLMP,protein_coding,glycosylated lysosomal membrane protein [Source:VGNC Symbol;Acc:VGNC:88487]
ENSSSCT00000007113,2.99319891990556,1.49429045050755,-1.00222756252322,down,ENSSSCG00000052919,PMF1,protein_coding,polyamine modulated factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:100144449]
ENSSSCT00000007124,5.49266306438413,0.324189450365037,-4.08259674637809,down,ENSSSCG00000023991,RIT1,protein_coding,Ras like without CAAX 1 [Source:VGNC Symbol;Acc:VGNC:92325]
ENSSSCT00000007131,9.39307973930308,1.41710168809661,-2.7286549699208,down,ENSSSCG00000006511,RUSC1,protein_coding,RUN and SH3 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:92519]
ENSSSCT00000007132,0.944167913719002,5.88678121826122,2.64036365017429,up,ENSSSCG00000006512,FDPS,protein_coding,farnesyl diphosphate synthase [Source:VGNC Symbol;Acc:VGNC:88077]
ENSSSCT00000007140,0.263761777099723,3.14645981988614,3.57642210244342,up,ENSSSCG00000006520,SCAMP3,protein_coding,secretory carrier membrane protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:100152731]
ENSSSCT00000007151,0.216004542041009,0.894423341439196,2.04989618914341,up,ENSSSCG00000006529,SLC50A1,protein_coding,solute carrier family 50 member 1 [Source:VGNC Symbol;Acc:VGNC:93137]
ENSSSCT00000007162,0.732542133548849,4.30469607308478,2.55492773542299,up,ENSSSCG00000006540,PBXIP1,protein_coding,PBX homeobox interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:109435]
ENSSSCT00000007188,0.0425736421646868,0.501202822174458,3.55736211549427,up,ENSSSCG00000006561,SLC39A1,protein_coding,solute carrier family 39 member 1 [Source:VGNC Symbol;Acc:VGNC:93101]
ENSSSCT00000007195,2.61892203625017,0.874671539566156,-1.58215985547191,down,ENSSSCG00000006567,CRTC2,protein_coding,CREB regulated transcription coactivator 2 [Source:VGNC Symbol;Acc:VGNC:87008]
ENSSSCT00000007199,3.4098369258483,1.79315239434561,-0.927204641057398,down,ENSSSCG00000006571,INTS3,protein_coding,integrator complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:89163]
ENSSSCT00000007206,0.624078065211596,2.54272392725651,2.02657642134526,up,ENSSSCG00000006578,S100A4,protein_coding,S100 calcium binding protein A4 [Source:VGNC Symbol;Acc:VGNC:92543]
ENSSSCT00000007254,2.88051887018967,0.355165815654823,-3.01976407333257,down,ENSSSCG00000006620,TUFT1,protein_coding,tuftelin 1 [Source:NCBI gene (formerly Entrezgene);Acc:397240]
ENSSSCT00000007256,2.77765156530357,0.808386371733263,-1.78074873063424,down,ENSSSCG00000006622,POGZ,protein_coding,pogo transposable element derived with ZNF domain [Source:VGNC Symbol;Acc:VGNC:91625]
ENSSSCT00000007259,3.01582039923189,1.82748457223958,-0.722691287640257,down,ENSSSCG00000006625,RFX5,protein_coding,regulatory factor X5 [Source:VGNC Symbol;Acc:VGNC:92246]
ENSSSCT00000007261,5.7967324639536,2.67336094863104,-1.11658526378615,down,ENSSSCG00000006627,ZNF687,protein_coding,zinc finger protein 687 [Source:VGNC Symbol;Acc:VGNC:95292]
ENSSSCT00000007264,0.504562778684057,0.153934481488559,-1.71271735032866,down,ENSSSCG00000006628,PSMD4,protein_coding,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:VGNC Symbol;Acc:VGNC:98839]"
ENSSSCT00000007284,2.4702125008493,27.6568483890162,3.4849297042743,up,ENSSSCG00000006648,CTSS,protein_coding,cathepsin S [Source:VGNC Symbol;Acc:VGNC:87079]
ENSSSCT00000007298,2.76034526747341,0.532140688433514,-2.37496910850152,down,ENSSSCG00000006661,VPS45,protein_coding,vacuolar protein sorting 45 homolog [Source:NCBI gene (formerly Entrezgene);Acc:100514766]
ENSSSCT00000007300,3.62793332916503,1.39032061486234,-1.38373032960136,down,ENSSSCG00000006663,OTUD7B,protein_coding,OTU deubiquitinase 7B [Source:VGNC Symbol;Acc:VGNC:91105]
ENSSSCT00000007305,0.995100753559762,0.466914415912268,-1.09168447309707,down,ENSSSCG00000006667,BOLA1,protein_coding,bolA family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:100152975]
ENSSSCT00000007306,8.99118542577171,2.1911855221538,-2.03679969881699,down,ENSSSCG00000063420,H2AC21,protein_coding,H2A clustered histone 21 [Source:UniProtKB Gene Name;Acc:A0A4X1SJ31]
ENSSSCT00000007307,1.03192335274864,5.10653103847289,2.30700775735001,up,ENSSSCG00000034598,H2AC20,protein_coding,H2A clustered histone 20 [Source:UniProtKB Gene Name;Acc:F2Z5L5]
ENSSSCT00000007320,2.63762069678678,0.691144311862603,-1.93217822880639,down,ENSSSCG00000006682,,protein_coding,RNA polymerase III subunit GL [Source:VGNC Symbol;Acc:VGNC:98837]
ENSSSCT00000007328,1.7710070707971,0.70929612038855006,-1.3201100104333,down,ENSSSCG00000006689,PIAS3,protein_coding,protein inhibitor of activated STAT 3 [Source:VGNC Symbol;Acc:VGNC:91412]
ENSSSCT00000007340,2.29227460757746,1.23477741866923,-0.892528880332637,down,ENSSSCG00000006701,CHD1L,protein_coding,chromodomain helicase DNA binding protein 1 like [Source:VGNC Symbol;Acc:VGNC:86630]
ENSSSCT00000007369,6.88180733404386,2.29716874150886,-1.58293066670317,down,ENSSSCG00000006727,WDR3,protein_coding,WD repeat domain 3 [Source:VGNC Symbol;Acc:VGNC:94913]
ENSSSCT00000007372,10.5207352624773,0.436838205979499,-4.58999268328887,down,ENSSSCG00000006730,MAN1A2,protein_coding,mannosidase alpha class 1A member 2 [Source:VGNC Symbol;Acc:VGNC:89967]
ENSSSCT00000007383,11.9274471243825,1.87415676942677,-2.66997174903648,down,ENSSSCG00000006738,CD58,protein_coding,CD58 molecule [Source:NCBI gene (formerly Entrezgene);Acc:396702]
ENSSSCT00000007388,2.79364887545199,1.85601088827154,-0.589945530494189,down,ENSSSCG00000006743,SLC22A15,protein_coding,solute carrier family 22 member 15 [Source:VGNC Symbol;Acc:VGNC:92975]
ENSSSCT00000007396,9.98425260511531,2.74453281214599,-1.86309384786057,down,ENSSSCG00000006751,SIKE1,protein_coding,suppressor of IKBKE 1 [Source:VGNC Symbol;Acc:VGNC:92874]
ENSSSCT00000007407,1.94395665743811,0.310748895300787,-2.64517488521677,down,ENSSSCG00000006761,DCLRE1B,protein_coding,DNA cross-link repair 1B [Source:VGNC Symbol;Acc:VGNC:87186]
ENSSSCT00000007430,1.76674461651107,0.513932773547965,-1.78144195193301,down,ENSSSCG00000006783,DDX20,protein_coding,DEAD-box helicase 20 [Source:VGNC Symbol;Acc:VGNC:87214]
ENSSSCT00000007447,2.70711486158024,1.18401498198585,-1.19306876541977,down,ENSSSCG00000006799,LRIF1,protein_coding,ligand dependent nuclear receptor interacting factor 1 [Source:VGNC Symbol;Acc:VGNC:89809]
ENSSSCT00000007457,4.46699300345568,2.13495111116516,-1.06510096143217,down,ENSSSCG00000006809,RBM15,protein_coding,RNA binding motif protein 15 [Source:VGNC Symbol;Acc:VGNC:92148]
ENSSSCT00000007475,3.41844781254378,1.03490431915441,-1.72384400946641,down,ENSSSCG00000006824,GNAI3,protein_coding,G protein subunit alpha i3 [Source:VGNC Symbol;Acc:VGNC:88523]
ENSSSCT00000007481,22.744238466948,7.53380803077195,-1.59404995295631,down,ENSSSCG00000006830,PSMA5,protein_coding,proteasome 20S subunit alpha 5 [Source:VGNC Symbol;Acc:VGNC:98838]
ENSSSCT00000007517,2.85110206524934,0.612104543770304,-2.21966970385428,down,ENSSSCG00000006864,CDC14A,protein_coding,cell division cycle 14A [Source:VGNC Symbol;Acc:VGNC:86442]
ENSSSCT00000007524,1.08938612204935,0.0852134864042509,-3.6762898051385,down,ENSSSCG00000006871,SLC35A3,protein_coding,solute carrier family 35 member A3 [Source:VGNC Symbol;Acc:VGNC:98860]
ENSSSCT00000007532,2.52416419507508,1.39497019006593,-0.855571467063661,down,ENSSSCG00000006878,DPYD,protein_coding,dihydropyrimidine dehydrogenase [Source:VGNC Symbol;Acc:VGNC:98787]
ENSSSCT00000007547,5.33204865787878,3.44456194297174,-0.630369423868615,down,ENSSSCG00000006892,DNTTIP2,protein_coding,deoxynucleotidyltransferase terminal interacting protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:100157622]
ENSSSCT00000007553,2.96667011750086,1.17815615553808,-1.33231374352874,down,ENSSSCG00000006898,MTF2,protein_coding,metal response element binding transcription factor 2 [Source:VGNC Symbol;Acc:VGNC:90444]
ENSSSCT00000007558,3.97409621769689,1.93670781494468,-1.03702048694391,down,ENSSSCG00000006902,GFI1,protein_coding,growth factor independent 1 transcriptional repressor [Source:VGNC Symbol;Acc:VGNC:88420]
ENSSSCT00000007586,5.5291862890153904,3.18906956558731,-0.793931611172188,down,ENSSSCG00000006925,KYAT3,protein_coding,kynurenine aminotransferase 3 [Source:VGNC Symbol;Acc:VGNC:89610]
ENSSSCT00000007587,2.80180585514162,0.744488454635771,-1.91203560981795,down,ENSSSCG00000006926,GTF2B,protein_coding,ral transcription factor IIB [Source:VGNC Symbol;Acc:VGNC:88731]
ENSSSCT00000007592,3.88350893136665,2.19383899848615,-0.823903130815579,down,ENSSSCG00000006930,SH3GLB1,protein_coding,"SH3 domain containing GRB2 like, endophilin B1 [Source:VGNC Symbol;Acc:VGNC:92826]"
ENSSSCT00000007603,4.05728010572475,1.95558158913258,-1.05291517824832,down,ENSSSCG00000006939,ZNHIT6,protein_coding,zinc finger HIT-type containing 6 [Source:VGNC Symbol;Acc:VGNC:98909]
ENSSSCT00000007624,1.43007876192885,9.72277144698288,2.76527300240337,up,ENSSSCG00000006959,ZNF696,protein_coding,zinc finger protein 696 [Source:UniProtKB Gene Name;Acc:A0A8D0TMY8]
ENSSSCT00000007695,2.34566541924293,0.40045915627111,-2.55027023352827,down,ENSSSCG00000007026,,protein_coding,voltage dependent anion channel 3 [Source:VGNC Symbol;Acc:VGNC:95562]
ENSSSCT00000007701,0.881386375722509,0.575800564159377,-0.614205393494304,down,ENSSSCG00000007032,PLAT,protein_coding,"plasminogen activator, tissue type [Source:NCBI gene (formerly Entrezgene);Acc:397121]"
ENSSSCT00000007702,1.31463046892626,0.702174635732316,-0.904755539008491,down,ENSSSCG00000007033,AP3M2,protein_coding,adaptor related protein complex 3 subunit mu 2 [Source:VGNC Symbol;Acc:VGNC:96369]
ENSSSCT00000007715,1.21718313971956,0.687541348220417,-0.824027871215493,down,ENSSSCG00000007046,TRMT6,protein_coding,tRNA methyltransferase 6 non-catalytic subunit [Source:VGNC Symbol;Acc:VGNC:95956]
ENSSSCT00000007716,7.90711959856765,0.774309149129066,-3.35217065214491,down,ENSSSCG00000007047,MCM8,protein_coding,minichromosome maintenance 8 homologous recombination repair factor [Source:UniProtKB Gene Name;Acc:F1SBM1]
ENSSSCT00000007748,9.32733995199274,4.68143776233157,-0.994514021916316,down,ENSSSCG00000007077,ESF1,protein_coding,ESF1 nucleolar pre-rRNA processing protein homolog [Source:VGNC Symbol;Acc:VGNC:95697]
ENSSSCT00000007755,0.421372275136169,7.92599187206919,4.2334241898952,up,ENSSSCG00000007083,PCSK2,protein_coding,proprotein convertase subtilisin/kexin type 2 [Source:NCBI gene (formerly Entrezgene);Acc:445533]
ENSSSCT00000007760,1.0641601981045,0.574598529015789,-0.88908914506595,down,ENSSSCG00000007088,,protein_coding,sorting nexin 5 [Source:UniProtKB Gene Name;Acc:A0A287A6M6]
ENSSSCT00000007761,2.10150385259515,9.28305455301481,2.14317749534423,up,ENSSSCG00000007089,MGME1,protein_coding,mitochondrial genome maintenance exonuclease 1 [Source:VGNC Symbol;Acc:VGNC:103986]
ENSSSCT00000007788,0.540664133352976,10.4618563391124,4.27426240022901,up,ENSSSCG00000007116,CD93,protein_coding,CD93 molecule [Source:VGNC Symbol;Acc:VGNC:108710]
ENSSSCT00000007803,2.48209510614846,0.301127144844452,-3.0431137265785,down,ENSSSCG00000007131,CST7,protein_coding,cystatin F [Source:NCBI gene (formerly Entrezgene);Acc:100152012]
ENSSSCT00000007838,0.329876096419371,1.63288771169733,2.30742943912843,up,ENSSSCG00000007165,MRPS26,protein_coding,mitochondrial ribosomal protein S26 [Source:VGNC Symbol;Acc:VGNC:95601]
ENSSSCT00000007841,1.17343107806775,0.173198461419903,-2.76023508780369,down,ENSSSCG00000007168,PCED1A,protein_coding,PC-esterase domain containing 1A [Source:VGNC Symbol;Acc:VGNC:95786]
ENSSSCT00000007856,0.240752710066969,2.15045659384356,3.15901906814662,up,ENSSSCG00000028461,,protein_coding,signal regulatory protein alpha [Source:NCBI gene (formerly Entrezgene);Acc:494566]
ENSSSCT00000007924,1.7235624330956,0.209352708569076,-3.04138607015722,down,ENSSSCG00000007243,PLAGL2,protein_coding,PLAG1 like zinc finger 2 [Source:VGNC Symbol;Acc:VGNC:96490]
ENSSSCT00000007949,1.4874069749482,0.4349375901428,-1.77391913613687,down,ENSSSCG00000007264,CDK5RAP1,protein_coding,CDK5 regulatory subunit associated protein 1 [Source:VGNC Symbol;Acc:VGNC:108154]
ENSSSCT00000007966,2.88873175634128,0.681341826267962,-2.08398556456572,down,ENSSSCG00000007281,MAP1LC3A,protein_coding,microtubule associated protein 1 light chain 3 alpha [Source:NCBI gene (formerly Entrezgene);Acc:100322893]
ENSSSCT00000007975,2.00777789683739,0.328353881577971,-2.61227627017772,down,ENSSSCG00000007289,TRPC4AP,protein_coding,transient receptor potential cation channel subfamily C member 4 associated protein [Source:VGNC Symbol;Acc:VGNC:95774]
ENSSSCT00000007994,1.92393240447105,1.33305378821603,-0.529323118484489,down,ENSSSCG00000055187,CPNE1,protein_coding,copine 1 [Source:NCBI gene (formerly Entrezgene);Acc:100233174]
ENSSSCT00000007995,0.734583175094707,0.501581397402976,-0.550442010323364,down,ENSSSCG00000007307,NFS1,protein_coding,NFS1 cysteine desulfurase [Source:VGNC Symbol;Acc:VGNC:99724]
ENSSSCT00000008000,4.13929927287002,1.57688861864336,-1.39230579877563,down,ENSSSCG00000007311,PHF20,protein_coding,PHD finger protein 20 [Source:UniProtKB Gene Name;Acc:A0A8W4FFG2]
ENSSSCT00000008014,1.79131250300556,1.10665503732641,-0.69481146401052,down,ENSSSCG00000007324,MTCL2,protein_coding,microtubule crosslinking factor 2 [Source:VGNC Symbol;Acc:VGNC:95740]
ENSSSCT00000008021,1.13752419314771,7.92902036006454,2.80124540100937,up,ENSSSCG00000028227,RPN2,protein_coding,ribophorin II [Source:VGNC Symbol;Acc:VGNC:95471]
ENSSSCT00000008029,2.6127910458345,1.54571270272846,-0.757319557321475,down,ENSSSCG00000007337,CTNNBL1,protein_coding,catenin beta like 1 [Source:NCBI gene (formerly Entrezgene);Acc:106506677]
ENSSSCT00000008032,2.9129517926985,1.94772773974252,-0.580689799579311,down,ENSSSCG00000007340,TTI1,protein_coding,TELO2 interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:96194]
ENSSSCT00000008034,7.11324280010548,2.04537806675347,-1.79813987374794,down,ENSSSCG00000007342,RPRD1B,protein_coding,regulation of nuclear pre-mRNA domain containing 1B [Source:VGNC Symbol;Acc:VGNC:95785]
ENSSSCT00000008060,1.99410727371116,1.39601574743106,-0.514427806492051,down,ENSSSCG00000007364,IFT52,protein_coding,intraflagellar transport 52 [Source:VGNC Symbol;Acc:VGNC:95699]
ENSSSCT00000008125,4.00210015699757,0.842813508836571,-2.2474719293911,down,ENSSSCG00000007422,DNTTIP1,protein_coding,deoxynucleotidyltransferase terminal interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:95762]
ENSSSCT00000008136,2.49394938936892,1.49983631319248,-0.733627129623927,down,ENSSSCG00000007433,PCIF1,protein_coding,phosphorylated CTD interacting factor 1 [Source:VGNC Symbol;Acc:VGNC:95782]
ENSSSCT00000008169,2.76565239833208,0.213936436973552,-3.69236571864532,down,ENSSSCG00000007465,B4GALT5,protein_coding,"beta-1,4-galactosyltransferase 5 [Source:VGNC Symbol;Acc:VGNC:96499]"
ENSSSCT00000008181,3.4328824595818,1.21328390204237,-1.50050328788203,down,ENSSSCG00000007475,MOCS3,protein_coding,molybdenum cofactor synthesis 3 [Source:NCBI gene (formerly Entrezgene);Acc:100124378]
ENSSSCT00000008189,2.92367262839935,1.22848466592124,-1.25090192789754,down,ENSSSCG00000058830,ZFP64,protein_coding,ZFP64 zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:100155190]
ENSSSCT00000008216,0.752565874558054,0.451156408767355,-0.738190191550635,down,ENSSSCG00000007504,RBM38,protein_coding,RNA binding motif protein 38 [Source:VGNC Symbol;Acc:VGNC:95666]
ENSSSCT00000008228,3.47915580979631,2.08149041667257,-0.741120373537201,down,ENSSSCG00000007512,,protein_coding,
ENSSSCT00000008288,1.4548281932729,0.917328117293483,-0.665339023318551,down,ENSSSCG00000007556,PSMG3,protein_coding,proteasome assembly chaperone 3 [Source:VGNC Symbol;Acc:VGNC:91929]
ENSSSCT00000008377,1.75406108140672,0.753395559150103,-1.21921955287693,down,ENSSSCG00000007637,TRIM4,protein_coding,tripartite motif containing 4 [Source:VGNC Symbol;Acc:VGNC:94412]
ENSSSCT00000008387,1.35734978715027,0.693719107006767,-0.968369022985654,down,ENSSSCG00000007647,TRAPPC14,protein_coding,trafficking protein particle complex subunit 14 [Source:VGNC Symbol;Acc:VGNC:89977]
ENSSSCT00000008396,3.01663209225164,1.82255615366853,-0.726975491225619,down,ENSSSCG00000007656,PVRIG,protein_coding,PVR related immunoglobulin domain containing [Source:VGNC Symbol;Acc:VGNC:92008]
ENSSSCT00000008477,1.36275179447642,0.523723442514628,-1.37964573186541,down,ENSSSCG00000007732,SBDS,protein_coding,SBDS ribosome maturation factor [Source:NCBI gene (formerly Entrezgene);Acc:100516003]
ENSSSCT00000008482,0.287350723940003,2.34854680710303,3.03088375818244,up,ENSSSCG00000032119,,protein_coding,CGRP receptor component [Source:VGNC Symbol;Acc:VGNC:102560]
ENSSSCT00000008492,5.05898707490403,1.48061116534007,-1.77265574008729,down,ENSSSCG00000007745,SUMF2,protein_coding,sulfatase modifying factor 2 [Source:VGNC Symbol;Acc:VGNC:106459]
ENSSSCT00000008496,1.71142074171373,0.512072680809595,-1.74077398251725,down,ENSSSCG00000007749,,protein_coding,
ENSSSCT00000008514,0.735837797051611,0.242436036356619,-1.6017836228084,down,ENSSSCG00000007767,ZNF668,protein_coding,zinc finger protein 668 [Source:VGNC Symbol;Acc:VGNC:95290]
ENSSSCT00000008517,0.695449121396808,3.89803025832449,2.48672841239487,up,ENSSSCG00000007770,ORAI3,protein_coding,ORAI calcium release-activated calcium modulator 3 [Source:VGNC Symbol;Acc:VGNC:91059]
ENSSSCT00000008519,0.600732271115708,7.80796595001784,3.70015268932097,up,ENSSSCG00000007772,STX1A,protein_coding,syntaxin 1A [Source:VGNC Symbol;Acc:VGNC:93589]
ENSSSCT00000008523,0.539417020480333,0.368911422927977,-0.548126583174233,down,ENSSSCG00000007776,BCL7C,protein_coding,BAF chromatin remodeling complex subunit BCL7C [Source:VGNC Symbol;Acc:VGNC:85786]
ENSSSCT00000008537,1.68539512936161,1.12675132429015,-0.580917715368397,down,ENSSSCG00000007789,SRCAP,protein_coding,Snf2 related CREBBP activator protein [Source:UniProtKB Gene Name;Acc:F1RG74]
ENSSSCT00000008539,3.7733531250425,16.2599557530141,2.1074043069371,up,ENSSSCG00000007791,CD2BP2,protein_coding,CD2 cytoplasmic tail binding protein 2 [Source:VGNC Symbol;Acc:VGNC:86407]
ENSSSCT00000008546,2.21791919434456,0.956718006992168,-1.21304114706353,down,ENSSSCG00000007798,TBC1D10B,protein_coding,TBC1 domain family member 10B [Source:NCBI gene (formerly Entrezgene);Acc:100514343]
ENSSSCT00000008549,0.522540282992529,2.62260395028797,2.32738579205954,up,ENSSSCG00000007801,ZNF48,protein_coding,zinc finger protein 48 [Source:VGNC Symbol;Acc:VGNC:95247]
