,H6,H7,W10,W6
ENSSSCT00000055649,105.7438545,17.53070113,68.53765416,38.50058355
ENSSSCT00000101375,7.745937585,4.663517729,9.897582685,0
ENSSSCT00000048028,176.5955209,174.9515957,146.2544584,217.968865
ENSSSCT00000000253,21.50180881,9.374237054,96.1608261,439.0602986
ENSSSCT00000012670,3.309688478,8.634731836,0,11.87819209
ENSSSCT00000052329,0.401394182,0.483326612,0,0.72028489
ENSSSCT00000050601,8.44114269,4.861113098,4.923997799,10.53723386
ENSSSCT00000082529,28.26174317,35.39174037,15.16712902,20.2858013
ENSSSCT00000058839,22.0474523,20.12492242,4.771019226,5.104931744
ENSSSCT00000094159,11.05131612,15.20812185,7.060560062,8.499051234
ENSSSCT00000019362,42.44512909,64.76745601,16.36413521,10.50565374
ENSSSCT00000044134,12.74247915,10.70474597,9.276981829,14.88938425
ENSSSCT00000010796,44.45842859,52.30543914,29.18574493,73.19153253
ENSSSCT00000106992,105.7478768,149.9057785,223.5658703,232.8873881
ENSSSCT00000106995,96.86537296,114.2075487,257.2144525,309.6183292
ENSSSCT00000000767,23.29362621,31.91704521,17.96107384,34.59262958
ENSSSCT00000001680,87.58682841,78.00924955,210.4214342,226.0142953
ENSSSCT00000030490,11.28438074,16.13544636,27.33587824,18.5618988
ENSSSCT00000011124,10.84581443,12.37946748,7.073627107,8.920246247
ENSSSCT00000052105,16.01189908,16.87021168,17.90218507,21.54950695
ENSSSCT00000063229,242.4120301,186.9607154,75.17620471,139.7074316
ENSSSCT00000018310,48.00148379,61.56906312,30.33425804,22.47042605
ENSSSCT00000031154,43.36091404,34.39831461,20.53265934,34.78534618
ENSSSCT00000003753,0,0.261276975,0,0
ENSSSCT00000060794,0,0,5.878169621,0
ENSSSCT00000030179,1.159089214,0,0,0
ENSSSCT00000013346,7.349943642,3.687588075,0,0
ENSSSCT00000041243,9.064103727,12.98136086,4.913535611,7.886133778
ENSSSCT00000048219,70.67259131,61.78185942,37.18392921,29.05450251
ENSSSCT00000047206,20.05776287,30.97749583,46.80142669,62.59618687
ENSSSCT00000029865,43.16338957,28.95687848,11.03063929,4.425993011
ENSSSCT00000012661,14.08739198,34.53162833,18.00054873,19.8622516
ENSSSCT00000016985,14.33805732,10.98665031,5.829359197,9.356013695
ENSSSCT00000036364,71.99453396,115.4061041,36.22223442,32.29778683
ENSSSCT00000093715,21.09420998,9.236346257,8.576177667,13.76460654
ENSSSCT00000011244,0,0,4.66680893,3.745071009
ENSSSCT00000010956,31.58677615,30.34648168,30.0559621,19.29570531
ENSSSCT00000008546,23.32268658,24.25376307,4.741099665,17.12109887
ENSSSCT00000042072,39.18632617,50.0739034,42.91833889,60.27274762
ENSSSCT00000058672,0,0.289393395,0,0
ENSSSCT00000006223,41.49881973,30.41624371,0,45.32827325
ENSSSCT00000042002,60.86422174,67.72578301,12.15170574,15.60261038
ENSSSCT00000003548,33.86183589,25.4835632,5.047919674,20.25454429
ENSSSCT00000009586,4.185967903,3.780304575,3.120095113,0
ENSSSCT00000023939,27.92861826,36.60700022,14.3117945,25.05836234
ENSSSCT00000055238,29.99251196,20.24604808,4.064640036,13.04734416
ENSSSCT00000001044,38.4052395,41.96260419,41.34883329,53.60178332
ENSSSCT00000058002,28.63856641,37.66044167,10.11141935,16.22864104
ENSSSCT00000030794,25.41480513,28.20227223,17.82911493,7.153849928
ENSSSCT00000047522,5.241820272,7.495237157,5.860643772,11.75778107
ENSSSCT00000060360,5.308292631,4.154682565,4.747970824,3.810202679
ENSSSCT00000027095,31.53588371,38.20172933,16.99221924,17.72692844
ENSSSCT00000005916,3.691433061,3.457165438,9.171612174,0
ENSSSCT00000028687,0.477538711,0.575013734,0,0
ENSSSCT00000064984,8.589873159,12.20501712,1.536632209,7.398798823
ENSSSCT00000004689,0.281964736,0,0,0
ENSSSCT00000083950,7.60719167,8.481452573,8.820268877,8.08935338
ENSSSCT00000086986,30.09822054,28.7147029,22.77945547,29.91322204
ENSSSCT00000041329,20.00121182,25.5890924,0,13.45924837
ENSSSCT00000035728,0.981086227,1.18134518,0,1.173678504
ENSSSCT00000038915,3.448890692,3.737589269,0,1.237777706
ENSSSCT00000058474,13.12019791,15.35944645,6.519601729,11.77182022
ENSSSCT00000009921,29.78541976,18.99790745,10.55104628,25.40135119
ENSSSCT00000015402,37.30550099,38.79479232,15.16712902,48.68592312
ENSSSCT00000003232,49.53681279,39.76549895,6.713319403,5.387376738
ENSSSCT00000066258,1.315160472,4.354928969,5.881687376,2.359999864
ENSSSCT00000001826,100.2762484,81.34372958,94.41209996,53.03538599
ENSSSCT00000091144,25.20649746,23.23211818,19.48402641,30.15466266
ENSSSCT00000022658,11.23004361,14.56249404,0,9.30084852
ENSSSCT00000080822,24.73005673,22.13225763,17.9348533,21.58883087
ENSSSCT00000079081,14.35557302,16.29806564,3.66864487,10.30418754
ENSSSCT00000066145,83.73403537,44.84582917,13.78443142,7.37458583
ENSSSCT00000057255,54.90470721,34.36075658,38.77041265,90.74595137
ENSSSCT00000054500,19.40514922,17.03779656,43.39205124,34.82171985
ENSSSCT00000051944,51.6537706,53.43315121,29.40089626,87.63466161
ENSSSCT00000030224,9.846026654,10.67021453,0,14.13462284
ENSSSCT00000017303,0.537055999,0.646679668,0,0
ENSSSCT00000028534,16.93229109,30.04621641,3.985522955,22.3884172
ENSSSCT00000018214,9.272713709,15.35250276,23.32666046,10.39968294
ENSSSCT00000048856,0.951356342,0,0,0
ENSSSCT00000004744,0,0,0,2.147908373
ENSSSCT00000006904,0,0,3.6727577,0
ENSSSCT00000019071,16.43090205,47.81319806,24.49420463,29.48455905
ENSSSCT00000013615,0,0.419235298,0,0
ENSSSCT00000010813,0.491640526,0.887991008,0,0
ENSSSCT00000039158,4.200369169,1.011549389,3.756995262,9.044861864
ENSSSCT00000046951,2.13569791,2.571635766,28.65393471,7.664839208
ENSSSCT00000076356,31.37235045,10.86061807,63.1368283,53.48153867
ENSSSCT00000037270,0.840073834,0,0,0
ENSSSCT00000002713,15.69737964,17.5514141,6.685918099,2.682693723
ENSSSCT00000048067,4.338861104,1.959190427,0,3.892951404
ENSSSCT00000048164,8.720766465,10.06331079,3.250099076,15.64904672
ENSSSCT00000057659,152.7820467,164.4745775,90.49999637,72.62541018
ENSSSCT00000045105,5.850993475,7.045296067,62.80063646,8.399488333
ENSSSCT00000074480,0,0.51764734,7.690375278,6.171455043
ENSSSCT00000035058,0,1.386904194,0,0
ENSSSCT00000013696,0,0,15.75048014,0
ENSSSCT00000098287,19.37016397,12.72217886,7.875240069,6.319807328
ENSSSCT00000013261,7.28382199,10.65000579,0,29.87545282
ENSSSCT00000069090,91.13159389,173.6393474,31.23069465,76.44014812
ENSSSCT00000061260,35.99206506,56.0854436,14.2027451,56.98785798
ENSSSCT00000064587,0,1.119379527,0,0
ENSSSCT00000107656,0,2.36480179,0,0
ENSSSCT00000101583,26.92353016,24.20179678,11.70632929,12.74929993
ENSSSCT00000050058,52.72958794,46.08343426,38.03521519,48.83665353
ENSSSCT00000065036,45.90482611,71.56645205,34.57625191,45.08907392
ENSSSCT00000039789,20.7853851,13.86691479,5.02469305,8.064539412
ENSSSCT00000068918,179.6951253,181.3862216,133.3694101,126.2378215
ENSSSCT00000064154,14.44860716,14.78817372,32.30867721,20.74193174
ENSSSCT00000043486,17.27699017,0,0,0
ENSSSCT00000046758,31.44332039,34.53584516,64.6098582,51.84881371
ENSSSCT00000051461,0.851795794,1.025664032,76.18836904,9.171069238
ENSSSCT00000010968,4.268906661,3.598192001,7.63659643,12.25659603
ENSSSCT00000066641,36.91521015,39.09106947,81.96104032,95.84062349
ENSSSCT00000029285,6.476325587,5.63208442,3.218172759,12.91276939
ENSSSCT00000027937,51.51805391,104.0979824,31.56165577,53.18866745
ENSSSCT00000001710,0,0.883838745,0,2.634308465
ENSSSCT00000065084,30.85809672,42.81114156,15.00045727,33.70563908
ENSSSCT00000043143,17.27699017,12.48213775,15.45330127,0
ENSSSCT00000081335,0.657580236,0,5.881687376,0
ENSSSCT00000053572,0.993954387,1.196839983,2.222591498,1.783609124
ENSSSCT00000011484,0.603413825,1.81645607,0,0
ENSSSCT00000000924,17.14081684,33.67512696,16.138423,22.66413662
ENSSSCT00000091579,2.260939454,0.907480522,0,5.409547013
ENSSSCT00000081222,8.597938768,8.972553896,7.690375278,4.114303362
ENSSSCT00000001188,9.440004936,14.208619,4.221778181,10.16381385
ENSSSCT00000055693,0,1.332433637,0,0
ENSSSCT00000105732,1.256508376,0.567369898,0,0
ENSSSCT00000087011,16.22413734,17.46382315,8.794898976,8.82228137
ENSSSCT00000025267,0.173342258,0.41744963,0,0
ENSSSCT00000101952,8.005949541,14.25934558,1.491848756,3.591584492
ENSSSCT00000002836,0,0.317520183,0,0
ENSSSCT00000080359,2.397853954,2.526390128,0,0
ENSSSCT00000014638,0.732544383,0,3.276099869,0
ENSSSCT00000059845,7.309201161,4.40057628,10.8961193,8.744034972
ENSSSCT00000096581,42.85813222,21.83344227,26.53906284,61.52568502
ENSSSCT00000102626,9.238319371,7.034320457,3.645511723,5.850978891
ENSSSCT00000032235,0.339927788,0.10232843,0,0
ENSSSCT00000009650,17.3863382,17.44602586,5.183702324,10.39968294
ENSSSCT00000063560,15.92487789,8.522425774,27.69649647,6.350337798
ENSSSCT00000053834,2.388731684,3.835091598,14.24391247,0
ENSSSCT00000019308,11.22282481,8.599578653,4.562813188,3.661615388
ENSSSCT00000044010,8.489752783,7.301912811,5.424006405,0
ENSSSCT00000004029,0,0.512832016,0,0
ENSSSCT00000019623,0.747494268,0,0,0
ENSSSCT00000008661,0,0,0,10.81909403
ENSSSCT00000033502,7.011591633,4.824454335,4.479626074,8.388003162
ENSSSCT00000047464,23.85386121,19.45745002,49.89857993,34.51995599
ENSSSCT00000018718,0,5.422568038,0,0
ENSSSCT00000013825,1.3406742,1.372182298,2.398316156,1.924626536
ENSSSCT00000087341,0.132085175,0.159046352,0,0.474042526
ENSSSCT00000026310,0.542826516,0.817035076,0,0
ENSSSCT00000099481,0.399715014,0.080217449,0.595871202,3.825449034
ENSSSCT00000057835,7.567607263,13.66845663,3.384400691,10.86380103
ENSSSCT00000086621,20.31084241,21.60340415,21.19473113,60.74491332
ENSSSCT00000053666,63.96866443,94.41887484,53.06358942,83.31464308
ENSSSCT00000004931,26.16229939,49.79433446,18.87154302,21.20193426
ENSSSCT00000050688,0,0.51764734,0,3.085727522
ENSSSCT00000079673,33.72327083,36.65896381,16.75754409,23.53360478
ENSSSCT00000002396,13.54494951,11.26549019,6.86944311,9.521875166
ENSSSCT00000022504,3.130531551,4.523441372,0,2.247042605
ENSSSCT00000059944,0.518799138,1.249392447,2.320184043,3.723852476
ENSSSCT00000043560,20.16177201,33.38112985,11.27098579,18.08972373
ENSSSCT00000002997,28.31530658,69.28987189,8.169825109,29.50294094
ENSSSCT00000003059,32.43738965,46.38196573,27.20009116,12.12656757
ENSSSCT00000018636,5.83442429,8.39138405,14.49601712,8.143043778
ENSSSCT00000010807,121.5202131,237.0050766,61.23551156,104.42448
ENSSSCT00000005848,2.911543653,1.40233874,0,0
ENSSSCT00000004332,13.54175356,15.91765571,11.53556292,20.82866077
ENSSSCT00000042104,31.43380748,36.20440949,21.39244317,29.42955054
ENSSSCT00000041361,48.72029151,92.18795006,7.781709902,40.59087652
ENSSSCT00000011209,6.817537301,6.464690235,0.76223822,3.058445612
ENSSSCT00000009081,20.60918738,14.61928371,20.98894066,13.91413847
ENSSSCT00000041547,1.476903998,0,0,0
ENSSSCT00000088284,9.053071675,15.21595302,5.060916378,12.18401578
ENSSSCT00000019208,0.976725844,1.176094757,1.09203329,0
ENSSSCT00000062774,7.276930957,8.762295373,0,0
ENSSSCT00000009108,28.03103507,14.62617842,8.357397624,40.24040584
ENSSSCT00000012504,12.26015704,11.07202177,20.56129625,44.00066692
ENSSSCT00000088589,0,2.747884946,0,0
ENSSSCT00000096926,7.32544383,0,0,8.763466161
ENSSSCT00000074515,8.241948504,18.06221133,17.69270856,9.465490003
ENSSSCT00000047456,6.511505627,8.820710676,21.84066579,0
ENSSSCT00000064568,0,1.231942832,0,0
ENSSSCT00000000803,0,2.183344227,0,0
ENSSSCT00000005083,14.94988537,11.25090647,16.71479525,33.53367154
ENSSSCT00000046982,26.80040426,43.92427064,19.97621871,21.37430771
ENSSSCT00000042342,0,0.502318376,0,0
ENSSSCT00000001950,0,0.975742331,0,0
ENSSSCT00000055716,0,0,0,3.028847752
ENSSSCT00000049512,5.850993475,7.749825674,26.16693186,20.99872083
ENSSSCT00000031943,60.32718449,20.10603169,4.817793924,34.79611564
ENSSSCT00000032587,2.810272569,1.691952176,0,0
ENSSSCT00000061563,26.26653166,22.40319943,22.84133375,23.56709027
ENSSSCT00000010480,63.58270317,41.51556981,56.0701689,54.63774746
ENSSSCT00000053683,16.19308636,10.6777024,6.897052355,8.3022311
ENSSSCT00000013436,17.19886812,9.971238155,0,4.572243215
ENSSSCT00000001802,30.00969636,22.70035836,27.530251,24.85436831
ENSSSCT00000040750,15.02062615,4.869477502,0,0
ENSSSCT00000027977,2.219831464,0,178.6963565,7.966787419
ENSSSCT00000025513,9.156804788,11.02588834,40.95124836,16.43149905
ENSSSCT00000026186,29.26630102,40.04559932,15.8648904,9.548570878
ENSSSCT00000010917,63.96619613,72.53873911,39.18779747,84.90918171
ENSSSCT00000016695,11.05131612,0.950507616,0,0
ENSSSCT00000040738,3.626457342,1.455562818,0,0
ENSSSCT00000003623,26.0588911,18.30384626,19.42351701,5.195730926
ENSSSCT00000008411,0,0.262834049,3.904767424,1.566769874
ENSSSCT00000034535,41.05569905,53.87965589,86.64747763,46.35586634
ENSSSCT00000010407,10.31752652,11.80235935,9.228450334,0
ENSSSCT00000009118,2.289201197,4.134708129,10.23781209,0
ENSSSCT00000051990,1.411453532,0.849779449,0,0
ENSSSCT00000036469,162.4745875,126.6563584,151.2046093,151.6753759
ENSSSCT00000035269,0.80322849,1.450774782,0,0
ENSSSCT00000015641,37.71208742,13.06311172,32.34513269,40.78905265
ENSSSCT00000067593,76.16136046,110.6089116,57.20174374,89.72120117
ENSSSCT00000052219,0,0,0,4.612350611
ENSSSCT00000033701,1.277693691,3.076992096,11.42825536,4.585534619
ENSSSCT00000024727,25.59290227,16.16625095,9.381729292,19.57475259
ENSSSCT00000030543,14.75822017,5.654301715,6.00018291,0
ENSSSCT00000055767,3.09090457,20.47000368,13.8232062,22.18599028
ENSSSCT00000035836,4.877716836,18.95491701,1.983111301,9.548570878
ENSSSCT00000069065,13.32868237,25.67892482,11.9217608,30.61472895
ENSSSCT00000027125,254.8207961,414.5734018,358.0309142,1237.526614
ENSSSCT00000005205,0,0,2.240834383,0
ENSSSCT00000042396,0,0,0,1.861926238
ENSSSCT00000032365,51.72007839,73.03412562,25.23311837,32.06146157
ENSSSCT00000072365,0.822775421,0.412800013,0,1.476435707
ENSSSCT00000003067,10.66812208,17.12759355,5.301132474,17.01643915
ENSSSCT00000048136,9.626075993,13.61936274,6.457489886,6.909434555
ENSSSCT00000053327,5.158763261,11.38824148,0,12.34291009
ENSSSCT00000027083,1.752498524,0,0,6.289569015
ENSSSCT00000052949,9.472556677,16.15862947,35.30280031,5.666034156
ENSSSCT00000059789,6.347871603,4.968337902,5.677816063,6.834592327
ENSSSCT00000055927,4.659951546,2.805569553,0,3.344834413
ENSSSCT00000026309,1.649874737,1.986646549,0,11.84252184
ENSSSCT00000063305,11.70198695,4.22717764,10.46677274,4.199744167
ENSSSCT00000010123,0.81123409,2.930468663,0,1.455725276
ENSSSCT00000098980,8.85632242,4.189456711,42.4365268,15.89229615
ENSSSCT00000005288,285.1914243,314.7561288,1909.658214,1487.542205
ENSSSCT00000064251,7.481304337,15.20165031,22.30536081,20.1373265
ENSSSCT00000082327,5.363818704,0.23066712,8.567206769,0
ENSSSCT00000029318,0,0,3.356659701,1.346844185
ENSSSCT00000044904,0,1.060181572,0,0
ENSSSCT00000003979,101.4672963,46.56202848,74.70835849,35.52756552
ENSSSCT00000042817,18.88590988,30.66575196,7.678359067,16.43149905
ENSSSCT00000053669,50.39315387,24.41975271,10.99362372,13.23342206
ENSSSCT00000012115,3.815335328,2.009927563,2.132877519,1.711614485
ENSSSCT00000025817,1.545452285,0.465227356,6.911603098,0
ENSSSCT00000069951,24.52249715,37.3812169,16.33383125,22.47042605
ENSSSCT00000040325,64.83914501,81.53481777,27.76355821,34.65777578
ENSSSCT00000015360,10.43510517,16.3346494,4.66680893,11.23521303
ENSSSCT00000041892,60.69351877,67.36277605,77.88998247,51.14126506
ENSSSCT00000037747,4.510741275,13.03553302,12.10381725,19.42640282
ENSSSCT00000043715,25.15173847,24.60713279,21.09077169,5.641716413
ENSSSCT00000083865,20.06970912,26.0543252,14.02440012,18.00712225
ENSSSCT00000031573,216.7811405,241.0042818,164.1469663,144.0757746
ENSSSCT00000075382,5.768066008,8.247711754,12.89803098,15.52582588
ENSSSCT00000049516,0.769479394,0.46327262,0,0
ENSSSCT00000010274,0,0.257013714,0,0
ENSSSCT00000005493,0.722430358,0.217473143,0,2.592741468
ENSSSCT00000025355,0.444505087,0.267618649,0,0
ENSSSCT00000049416,0.230649995,0.833190555,0,0
ENSSSCT00000002255,6.369951157,16.29913929,21.36586871,5.715304018
ENSSSCT00000024527,76.51926007,106.2662219,4.562813188,51.26261543
ENSSSCT00000072125,14.65088766,16.49089387,2.848782494,2.286121607
ENSSSCT00000012632,23.32070133,30.14568723,9.202527721,12.30823899
ENSSSCT00000026386,59.70075368,75.77262475,28.86431602,40.53585669
ENSSSCT00000027073,27.51785895,19.42384475,12.73095804,44.27139641
ENSSSCT00000011686,68.37080908,45.86769551,17.47253263,21.03231879
ENSSSCT00000041544,17.48535588,17.59155552,16.46281341,9.90844164
ENSSSCT00000027128,2.855923521,2.579155168,0,1.281208503
ENSSSCT00000039816,0,5.876350029,9.18962095,14.74917166
ENSSSCT00000002064,5.795446068,9.537160805,0.863950387,3.466560981
ENSSSCT00000004369,7.080833228,5.038191511,12.95470071,16.17159836
ENSSSCT00000057782,3.981219473,17.97699187,0,7.144130023
ENSSSCT00000028356,31.31695318,22.13375355,12.17880992,14.6600735
ENSSSCT00000042116,0.697661317,1.260101525,0,0
ENSSSCT00000014204,0.777647965,0.468190588,0,2.79091279
ENSSSCT00000049615,1.724986773,2.077090426,10.28602784,2.063610556
ENSSSCT00000060893,0.667162462,1.606686826,0,0
ENSSSCT00000050163,3.789022671,1.520812185,5.648448049,4.532827325
ENSSSCT00000018577,1.014604409,1.83255762,0,3.64132943
ENSSSCT00000076013,3.556040694,27.83233951,0,0
ENSSSCT00000048698,44.76660119,29.40236892,36.40110965,58.42310774
ENSSSCT00000022324,13.73520718,11.02588834,40.95124836,65.72599621
ENSSSCT00000064454,10.7097132,1.289577584,9.579239382,15.37450204
ENSSSCT00000027760,17.35887164,14.6315106,7.763269831,12.45990449
ENSSSCT00000051498,30.14585938,17.24212992,47.18662362,48.68592312
ENSSSCT00000055939,3.504997048,3.165326798,23.51267848,0
ENSSSCT00000014890,29.58352316,11.8740336,18.90057617,10.11169172
ENSSSCT00000081907,14.71283645,15.8511714,20.7786461,30.57023079
ENSSSCT00000073409,20.63505304,16.77177382,13.8426755,11.10861908
ENSSSCT00000013661,7.552003949,9.093516161,16.88711272,27.10350359
ENSSSCT00000023357,36.2972442,39.73293097,14.75720662,71.05513104
ENSSSCT00000041479,15.53097632,28.05173006,5.788162312,4.644946729
ENSSSCT00000013426,86.70211297,113.9874447,79.13284707,127.006756
ENSSSCT00000051854,8.679435818,18.8119422,0,12.45990449
ENSSSCT00000042009,0,0.984454316,0,0
ENSSSCT00000003995,2.197633149,2.205177669,3.276099869,10.51615939
ENSSSCT00000002232,15.29488272,23.7480672,3.600109746,26.00149301
ENSSSCT00000023343,27.31710409,49.67523516,19.94581351,22.00870497
ENSSSCT00000005454,10.1390226,33.57363925,11.3359857,13.64553555
ENSSSCT00000099666,12.11930045,21.88963127,0,14.49838152
ENSSSCT00000064531,0,0,0,5.948053956
ENSSSCT00000001884,11.81523198,14.2269527,11.74229344,21.20193426
ENSSSCT00000051548,9.442032864,10.42189231,3.518904263,9.883608452
ENSSSCT00000058300,1.852979046,2.045274398,0,0
ENSSSCT00000056554,1.073063061,0.430698763,0,10.26968691
ENSSSCT00000056872,35.18772146,40.44430659,92.98973426,34.44157007
ENSSSCT00000047549,67.53955305,60.99427595,23.23475084,83.90552708
ENSSSCT00000014305,9.50533369,19.83896865,11.3359857,29.56532701
ENSSSCT00000025213,274.5571644,226.5351056,105.1717454,128.7090134
ENSSSCT00000061666,1.482883366,0,0,0
ENSSSCT00000042140,0,0.835294572,0,0
ENSSSCT00000019383,1.419659657,0.854720027,0,0
ENSSSCT00000062776,0,0.98886891,0,0
ENSSSCT00000046749,0,0.838470597,0,0
ENSSSCT00000097262,0,0,6.135018481,0
ENSSSCT00000051399,0,1.025664032,0,0
ENSSSCT00000042411,4.756781708,1.431933551,0,0
ENSSSCT00000058486,3.418540454,2.352189514,4.368133158,5.258079697
ENSSSCT00000005484,75.74739039,58.30443575,81.47368783,80.8670634
ENSSSCT00000056345,28.42992431,38.79743376,16.95265133,40.81303775
ENSSSCT00000042124,135.7252283,67.16277164,357.5438943,520.4698177
ENSSSCT00000082712,0,0.509278907,0,3.035842781
ENSSSCT00000017361,61.68291476,46.92479896,51.32271335,58.34683737
ENSSSCT00000049337,40.64378104,34.25798206,17.10757112,12.01258416
ENSSSCT00000051942,0,0.217687825,0,0
ENSSSCT00000051171,494.7837061,417.6682665,369.0112489,327.5981758
ENSSSCT00000051920,1.152705559,1.301245674,1.933182456,1.551361043
ENSSSCT00000042556,6.05408581,5.46738265,4.512534254,0
ENSSSCT00000030556,8.591569924,8.711813013,40.44567739,4.868592312
ENSSSCT00000030913,3.220986609,1.662194223,4.115703353,1.65140694
ENSSSCT00000082620,22.86285017,26.1250348,50.08050755,65.30735929
ENSSSCT00000017206,2.028085224,2.442057219,5.44202636,0
ENSSSCT00000076294,5.661758014,7.34185193,11.68644424,15.63043905
ENSSSCT00000033032,0,0,1.915847876,0
ENSSSCT00000023300,5.981832274,5.81767978,12.34711006,11.55984858
ENSSSCT00000013254,7.297643284,14.01773281,24.86603316,4.988690414
ENSSSCT00000075708,13.11813693,4.156791082,32.42134649,19.82310913
ENSSSCT00000012516,17.06899533,14.98664435,112.9141217,44.66815276
ENSSSCT00000061178,0,4.121827419,0,12.28523294
ENSSSCT00000023110,44.50035972,15.45685282,61.23551156,55.28354821
ENSSSCT00000006358,1.453461077,7.000564028,0,0
ENSSSCT00000012810,0,1.097103318,0,0
ENSSSCT00000067803,0,0,12.0889294,24.25313513
ENSSSCT00000086366,11.29473718,0,0,5.79083667
ENSSSCT00000017691,11.29473718,1.942887814,72.16079006,28.95418335
ENSSSCT00000012813,10.82577906,5.431472091,16.138423,12.95093521
ENSSSCT00000056891,3.756637862,0,16.80051215,6.741127816
ENSSSCT00000053739,0.989924842,4.171957752,17.70864794,7.105513104
ENSSSCT00000052426,0,0.508105454,0,0
ENSSSCT00000014215,0,1.055108933,0,6.289569015
ENSSSCT00000000596,45.06988838,66.49929192,96.52287308,47.84214629
ENSSSCT00000002237,20.97368694,20.01907102,29.74113009,9.179608409
ENSSSCT00000074169,70.16073653,99.78179498,101.2972056,83.27275538
ENSSSCT00000011498,32.95827869,56.90781081,69.52673745,46.86743363
ENSSSCT00000064572,57.05174323,49.46192902,104.6106656,47.09339292
ENSSSCT00000009733,3.573387234,26.8924106,15.98097497,25.64916925
ENSSSCT00000012428,57.23002992,165.3883252,25.59453022,82.15749526
ENSSSCT00000072532,2.906922155,3.500282014,0,10.43269781
ENSSSCT00000037219,327.2774335,366.4116507,1525.940053,699.7444463
ENSSSCT00000005801,2.347898664,5.088871544,0,1.685281954
ENSSSCT00000007845,3.646515181,0.975742331,0,0
ENSSSCT00000003627,0,0.315476061,0,0
ENSSSCT00000050071,48.38410431,56.89902874,119.3147483,92.50325392
ENSSSCT00000046846,0,0.608324874,0,0
ENSSSCT00000077525,50.8274715,76.66068291,70.30257229,86.50631833
ENSSSCT00000048493,15.19101255,28.79264238,25.16205736,24.23078201
ENSSSCT00000016658,1.744153293,1.050084604,2.600079261,6.259618687
ENSSSCT00000056101,4.152745936,3.000241726,3.714398944,2.980770803
ENSSSCT00000062545,10.42237943,14.34261899,19.97621871,16.03073078
ENSSSCT00000094950,15.47628978,15.2188318,20.76401325,20.36580164
ENSSSCT00000025515,5.926734491,14.62981949,7.95169871,8.508219574
ENSSSCT00000015700,24.79598975,22.60627011,15.84187557,22.88332557
ENSSSCT00000046327,150.5228184,171.1781752,186.9920016,192.0759707
ENSSSCT00000064197,0,8.742995163,14.43215801,28.95418335
ENSSSCT00000001988,27.56887463,17.38849775,0,14.13462284
ENSSSCT00000018226,32.52610195,39.16531767,50.59613697,50.75366503
ENSSSCT00000037498,30.79279486,51.71434356,50.73605991,29.08229921
ENSSSCT00000042135,57.83245129,104.4557843,150.8730203,57.65438264
ENSSSCT00000057805,13.48241196,18.9401763,0,8.064539412
ENSSSCT00000015332,277.4317025,152.9548766,327.6099869,223.7480722
ENSSSCT00000059840,0.968974052,0,0,0
ENSSSCT00000018910,24.22812162,16.30286993,127.4747031,20.45945407
ENSSSCT00000023758,0,1.336471315,3.309191786,2.655595806
ENSSSCT00000018757,6.339326392,3.392581029,6.300192055,20.22338345
ENSSSCT00000062070,11.22673384,5.91426961,12.55210678,0
ENSSSCT00000046979,30.6336742,42.4997878,41.69581651,28.68043471
ENSSSCT00000024863,5.232459879,9.450761438,0,0
ENSSSCT00000012734,0.636995116,0,0,0
ENSSSCT00000087893,47.18082467,20.18298205,27.76355821,13.36799923
ENSSSCT00000069922,41.20562155,27.56472086,81.90249672,49.29449716
ENSSSCT00000037269,0.712591812,0.429022893,3.186867576,2.557431759
ENSSSCT00000055932,19.17655453,28.86358205,51.457066,61.94072941
ENSSSCT00000077962,9.421792708,19.14462928,5.267041589,33.81401734
ENSSSCT00000010751,1.014604409,3.054262699,0,3.64132943
ENSSSCT00000103367,0,0.693452097,10.30220084,0
ENSSSCT00000059221,0,1.125090647,0,0
ENSSSCT00000016260,4.819370941,3.868732753,7.184429536,0
ENSSSCT00000104217,13.85062909,13.89817859,48.17793924,16.56957888
ENSSSCT00000049086,6.659494391,5.345885258,29.78272608,0
ENSSSCT00000009495,17.20062778,3.654990612,0,10.89381153
ENSSSCT00000055565,0,0,3.975849355,0
ENSSSCT00000009864,86.90404028,105.9224606,79.20937787,59.32714036
ENSSSCT00000058227,70.91029628,71.38895174,79.50002348,65.20018824
ENSSSCT00000014333,1.115549822,0,0,4.003613982
ENSSSCT00000059253,0,0,0,1.161236682
ENSSSCT00000055310,0,0.200835853,0,0
ENSSSCT00000014108,13.14823252,10.17774309,0,26.96451127
ENSSSCT00000099619,9.596651306,11.07403633,0,2.870130839
ENSSSCT00000036815,0,5.444883133,0,0
ENSSSCT00000060000,1.752498524,0,0,0
ENSSSCT00000056863,19.69205331,53.35107264,158.5209614,84.80773704
ENSSSCT00000006421,2.953807996,3.556738176,13.21008012,0
ENSSSCT00000026009,4.819370941,1.934366376,0,5.765438264
ENSSSCT00000009715,0,0.633671744,0,0
ENSSSCT00000047038,17.98658083,11.8134518,14.62544584,11.73678504
ENSSSCT00000002909,3.699719106,6.682356573,0,0
ENSSSCT00000043308,2.703115805,0.813718697,0,0
ENSSSCT00000092306,0,3.753493905,0,0
ENSSSCT00000031997,1.298837559,0.781977897,5.80868771,0
ENSSSCT00000014157,0.782632888,0,0,0
ENSSSCT00000047714,3.875896207,1.166760671,8.666930869,16.22864104
ENSSSCT00000039460,76.30670657,136.6750743,25.59453022,47.92520557
